Fecha,CCAA,Consumo_Tm,Target,IPI_original,IPI_ajustado,IPC_var_anual,Tasa_paro,CNMC_Biodiesel_Tm,GasoleoA_Tm,DieselPool_Tm,Biodiesel_GasoleoA_Ratio,Biodiesel_DieselPool_Share,Mes,Trimestre,Año,Tendencia,sin_mes,cos_mes,Lag_1,Lag_2,Lag_3,Lag_12,Roll_mean_3,Roll_mean_6,Roll_std_3,IPI_original_lag1,IPI_ajustado_lag1,IPC_var_anual_lag1,Tasa_paro_lag1,GasoleoA_Tm_lag1,GasoleoA_Tm_roll3_lag1,Biodiesel_GasoleoA_Ratio_lag1,Biodiesel_GasoleoA_Ratio_roll3_lag1
2023-06,"Madrid, Comunidad de",42,Madrid,106.84,100.78,1.9,11.67,42.0,166937.0,180294.0,0.0002515919179091,0.0002329528436886,6,2,2023,6,1.2246467991473532e-16,-1.0,0.0,0.0,25.0,,8.333333333333334,15.4,14.433756729740644,108.291,100.41,3.2,11.67,154674.0,154834.33333333334,0.0,5.080433421933333e-05
2023-07,"Madrid, Comunidad de",12,Madrid,103.068,100.586,2.3,11.89,12.0,159358.0,171876.0,7.530214987637897e-05,6.981777560566921e-05,7,3,2023,7,-0.4999999999999997,-0.8660254037844388,42.0,0.0,0.0,,14.0,19.833333333333332,24.24871130596428,106.84,100.78,1.9,11.67,166937.0,155804.0,0.0002515919179091,8.386397263636666e-05
2023-08,"Madrid, Comunidad de",92,Madrid,81.579,99.789,2.6,11.89,92.0,132543.0,141902.0,0.000694114362886,0.0006483347662471,8,3,2023,8,-0.8660254037844385,-0.5000000000000004,12.0,42.0,0.0,,18.0,17.5,21.633307652783937,103.068,100.586,2.3,11.89,159358.0,160323.0,7.530214987637897e-05,0.00010896468926182631
2023-09,"Madrid, Comunidad de",26,Madrid,102.763,100.515,3.5,11.89,26.0,152310.0,167280.0,0.0001707044842754,0.0001554280248684,9,3,2023,9,-1.0,-1.8369701987210297e-16,92.0,12.0,42.0,,48.666666666666664,28.5,40.41451884327381,81.579,99.789,2.6,11.89,132543.0,152946.0,0.000694114362886,0.0003403361435571596
2023-10,"Madrid, Comunidad de",129,Madrid,103.78,99.789,3.5,11.8,129.0,156643.0,177996.0,0.0008235286607125,0.000724735387312,10,4,2023,10,-0.8660254037844386,0.5000000000000001,26.0,92.0,12.0,,43.333333333333336,28.666666666666668,42.72391992003231,102.763,100.515,3.5,11.89,152310.0,148070.33333333334,0.0001707044842754,0.00031337366567925964
2023-11,"Madrid, Comunidad de",74,Madrid,107.632,101.024,3.2,11.8,74.0,154413.0,185017.0,0.000479234261364,0.0003999632466205,11,4,2023,11,-0.5000000000000004,0.8660254037844384,129.0,26.0,92.0,,82.33333333333333,50.166666666666664,52.17598425840508,103.78,99.789,3.5,11.8,156643.0,147165.33333333334,0.0008235286607125,0.0005627825026246334
2023-12,"Madrid, Comunidad de",78,Madrid,89.019,99.95,3.1,11.8,78.0,155230.0,194693.0,0.0005024801906847,0.0004006307365955,12,4,2023,12,-2.4492935982947064e-16,1.0,74.0,129.0,26.0,,76.33333333333333,62.5,51.53962876596353,107.632,101.024,3.2,11.8,154413.0,154455.33333333334,0.000479234261364,0.0004911558021172999
2024-01,"Madrid, Comunidad de",78,Madrid,101.649,102.249,3.4,12.29,78.0,145384.0,187121.0,0.0005365102074506,0.0004168425777972,1,1,2024,13,0.49999999999999994,0.8660254037844387,78.0,74.0,129.0,26.0,93.66666666666667,68.5,30.664855018951826,89.019,99.95,3.1,11.8,155230.0,155428.66666666666,0.0005024801906847,0.0006017477042537333
2024-02,"Madrid, Comunidad de",81,Madrid,104.175,103.69,2.8,12.29,81.0,141903.0,176304.0,0.0005708124563962,0.0004594337054179,2,1,2024,14,0.8660254037844386,0.5000000000000001,78.0,78.0,74.0,26.0,76.66666666666667,79.5,2.309401076758871,101.649,102.249,3.4,12.29,145384.0,151675.66666666666,0.0005365102074506,0.0005060748864997667
2024-03,"Madrid, Comunidad de",133,Madrid,99.972,101.232,3.2,12.29,133.0,149187.0,181240.0,0.0008914985890191,0.0007338335908188,3,1,2024,15,1.0,6.123233995736766e-17,81.0,78.0,78.0,25.0,79.0,77.66666666666667,1.7320508075693655,104.175,103.69,2.8,12.29,141903.0,147505.66666666666,0.0005708124563962,0.0005366009515105
2024-04,"Madrid, Comunidad de",140,Madrid,104.405,100.811,3.3,11.27,140.0,155989.0,178479.0,0.0008974991826346,0.00078440600855,4,2,2024,16,0.8660254037844387,-0.4999999999999998,133.0,81.0,78.0,0.0,97.33333333333333,95.5,30.924639582917294,99.972,101.232,3.2,12.29,149187.0,145491.33333333334,0.0008914985890191,0.0006662737509553
2024-05,"Madrid, Comunidad de",331,Madrid,108.032,100.353,3.6,11.27,331.0,154057.0,168902.0,0.0021485554048176,0.0019597162851831,5,2,2024,17,0.49999999999999994,-0.8660254037844387,140.0,133.0,81.0,0.0,118.0,97.33333333333333,32.233522922572426,104.405,100.811,3.3,11.27,155989.0,149026.33333333334,0.0008974991826346,0.0007866034093499666
2024-06,"Madrid, Comunidad de",389,Madrid,102.129,100.857,3.4,11.27,389.0,147122.0,159998.0,0.0026440641100583,0.0024312803910048,6,2,2024,18,1.2246467991473532e-16,-1.0,331.0,140.0,133.0,42.0,201.33333333333334,140.16666666666666,112.34915813362082,108.032,100.353,3.6,11.27,154057.0,153077.66666666666,0.0021485554048176,0.0013125177254904334
2024-07,"Madrid, Comunidad de",503,Madrid,107.615,99.89,2.8,11.21,503.0,148017.0,161128.0,0.0033982583081673,0.0031217417208678,7,3,2024,19,-0.4999999999999997,-0.8660254037844388,389.0,331.0,140.0,12.0,286.6666666666667,192.0,130.28558375097893,102.129,100.857,3.4,11.27,147122.0,152389.33333333334,0.0026440641100583,0.0018967062325035
2024-08,"Madrid, Comunidad de",598,Madrid,78.449,99.159,2.3,11.21,598.0,134104.0,146188.0,0.004459225675595,0.0040906230333543,8,3,2024,20,-0.8660254037844385,-0.5000000000000004,503.0,389.0,331.0,92.0,407.6666666666667,262.8333333333333,87.50619025722327,107.615,99.89,2.8,11.21,148017.0,149732.0,0.0033982583081673,0.002730292607681067
2024-09,"Madrid, Comunidad de",980,Madrid,102.926,101.1,1.5,11.21,980.0,145069.0,164061.0,0.0067554060481563,0.0059733879471659,9,3,2024,21,-1.0,-1.8369701987210297e-16,598.0,503.0,389.0,26.0,496.6666666666667,349.0,104.6438403984361,78.449,99.159,2.3,11.21,134104.0,143081.0,0.004459225675595,0.003500516031273533
2024-10,"Madrid, Comunidad de",1335,Madrid,110.402,102.212,1.8,10.61,1335.0,152310.0,179276.0,0.0087650187118377,0.0074466186215667,10,4,2024,22,-0.8660254037844386,0.5000000000000001,980.0,598.0,503.0,129.0,693.6666666666666,490.1666666666667,252.4803622726595,102.926,101.1,1.5,11.21,145069.0,142396.66666666666,0.0067554060481563,0.0048709633439728665
2024-11,"Madrid, Comunidad de",1635,Madrid,103.868,99.901,2.4,10.61,1635.0,144854.0,171776.0,0.0112872271390503,0.0095182097615499,11,4,2024,23,-0.5000000000000004,0.8660254037844384,1335.0,980.0,598.0,74.0,971.0,689.3333333333334,368.58241954819283,110.402,102.212,1.8,10.61,152310.0,143827.66666666666,0.0087650187118377,0.0066598834785296665
2024-12,"Madrid, Comunidad de",2067,Madrid,92.81,102.184,2.8,10.61,2067.0,144663.0,187607.0,0.0142883805810746,0.0110177125586998,12,4,2024,24,-2.4492935982947064e-16,1.0,1635.0,1335.0,980.0,78.0,1316.6666666666667,906.6666666666666,327.8846341830208,103.868,99.901,2.4,10.61,144854.0,147411.0,0.0112872271390503,0.008935883966348099
2025-01,"Madrid, Comunidad de",1663,Madrid,100.252,101.358,2.9,11.36,1663.0,135841.0,182285.0,0.0122422538114413,0.0091230765010834,1,1,2025,25,0.49999999999999994,0.8660254037844387,2067.0,1635.0,1335.0,78.0,1679.0,1186.3333333333333,367.9782602274216,92.81,102.184,2.8,10.61,144663.0,147275.66666666666,0.0142883805810746,0.011446875477320866
2025-02,"Madrid, Comunidad de",1640,Madrid,101.758,102.243,3.0,11.36,1640.0,131958.0,170884.0,0.012428196850513,0.009597153624681,2,1,2025,26,0.8660254037844386,0.5000000000000001,1663.0,2067.0,1635.0,81.0,1788.3333333333333,1379.6666666666667,241.73815034729898,100.252,101.358,2.9,11.36,135841.0,141786.0,0.0122422538114413,0.0126059538438554
2025-03,"Madrid, Comunidad de",2037,Madrid,108.195,101.829,2.3,11.36,2037.0,147066.0,188174.0,0.0138509240749051,0.0108250874190908,3,1,2025,27,1.0,6.123233995736766e-17,1640.0,1663.0,2067.0,133.0,1790.0,1553.3333333333333,240.1645269393463,101.758,102.243,3.0,11.36,131958.0,137487.33333333334,0.012428196850513,0.012986277081009634
2025-04,"Madrid, Comunidad de",2431,Madrid,98.442,101.399,2.2,10.29,2431.0,148497.0,176335.0,0.0163707010916045,0.0137862591090821,4,2,2025,28,0.8660254037844387,-0.4999999999999998,2037.0,1640.0,1663.0,140.0,1780.0,1729.5,222.86543024883872,108.195,101.829,2.3,11.36,147066.0,138288.33333333334,0.0138509240749051,0.0128404582456198
2025-05,"Madrid, Comunidad de",2961,Madrid,106.927,102.056,2.0,10.29,2961.0,150387.0,169433.0,0.0196892018592032,0.0174759344401621,5,2,2025,29,0.49999999999999994,-0.8660254037844387,2431.0,2037.0,1640.0,331.0,2036.0,1912.1666666666667,395.5009481657408,98.442,101.399,2.2,10.29,148497.0,142507.0,0.0163707010916045,0.014216607339007531
2025-06,"Madrid, Comunidad de",3747,Madrid,106.826,102.858,2.3,10.29,3747.0,154420.0,172010.0,0.0242649915814013,0.0217836172315563,6,2,2025,30,1.2246467991473532e-16,-1.0,2961.0,2431.0,2037.0,389.0,2476.3333333333335,2133.1666666666665,463.6651090316515,106.927,102.056,2.0,10.29,150387.0,148650.0,0.0196892018592032,0.016636942341904267
2025-07,"Madrid, Comunidad de",3854,Madrid,110.304,102.457,2.7,10.45,3854.0,153688.0,169170.0,0.0250767789287387,0.022781817107052,7,3,2025,31,-0.4999999999999997,-0.8660254037844388,3747.0,2961.0,2431.0,503.0,3046.3333333333335,2413.1666666666665,662.1369445464685,106.826,102.858,2.3,10.29,154420.0,151101.33333333334,0.0242649915814013,0.020108298177403002
2025-08,"Madrid, Comunidad de",2698,Madrid,78.612,102.328,2.7,10.45,2698.0,127859.0,140662.0,0.0211013694773148,0.0191807311143023,8,3,2025,32,-0.8660254037844385,-0.5000000000000004,3854.0,3747.0,2961.0,598.0,3520.6666666666665,2778.3333333333335,487.6292990923875,110.304,102.457,2.7,10.45,153688.0,152831.66666666666,0.0250767789287387,0.023010324123114403
2025-09,"Madrid, Comunidad de",2821,Madrid,107.429,102.691,3.0,10.45,2821.0,147429.0,165908.0,0.0191346342985437,0.0170033994744075,9,3,2025,33,-1.0,-1.8369701987210297e-16,2698.0,3854.0,3747.0,980.0,3433.0,2954.6666666666665,638.7730426372107,78.612,102.328,2.7,10.45,127859.0,145322.33333333334,0.0211013694773148,0.023481046662484933
2025-10,"Madrid, Comunidad de",2617,Madrid,112.085,103.28,3.1,9.93,2617.0,157863.0,183515.0,0.0165776654440875,0.0142604146799989,10,4,2025,34,-0.8660254037844386,0.5000000000000001,2821.0,2698.0,3854.0,1335.0,3124.3333333333335,3085.3333333333335,634.8955294639687,107.429,102.691,3.0,10.45,147429.0,142992.0,0.0191346342985437,0.021770927568199067
2025-11,"Madrid, Comunidad de",3118,Madrid,106.113,104.433,3.0,9.93,3118.0,143168.0,177130.0,0.0217786097451944,0.0176028905323773,11,4,2025,35,-0.5000000000000004,0.8660254037844384,2617.0,2821.0,2698.0,1635.0,2712.0,3116.3333333333335,102.71806072935733,112.085,103.28,3.1,9.93,157863.0,144383.66666666666,0.0165776654440875,0.018937889739982002
2025-12,"Madrid, Comunidad de",2975,Madrid,95.598,101.989,2.9,9.93,2975.0,150534.0,200896.0,0.0197629771347336,0.0148086572156737,12,4,2025,36,-2.4492935982947064e-16,1.0,3118.0,2617.0,2821.0,2067.0,2852.0,3142.5,251.9345153010995,106.113,104.433,3.0,9.93,143168.0,149486.66666666666,0.0217786097451944,0.01916363649594187
2023-01,ESPAÑA,167,Nacional,97.874,101.664,5.9,13.38,167.0,1569235.0,2318637.0,0.0001064212817073,7.202507335128353e-05,1,1,2023,1,0.49999999999999994,0.8660254037844387,,,,,,,,,,,,,,,
2023-02,ESPAÑA,162,Nacional,99.947,100.678,6.0,13.38,162.0,1710109.0,2574059.0,9.473080370900334e-05,6.293562035679835e-05,2,1,2023,2,0.8660254037844386,0.5000000000000001,167.0,,,,,,,97.874,101.664,5.9,13.38,1569235.0,,0.0001064212817073,
2023-03,ESPAÑA,205,Nacional,113.733,102.479,3.3,13.38,205.0,1898666.0,2705321.0,0.0001079705435289,7.577658991299e-05,3,1,2023,3,1.0,6.123233995736766e-17,162.0,167.0,,,164.5,,3.5355339059327378,99.947,100.678,6.0,13.38,1710109.0,1639672.0,9.473080370900334e-05,0.00010057604270815167
2023-04,ESPAÑA,260,Nacional,93.271,101.097,4.1,11.67,260.0,1725288.0,2347447.0,0.0001506994774205,0.0001107586241563,4,2,2023,4,0.8660254037844387,-0.4999999999999998,205.0,162.0,167.0,,178.0,178.0,23.515952032609693,113.733,102.479,3.3,13.38,1898666.0,1726003.3333333333,0.0001079705435289,0.00010304087631506777
2023-05,ESPAÑA,431,Nacional,108.291,100.41,3.2,11.67,431.0,1885680.0,2582956.0,0.0002285647617835,0.0001668630824528,5,2,2023,5,0.49999999999999994,-0.8660254037844387,260.0,205.0,162.0,,209.0,198.5,49.122296363260546,93.271,101.097,4.1,11.67,1725288.0,1778021.0,0.0001506994774205,0.00011780027488613445
2023-06,ESPAÑA,379,Nacional,106.84,100.78,1.9,11.67,379.0,1922421.0,2593870.0,0.0001971472429816,0.0001461137219675,6,2,2023,6,1.2246467991473532e-16,-1.0,431.0,260.0,205.0,,298.6666666666667,245.0,117.85725829720175,108.291,100.41,3.2,11.67,1885680.0,1836544.6666666667,0.0002285647617835,0.0001624115942443
2023-07,ESPAÑA,257,Nacional,103.068,100.586,2.3,11.89,257.0,1932517.0,2575206.0,0.0001329871871761,9.97978414154052e-05,7,3,2023,7,-0.4999999999999997,-0.8660254037844388,379.0,431.0,260.0,,356.6666666666667,267.3333333333333,87.66032930199002,106.84,100.78,1.9,11.67,1922421.0,1844463.0,0.0001971472429816,0.00019213716072853334
2023-08,ESPAÑA,525,Nacional,81.579,99.789,2.6,11.89,525.0,1788313.0,2307157.0,0.0002935727694201,0.0002275527846609,8,3,2023,8,-0.8660254037844385,-0.5000000000000004,257.0,379.0,431.0,,355.6666666666667,282.3333333333333,89.31591870060639,103.068,100.586,2.3,11.89,1932517.0,1913539.3333333333,0.0001329871871761,0.00018623306398040003
2023-09,ESPAÑA,389,Nacional,102.763,100.515,3.5,11.89,389.0,1797665.0,2384967.0,0.0002163918193879,0.0001631049821653,9,3,2023,9,-1.0,-1.8369701987210297e-16,525.0,257.0,379.0,,387.0,342.8333333333333,134.17898494175606,81.579,99.789,2.6,11.89,1788313.0,1881083.6666666667,0.0002935727694201,0.0002079023998592667
2023-10,ESPAÑA,520,Nacional,103.78,99.789,3.5,11.8,520.0,1820535.0,2560415.0,0.0002856303229545,0.0002030920768703,10,4,2023,10,-0.8660254037844386,0.5000000000000001,389.0,525.0,257.0,,390.3333333333333,373.5,134.00497503202385,102.763,100.515,3.5,11.89,1797665.0,1839498.3333333333,0.0002163918193879,0.00021431725866136666
2023-11,ESPAÑA,1152,Nacional,107.632,101.024,3.2,11.8,1152.0,1832989.0,2675799.0,0.0006284816766494,0.0004305256112286,11,4,2023,11,-0.5000000000000004,0.8660254037844384,520.0,389.0,525.0,,478.0,416.8333333333333,77.1167945391923,103.78,99.789,3.5,11.8,1820535.0,1802171.0,0.0002856303229545,0.00026519830392083334
2023-12,ESPAÑA,1570,Nacional,89.019,99.95,3.1,11.8,1570.0,1766668.0,2645880.0,0.0008886785745822,0.0005933753609385,12,4,2023,12,-2.4492935982947064e-16,1.0,1152.0,520.0,389.0,,687.0,537.0,407.9938725030071,107.632,101.024,3.2,11.8,1832989.0,1817063.0,0.0006284816766494,0.0003768346063306
2024-01,ESPAÑA,546,Nacional,101.649,102.249,3.4,12.29,546.0,1751732.0,2651144.0,0.0003116915144554,0.0002059488281285,1,1,2024,13,0.49999999999999994,0.8660254037844387,1570.0,1152.0,520.0,167.0,1080.6666666666667,735.5,528.6221082525146,89.019,99.95,3.1,11.8,1766668.0,1806730.6666666667,0.0008886785745822,0.0006009301913953666
2024-02,ESPAÑA,1131,Nacional,104.175,103.69,2.8,12.29,1131.0,1732081.0,2491110.0,0.0006529717721053,0.0004540144754747,2,1,2024,14,0.8660254037844386,0.5000000000000001,546.0,1570.0,1152.0,162.0,1089.3333333333333,783.6666666666666,514.8682679417457,101.649,102.249,3.4,12.29,1751732.0,1783796.3333333333,0.0003116915144554,0.000609617255229
2024-03,ESPAÑA,1698,Nacional,99.972,101.232,3.2,12.29,1698.0,1815360.0,2613477.0,0.0009353516657852,0.0006497091805284,3,1,2024,15,1.0,6.123233995736766e-17,1131.0,546.0,1570.0,205.0,1082.3333333333333,884.6666666666666,513.7317717771923,104.175,103.69,2.8,12.29,1732081.0,1750160.3333333333,0.0006529717721053,0.0006177806203809666
2024-04,ESPAÑA,2277,Nacional,104.405,100.811,3.3,11.27,2277.0,1862071.0,2548084.0,0.0012228319972761,0.000893612612457,4,2,2024,16,0.8660254037844387,-0.4999999999999998,1698.0,1131.0,546.0,260.0,1125.0,1102.8333333333333,576.0234370231822,99.972,101.232,3.2,12.29,1815360.0,1766391.0,0.0009353516657852,0.0006333383174486332
2024-05,ESPAÑA,3382,Nacional,108.032,100.353,3.6,11.27,3382.0,1930921.0,2534883.0,0.0017514957887971,0.0013341838656853,5,2,2024,17,0.49999999999999994,-0.8660254037844387,2277.0,1698.0,1131.0,431.0,1702.0,1395.6666666666667,573.0104711085129,104.405,100.811,3.3,11.27,1862071.0,1803170.6666666667,0.0012228319972761,0.0009370518117221999
2024-06,ESPAÑA,5044,Nacional,102.129,100.857,3.4,11.27,5044.0,1766214.0,2332642.0,0.0028558260777006,0.0021623549605983,6,2,2024,18,1.2246467991473532e-16,-1.0,3382.0,2277.0,1698.0,379.0,2452.3333333333335,1767.3333333333333,855.5818682822428,108.032,100.353,3.6,11.27,1930921.0,1869450.6666666667,0.0017514957887971,0.0013032264839528
2024-07,ESPAÑA,6683,Nacional,107.615,99.89,2.8,11.21,6683.0,1880115.0,2477812.0,0.0035545698002515,0.0026971376359465,7,3,2024,19,-0.4999999999999997,-0.8660254037844388,5044.0,3382.0,2277.0,257.0,3567.6666666666665,2346.3333333333335,1392.8123826751876,102.129,100.857,3.4,11.27,1766214.0,1853068.6666666667,0.0028558260777006,0.0019433846212579334
2024-08,ESPAÑA,6946,Nacional,78.449,99.159,2.3,11.21,6946.0,1847407.0,2412021.0,0.0037598645019749,0.0028797427551418,8,3,2024,20,-0.8660254037844385,-0.5000000000000004,6683.0,5044.0,3382.0,525.0,5036.333333333333,3369.1666666666665,1650.513354485002,107.615,99.89,2.8,11.21,1880115.0,1859083.3333333333,0.0035545698002515,0.002720630555583067
2024-09,ESPAÑA,7044,Nacional,102.926,101.1,1.5,11.21,7044.0,1772806.0,2416237.0,0.003973362003513,0.0029152769368236,9,3,2024,21,-1.0,-1.8369701987210297e-16,6946.0,6683.0,5044.0,389.0,6224.333333333333,4338.333333333333,1030.6223039180427,78.449,99.159,2.3,11.21,1847407.0,1831245.3333333333,0.0037598645019749,0.003390086793309
2024-10,ESPAÑA,8124,Nacional,110.402,102.212,1.8,10.61,8124.0,1842277.0,2585218.0,0.0044097603129171,0.0031424816011647,10,4,2024,22,-0.8660254037844386,0.5000000000000001,7044.0,6946.0,6683.0,520.0,6891.0,5229.333333333333,186.67886864881467,102.926,101.1,1.5,11.21,1772806.0,1833442.6666666667,0.003973362003513,0.0037625987685798
2024-11,ESPAÑA,10408,Nacional,103.868,99.901,2.4,10.61,10408.0,1771612.0,2471080.0,0.0058748755370814,0.0042119235314113,11,4,2024,23,-0.5000000000000004,0.8660254037844384,8124.0,7044.0,6946.0,1152.0,7371.333333333333,6203.833333333333,653.6676015631606,110.402,102.212,1.8,10.61,1842277.0,1820830.0,0.0044097603129171,0.004047662272801666
2024-12,ESPAÑA,13441,Nacional,92.81,102.184,2.8,10.61,13441.0,1775775.0,2570894.0,0.0075690895524489,0.0052281424282759,12,4,2024,24,-2.4492935982947064e-16,1.0,10408.0,8124.0,7044.0,1570.0,8525.333333333334,7374.833333333333,1717.5346672871945,103.868,99.901,2.4,10.61,1771612.0,1795565.0,0.0058748755370814,0.0047526659511705005
2025-01,ESPAÑA,11376,Nacional,100.252,101.358,2.9,11.36,11376.0,1717928.0,2501136.0,0.006621930604775,0.0045483332373769,1,1,2025,25,0.49999999999999994,0.8660254037844387,13441.0,10408.0,8124.0,546.0,10657.666666666666,8774.333333333334,2667.2780757418855,92.81,102.184,2.8,10.61,1775775.0,1796554.6666666667,0.0075690895524489,0.005951241800815799
2025-02,ESPAÑA,10716,Nacional,101.758,102.243,3.0,11.36,10716.0,1706204.0,2388522.0,0.0062806088838145,0.0044864564781065,2,1,2025,26,0.8660254037844386,0.5000000000000001,11376.0,13441.0,10408.0,1131.0,11741.666666666666,9556.5,1549.2115198814317,100.252,101.358,2.9,11.36,1717928.0,1755105.0,0.006621930604775,0.006688631898101767
2025-03,ESPAÑA,12389,Nacional,108.195,101.829,2.3,11.36,12389.0,1813023.0,2536887.0,0.0068333385732006,0.0048835442808449,3,1,2025,27,1.0,6.123233995736766e-17,10716.0,11376.0,13441.0,1698.0,11844.333333333334,10184.833333333334,1421.5865549917587,101.758,102.243,3.0,11.36,1706204.0,1733302.3333333333,0.0062806088838145,0.0068238763470128
2025-04,ESPAÑA,14145,Nacional,98.442,101.399,2.2,10.29,14145.0,1836554.0,2569282.0,0.0077019243648702,0.0055054291432392,4,2,2025,28,0.8660254037844387,-0.4999999999999998,12389.0,10716.0,11376.0,2277.0,11493.666666666666,11075.666666666666,842.6840056233048,108.195,101.829,2.3,11.36,1813023.0,1745718.3333333333,0.0068333385732006,0.0065786260205966994
2025-05,ESPAÑA,18921,Nacional,106.927,102.056,2.0,10.29,18921.0,1889524.0,2600195.0,0.0100136330631418,0.0072767619351625,5,2,2025,29,0.49999999999999994,-0.8660254037844387,14145.0,12389.0,10716.0,3382.0,12416.666666666666,12079.166666666666,1714.6674118712756,98.442,101.399,2.2,10.29,1836554.0,1785260.3333333333,0.0077019243648702,0.006938623940628434
2025-06,ESPAÑA,23356,Nacional,106.826,102.858,2.3,10.29,23356.0,1858343.0,2563236.0,0.0125681857439665,0.0091119194643021,6,2,2025,30,1.2246467991473532e-16,-1.0,18921.0,14145.0,12389.0,5044.0,15151.666666666666,13498.0,3380.353433197976,106.927,102.056,2.0,10.29,1889524.0,1846367.0,0.0100136330631418,0.008182965333737533
2025-07,ESPAÑA,27001,Nacional,110.304,102.457,2.7,10.45,27001.0,1988635.0,2681681.0,0.0135776550246777,0.0100686845303375,7,3,2025,31,-0.4999999999999997,-0.8660254037844388,23356.0,18921.0,14145.0,6683.0,18807.333333333332,15150.5,4606.551891961421,106.826,102.858,2.3,10.29,1858343.0,1861473.6666666667,0.0125681857439665,0.010094581057326168
2025-08,ESPAÑA,19929,Nacional,78.612,102.328,2.7,10.45,19929.0,1748783.0,2359013.0,0.0113959250518789,0.0084480246611612,8,3,2025,32,-0.8660254037844385,-0.5000000000000004,27001.0,23356.0,18921.0,6946.0,23092.666666666668,17754.666666666668,4046.431555498418,110.304,102.457,2.7,10.45,1988635.0,1912167.3333333333,0.0135776550246777,0.012053157943928666
2025-09,ESPAÑA,18836,Nacional,107.429,102.691,3.0,10.45,18836.0,1802901.0,2464031.0,0.0104476063854865,0.0076443843441904,9,3,2025,33,-1.0,-1.8369701987210297e-16,19929.0,27001.0,23356.0,7044.0,23428.666666666668,19290.166666666668,3536.559957548203,78.612,102.328,2.7,10.45,1748783.0,1865253.6666666667,0.0113959250518789,0.012513921940174366
2025-10,ESPAÑA,20133,Nacional,112.085,103.28,3.1,9.93,20133.0,1920834.0,2649460.0,0.0104813846485432,0.007598906947076,10,4,2025,34,-0.8660254037844386,0.5000000000000001,18836.0,19929.0,27001.0,8124.0,21922.0,20364.666666666668,4432.363139455071,107.429,102.691,3.0,10.45,1802901.0,1846773.0,0.0104476063854865,0.011807062154014366
2025-11,ESPAÑA,20228,Nacional,106.113,104.433,3.0,9.93,20228.0,1730844.0,2484156.0,0.0116867840198192,0.0081428058463317,11,4,2025,35,-0.5000000000000004,0.8660254037844384,20133.0,18836.0,19929.0,10408.0,19632.666666666668,21362.666666666668,697.4326729752112,112.085,103.28,3.1,9.93,1920834.0,1824172.6666666667,0.0104813846485432,0.0107749720286362
2025-12,ESPAÑA,22632,Nacional,95.598,101.989,2.9,9.93,22632.0,1819307.0,2678108.0,0.0124399015669153,0.0084507420910583,12,4,2025,36,-2.4492935982947064e-16,1.0,20228.0,20133.0,18836.0,13441.0,19732.333333333332,21580.5,777.6993849382604,106.113,104.433,3.0,9.93,1730844.0,1818193.0,0.0116867840198192,0.010871925017949634
2023-01,Comunitat Valenciana,52,Valencia,97.874,101.664,5.9,13.38,52.0,144586.0,185307.0,0.0003596475454055,0.0002806154111825,1,1,2023,1,0.49999999999999994,0.8660254037844387,,,,,,,,,,,,,,,
2023-02,Comunitat Valenciana,50,Valencia,99.947,100.678,6.0,13.38,50.0,155581.0,210002.0,0.0003213760034965,0.0002380929705431,2,1,2023,2,0.8660254037844386,0.5000000000000001,52.0,,,,,,,97.874,101.664,5.9,13.38,144586.0,,0.0003596475454055,
2023-03,Comunitat Valenciana,25,Valencia,113.733,102.479,3.3,13.38,25.0,176509.0,221806.0,0.000141635837266,0.0001127111079051,3,1,2023,3,1.0,6.123233995736766e-17,50.0,52.0,,,51.0,,1.4142135623730951,99.947,100.678,6.0,13.38,155581.0,150083.5,0.0003213760034965,0.000340511774451
2023-04,Comunitat Valenciana,76,Valencia,93.271,101.097,4.1,11.67,76.0,161264.0,198419.0,0.0004712769123921,0.0003830278350359,4,2,2023,4,0.8660254037844387,-0.4999999999999998,25.0,50.0,52.0,,42.333333333333336,42.333333333333336,15.044378795195678,113.733,102.479,3.3,13.38,176509.0,158892.0,0.000141635837266,0.00027421979538933336
2023-05,Comunitat Valenciana,76,Valencia,108.291,100.41,3.2,11.67,76.0,174990.0,212195.0,0.0004343105320304,0.0003581611253799,5,2,2023,5,0.49999999999999994,-0.8660254037844387,76.0,25.0,50.0,,50.333333333333336,50.75,25.50163393458022,93.271,101.097,4.1,11.67,161264.0,164451.33333333334,0.0004712769123921,0.00031142958438486667
2023-06,Comunitat Valenciana,25,Valencia,106.84,100.78,1.9,11.67,25.0,171725.0,237620.0,0.0001455815984859,0.0001052099991583,6,2,2023,6,1.2246467991473532e-16,-1.0,76.0,76.0,25.0,,59.0,55.8,29.444863728670914,108.291,100.41,3.2,11.67,174990.0,170921.0,0.0004343105320304,0.00034907442722950004
2023-07,Comunitat Valenciana,0,Valencia,103.068,100.586,2.3,11.89,0.0,182432.0,219782.0,0.0,0.0,7,3,2023,7,-0.4999999999999997,-0.8660254037844388,25.0,76.0,76.0,,59.0,50.666666666666664,29.444863728670914,106.84,100.78,1.9,11.67,171725.0,169326.33333333334,0.0001455815984859,0.00035038968096946663
2023-08,Comunitat Valenciana,0,Valencia,81.579,99.789,2.6,11.89,0.0,161441.0,198482.0,0.0,0.0,8,3,2023,8,-0.8660254037844385,-0.5000000000000004,0.0,25.0,76.0,,33.666666666666664,42.0,38.734136537856806,103.068,100.586,2.3,11.89,182432.0,176382.33333333334,0.0,0.0001932973768387667
