Fecha,CCAA,Consumo_Tm,Target,IPI_original,IPI_ajustado,IPC_var_anual,Tasa_paro,CNMC_Biodiesel_Tm,GasoleoA_Tm,DieselPool_Tm,Biodiesel_GasoleoA_Ratio,Biodiesel_DieselPool_Share,Mes,Trimestre,Año,Tendencia,sin_mes,cos_mes,Mandato_Energia_Pct,Lag_1,Lag_2,Lag_3,Lag_12,Roll_mean_3,Roll_mean_6,Roll_std_3,IPI_original_lag1,IPI_ajustado_lag1,IPC_var_anual_lag1,Tasa_paro_lag1,GasoleoA_Tm_lag1,GasoleoA_Tm_roll3_lag1,Biodiesel_GasoleoA_Ratio_lag1,Biodiesel_GasoleoA_Ratio_roll3_lag1
2024-03,Comunitat Valenciana,78,Valencia,99.972,101.232,3.2,12.29,78.0,170499.0,206836.0,0.0004574806890362,0.0003771103676342,3,1,2024,15,1.0,6.123233995736766e-17,11.0,43.0,15.0,0.0,25.0,19.333333333333332,12.5,21.825062046494477,104.175,103.69,2.8,12.29,155000.0,158380.0,0.0002774193548387,0.0001240816778775058
2024-04,Comunitat Valenciana,139,Valencia,104.405,100.811,3.3,11.27,139.0,169257.0,207871.0,0.0008212363447302,0.0006686839434072,4,2,2024,16,0.8660254037844387,-0.4999999999999998,11.0,78.0,43.0,15.0,76.0,45.333333333333336,25.5,31.56474826976026,99.972,101.232,3.2,12.29,170499.0,161228.0,0.0004574806890362,0.00027657524088957244
2024-05,Comunitat Valenciana,116,Valencia,108.032,100.353,3.6,11.27,116.0,178600.0,216109.0,0.000649496080627,0.000536766168924,5,2,2024,17,0.49999999999999994,-0.8660254037844387,11.0,139.0,78.0,43.0,76.0,86.66666666666667,45.833333333333336,48.58326186386966,104.405,100.811,3.3,11.27,169257.0,164918.66666666666,0.0008212363447302,0.0005187121295350334
2024-06,Comunitat Valenciana,246,Valencia,102.129,100.857,3.4,11.27,246.0,173084.0,208109.0,0.0014212752189688,0.0011820728560513,6,2,2024,18,1.2246467991473532e-16,-1.0,11.0,116.0,139.0,78.0,25.0,111.0,65.16666666666667,30.805843601498704,108.032,100.353,3.6,11.27,178600.0,172785.33333333334,0.000649496080627,0.0006427377047978
2024-07,Comunitat Valenciana,336,Valencia,107.615,99.89,2.8,11.21,336.0,186191.0,224234.0,0.001804598503687,0.0014984346709241,7,3,2024,19,-0.4999999999999997,-0.8660254037844388,11.0,246.0,116.0,139.0,0.0,167.0,106.16666666666667,69.37578828380978,102.129,100.857,3.4,11.27,173084.0,173647.0,0.0014212752189688,0.0009640025481086667
2024-08,Comunitat Valenciana,403,Valencia,78.449,99.159,2.3,11.21,403.0,176663.0,212610.0,0.0022811794207049,0.0018954893937256,8,3,2024,20,-0.8660254037844385,-0.5000000000000004,11.0,336.0,246.0,116.0,0.0,232.66666666666666,159.66666666666666,110.60440015358039,107.615,99.89,2.8,11.21,186191.0,179291.66666666666,0.001804598503687,0.0012917899344276
2024-09,Comunitat Valenciana,442,Valencia,102.926,101.1,1.5,11.21,442.0,166212.0,200482.0,0.002659254446129,0.0022046867050408,9,3,2024,21,-1.0,-1.8369701987210297e-16,11.0,403.0,336.0,246.0,0.0,328.3333333333333,219.66666666666666,78.78028518184821,78.449,99.159,2.3,11.21,176663.0,178646.0,0.0022811794207049,0.0018356843811202332
2024-10,Comunitat Valenciana,344,Valencia,110.402,102.212,1.8,10.61,344.0,160065.0,197578.0,0.0021491269171898,0.0017410845337031,10,4,2024,22,-0.8660254037844386,0.5000000000000001,11.0,442.0,403.0,336.0,17.0,393.6666666666667,280.3333333333333,53.61280941466633,102.926,101.1,1.5,11.21,166212.0,176355.33333333334,0.002659254446129,0.0022483441235069666
2024-11,Comunitat Valenciana,435,Valencia,103.868,99.901,2.4,10.61,435.0,157594.0,191296.0,0.0027602573702044,0.002273962863834,11,4,2024,23,-0.5000000000000004,0.8660254037844384,11.0,344.0,442.0,403.0,0.0,396.3333333333333,314.5,49.33896364267629,110.402,102.212,1.8,10.61,160065.0,167646.66666666666,0.0021491269171898,0.0023631869280079
2024-12,Comunitat Valenciana,549,Valencia,92.81,102.184,2.8,10.61,549.0,165596.0,203730.0,0.0033152974709534,0.0026947430422618,12,4,2024,24,-2.4492935982947064e-16,1.0,11.0,435.0,344.0,442.0,0.0,407.0,367.6666666666667,54.67174773134658,103.868,99.901,2.4,10.61,157594.0,161290.33333333334,0.0027602573702044,0.0025228795778410667
