Fecha,CCAA,Provincia,Tipo_Producto,Producto_slug,Consumo_Tm,source_file
2024-01,Andalucía,Granada,BIOETANOL,Bioetanol,0,ds_14201_1.csv
2024-01,Andalucía,Granada,FUELÓLEO  BIA,Fueloleo_BIA,177,ds_14201_1.csv
2024-01,Andalucía,Granada,GLP,GLP,4204,ds_14201_1.csv
2024-01,Andalucía,Granada,GASÓLEO A,GasoleoA,37395,ds_14201_1.csv
2024-01,Andalucía,Granada,GASÓLEO B,GasoleoB,7347,ds_14201_1.csv
2024-01,Andalucía,Granada,GASÓLEO C,GasoleoC,4205,ds_14201_1.csv
2024-01,Andalucía,Granada,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,8107,ds_14201_1.csv
2024-01,Andalucía,Granada,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,326,ds_14201_1.csv
2024-01,Andalucía,Granada,OTRAS GASOLINAS,OtrasGasolinas,1,ds_14201_1.csv
2024-01,Andalucía,Granada,OTROS FUELÓLEOS,OtrosFueloleos,665,ds_14201_1.csv
2024-01,Andalucía,Granada,OTROS GASOLEOS,OtrosGasoleos,362,ds_14201_1.csv
2024-01,Andalucía,Granada,OTROS QUEROSENOS,OtrosQueroseno,0,ds_14201_1.csv
2024-01,Andalucía,Granada,QUEROSENO AVIACIÓN,QuerosenoAviacion,1072,ds_14201_1.csv
2024-01,Andalucía,Huelva,BIODIESEL,Biodiesel,0,ds_14201_1.csv
2024-01,Andalucía,Huelva,BIOETANOL,Bioetanol,0,ds_14201_1.csv
2024-01,Andalucía,Huelva,FUELÓLEO  BIA,Fueloleo_BIA,619,ds_14201_1.csv
2024-01,Andalucía,Huelva,GLP,GLP,2880,ds_14201_1.csv
2024-01,Andalucía,Huelva,GASÓLEO A,GasoleoA,23881,ds_14201_1.csv
2024-01,Andalucía,Huelva,GASÓLEO B,GasoleoB,7987,ds_14201_1.csv
2024-01,Andalucía,Huelva,GASÓLEO C,GasoleoC,299,ds_14201_1.csv
2024-01,Andalucía,Huelva,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,4260,ds_14201_1.csv
2024-01,Andalucía,Huelva,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,101,ds_14201_1.csv
2024-01,Andalucía,Huelva,OTRAS GASOLINAS,OtrasGasolinas,0,ds_14201_1.csv
2024-01,Andalucía,Huelva,OTROS FUELÓLEOS,OtrosFueloleos,570,ds_14201_1.csv
2024-01,Andalucía,Huelva,OTROS GASOLEOS,OtrosGasoleos,1028,ds_14201_1.csv
2024-01,Andalucía,Huelva,OTROS QUEROSENOS,OtrosQueroseno,0,ds_14201_1.csv
2024-01,Andalucía,Huelva,QUEROSENO AVIACIÓN,QuerosenoAviacion,0,ds_14201_1.csv
2024-01,Andalucía,Jaén,BIODIESEL,Biodiesel,36,ds_14201_1.csv
2024-01,Andalucía,Jaén,BIOETANOL,Bioetanol,0,ds_14201_1.csv
2024-01,Andalucía,Jaén,FUELÓLEO  BIA,Fueloleo_BIA,26,ds_14201_1.csv
2024-01,Andalucía,Jaén,GLP,GLP,1893,ds_14201_1.csv
2024-01,Andalucía,Jaén,GASÓLEO A,GasoleoA,25778,ds_14201_1.csv
2024-01,Andalucía,Jaén,GASÓLEO B,GasoleoB,4908,ds_14201_1.csv
2024-01,Andalucía,Jaén,GASÓLEO C,GasoleoC,1946,ds_14201_1.csv
2024-01,Andalucía,Jaén,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,4780,ds_14201_1.csv
2024-01,Andalucía,Jaén,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,124,ds_14201_1.csv
2024-01,Andalucía,Jaén,OTRAS GASOLINAS,OtrasGasolinas,0,ds_14201_1.csv
2024-01,Andalucía,Jaén,OTROS FUELÓLEOS,OtrosFueloleos,0,ds_14201_1.csv
2024-01,Andalucía,Jaén,OTROS GASOLEOS,OtrosGasoleos,0,ds_14201_1.csv
2024-01,Andalucía,Jaén,OTROS QUEROSENOS,OtrosQueroseno,0,ds_14201_1.csv
2024-01,Andalucía,Jaén,QUEROSENO AVIACIÓN,QuerosenoAviacion,10,ds_14201_1.csv
2024-01,Andalucía,Málaga,BIODIESEL,Biodiesel,0,ds_14201_1.csv
2024-01,Andalucía,Málaga,BIOETANOL,Bioetanol,0,ds_14201_1.csv
2024-01,Andalucía,Málaga,FUELÓLEO  BIA,Fueloleo_BIA,27,ds_14201_1.csv
2024-01,Andalucía,Málaga,GLP,GLP,6387,ds_14201_1.csv
2024-01,Andalucía,Málaga,GASÓLEO A,GasoleoA,43911,ds_14201_1.csv
2024-01,Andalucía,Málaga,GASÓLEO B,GasoleoB,4754,ds_14201_1.csv
2024-01,Andalucía,Málaga,GASÓLEO C,GasoleoC,538,ds_14201_1.csv
2024-01,Andalucía,Málaga,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,16496,ds_14201_1.csv
2024-01,Andalucía,Málaga,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,1038,ds_14201_1.csv
2024-01,Andalucía,Málaga,OTRAS GASOLINAS,OtrasGasolinas,14,ds_14201_1.csv
2024-01,Andalucía,Málaga,OTROS FUELÓLEOS,OtrosFueloleos,1097,ds_14201_1.csv
2024-01,Andalucía,Málaga,OTROS GASOLEOS,OtrosGasoleos,1022,ds_14201_1.csv
2024-01,Andalucía,Málaga,OTROS QUEROSENOS,OtrosQueroseno,0,ds_14201_1.csv
2024-01,Andalucía,Málaga,QUEROSENO AVIACIÓN,QuerosenoAviacion,32026,ds_14201_1.csv
2024-01,Andalucía,Sevilla,BIODIESEL,Biodiesel,26,ds_14201_1.csv
2024-01,Andalucía,Sevilla,BIOETANOL,Bioetanol,0,ds_14201_1.csv
2024-01,Andalucía,Sevilla,FUELÓLEO  BIA,Fueloleo_BIA,355,ds_14201_1.csv
2024-01,Andalucía,Sevilla,GLP,GLP,5843,ds_14201_1.csv
2024-01,Andalucía,Sevilla,GASÓLEO A,GasoleoA,53767,ds_14201_1.csv
2024-01,Andalucía,Sevilla,GASÓLEO B,GasoleoB,8176,ds_14201_1.csv
2024-01,Andalucía,Sevilla,GASÓLEO C,GasoleoC,836,ds_14201_1.csv
2024-01,Andalucía,Sevilla,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,14305,ds_14201_1.csv
2024-01,Andalucía,Sevilla,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,298,ds_14201_1.csv
2024-01,Andalucía,Sevilla,OTRAS GASOLINAS,OtrasGasolinas,4,ds_14201_1.csv
2024-01,Andalucía,Sevilla,OTROS FUELÓLEOS,OtrosFueloleos,561,ds_14201_1.csv
2024-01,Andalucía,Sevilla,OTROS GASOLEOS,OtrosGasoleos,1023,ds_14201_1.csv
2024-01,Andalucía,Sevilla,OTROS QUEROSENOS,OtrosQueroseno,0,ds_14201_1.csv
2024-01,Andalucía,Sevilla,QUEROSENO AVIACIÓN,QuerosenoAviacion,10967,ds_14201_1.csv
2024-01,Aragón,Huesca,BIODIESEL,Biodiesel,0,ds_14201_1.csv
2024-01,Aragón,Huesca,BIOETANOL,Bioetanol,0,ds_14201_1.csv
2024-01,Aragón,Huesca,FUELÓLEO  BIA,Fueloleo_BIA,0,ds_14201_1.csv
2024-01,Aragón,Huesca,GLP,GLP,3310,ds_14201_1.csv
2024-01,Aragón,Huesca,GASÓLEO A,GasoleoA,13158,ds_14201_1.csv
2024-01,Aragón,Huesca,GASÓLEO B,GasoleoB,7135,ds_14201_1.csv
2024-01,Aragón,Huesca,GASÓLEO C,GasoleoC,2459,ds_14201_1.csv
2024-01,Aragón,Huesca,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,2773,ds_14201_1.csv
2024-01,Aragón,Huesca,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,130,ds_14201_1.csv
2024-01,Aragón,Huesca,OTRAS GASOLINAS,OtrasGasolinas,4,ds_14201_1.csv
2024-01,Aragón,Huesca,OTROS FUELÓLEOS,OtrosFueloleos,0,ds_14201_1.csv
2024-01,Aragón,Huesca,OTROS GASOLEOS,OtrosGasoleos,0,ds_14201_1.csv
2024-01,Aragón,Huesca,OTROS QUEROSENOS,OtrosQueroseno,0,ds_14201_1.csv
2024-01,Aragón,Huesca,QUEROSENO AVIACIÓN,QuerosenoAviacion,0,ds_14201_1.csv
2024-01,Aragón,Teruel,BIODIESEL,Biodiesel,0,ds_14201_1.csv
2024-01,Aragón,Teruel,BIOETANOL,Bioetanol,0,ds_14201_1.csv
2024-01,Aragón,Teruel,FUELÓLEO  BIA,Fueloleo_BIA,96,ds_14201_1.csv
2024-01,Aragón,Teruel,GLP,GLP,876,ds_14201_1.csv
2024-01,Aragón,Teruel,GASÓLEO A,GasoleoA,7781,ds_14201_1.csv
2024-01,Aragón,Teruel,GASÓLEO B,GasoleoB,3981,ds_14201_1.csv
2024-01,Aragón,Teruel,GASÓLEO C,GasoleoC,2645,ds_14201_1.csv
2024-01,Aragón,Teruel,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,1303,ds_14201_1.csv
2024-01,Aragón,Teruel,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,47,ds_14201_1.csv
2024-01,Aragón,Teruel,OTRAS GASOLINAS,OtrasGasolinas,0,ds_14201_1.csv
2024-01,Aragón,Teruel,OTROS FUELÓLEOS,OtrosFueloleos,0,ds_14201_1.csv
2024-01,Aragón,Teruel,OTROS GASOLEOS,OtrosGasoleos,0,ds_14201_1.csv
2024-01,Aragón,Teruel,OTROS QUEROSENOS,OtrosQueroseno,0,ds_14201_1.csv
2024-01,Aragón,Teruel,QUEROSENO AVIACIÓN,QuerosenoAviacion,55,ds_14201_1.csv
2024-01,Aragón,Zaragoza,BIODIESEL,Biodiesel,78,ds_14201_1.csv
2024-01,Aragón,Zaragoza,BIOETANOL,Bioetanol,0,ds_14201_1.csv
2024-01,Aragón,Zaragoza,FUELÓLEO  BIA,Fueloleo_BIA,6,ds_14201_1.csv
2024-01,Aragón,Zaragoza,GLP,GLP,3003,ds_14201_1.csv
2024-01,Aragón,Zaragoza,GASÓLEO A,GasoleoA,40317,ds_14201_1.csv
2024-01,Aragón,Zaragoza,GASÓLEO B,GasoleoB,10770,ds_14201_1.csv
2024-01,Aragón,Zaragoza,GASÓLEO C,GasoleoC,10183,ds_14201_1.csv
2024-01,Aragón,Zaragoza,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,8168,ds_14201_1.csv
2024-01,Aragón,Zaragoza,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,256,ds_14201_1.csv
2024-01,Aragón,Zaragoza,OTRAS GASOLINAS,OtrasGasolinas,1,ds_14201_1.csv
2024-01,Aragón,Zaragoza,OTROS FUELÓLEOS,OtrosFueloleos,0,ds_14201_1.csv
2024-01,Aragón,Zaragoza,OTROS GASOLEOS,OtrosGasoleos,17,ds_14201_1.csv
2024-01,Aragón,Zaragoza,OTROS QUEROSENOS,OtrosQueroseno,0,ds_14201_1.csv
2024-01,Aragón,Zaragoza,QUEROSENO AVIACIÓN,QuerosenoAviacion,6495,ds_14201_1.csv
2024-01,"Asturias, Principado de",Asturias,BIODIESEL,Biodiesel,0,ds_14201_1.csv
2024-01,"Asturias, Principado de",Asturias,BIOETANOL,Bioetanol,0,ds_14201_1.csv
2024-01,"Asturias, Principado de",Asturias,FUELÓLEO  BIA,Fueloleo_BIA,607,ds_14201_1.csv
2024-01,"Asturias, Principado de",Asturias,GLP,GLP,3597,ds_14201_1.csv
2024-01,"Asturias, Principado de",Asturias,GASÓLEO A,GasoleoA,30981,ds_14201_1.csv
2024-01,"Asturias, Principado de",Asturias,GASÓLEO B,GasoleoB,7035,ds_14201_1.csv
2024-01,"Asturias, Principado de",Asturias,GASÓLEO C,GasoleoC,5137,ds_14201_1.csv
2024-01,"Asturias, Principado de",Asturias,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,7918,ds_14201_1.csv
2024-01,"Asturias, Principado de",Asturias,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,420,ds_14201_1.csv
2024-01,"Asturias, Principado de",Asturias,OTRAS GASOLINAS,OtrasGasolinas,1,ds_14201_1.csv
2024-01,"Asturias, Principado de",Asturias,OTROS FUELÓLEOS,OtrosFueloleos,321,ds_14201_1.csv
2024-01,"Asturias, Principado de",Asturias,OTROS GASOLEOS,OtrosGasoleos,3314,ds_14201_1.csv
2024-01,"Asturias, Principado de",Asturias,OTROS QUEROSENOS,OtrosQueroseno,0,ds_14201_1.csv
2024-01,"Asturias, Principado de",Asturias,QUEROSENO AVIACIÓN,QuerosenoAviacion,997,ds_14201_1.csv
2024-01,"Balears, Illes","Balears, Illes",BIODIESEL,Biodiesel,0,ds_14201_1.csv
2024-01,"Balears, Illes","Balears, Illes",BIOETANOL,Bioetanol,0,ds_14201_1.csv
2024-01,"Balears, Illes","Balears, Illes",FUELÓLEO  BIA,Fueloleo_BIA,0,ds_14201_1.csv
2024-01,"Balears, Illes","Balears, Illes",GLP,GLP,4589,ds_14201_1.csv
2024-01,"Balears, Illes","Balears, Illes",GASÓLEO A,GasoleoA,22011,ds_14201_1.csv
2024-01,"Balears, Illes","Balears, Illes",GASÓLEO B,GasoleoB,3505,ds_14201_1.csv
2024-01,"Balears, Illes","Balears, Illes",GASÓLEO C,GasoleoC,11230,ds_14201_1.csv
2024-01,"Balears, Illes","Balears, Illes",GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,14579,ds_14201_1.csv
2024-01,"Balears, Illes","Balears, Illes",GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,589,ds_14201_1.csv
2024-01,"Balears, Illes","Balears, Illes",OTRAS GASOLINAS,OtrasGasolinas,15,ds_14201_1.csv
2024-01,"Balears, Illes","Balears, Illes",OTROS FUELÓLEOS,OtrosFueloleos,0,ds_14201_1.csv
2024-01,"Balears, Illes","Balears, Illes",OTROS GASOLEOS,OtrosGasoleos,2010,ds_14201_1.csv
2024-01,"Balears, Illes","Balears, Illes",OTROS QUEROSENOS,OtrosQueroseno,0,ds_14201_1.csv
2024-01,"Balears, Illes","Balears, Illes",QUEROSENO AVIACIÓN,QuerosenoAviacion,13869,ds_14201_1.csv
2024-01,Canarias,"Palmas, Las",BIODIESEL,Biodiesel,0,ds_14201_1.csv
2024-01,Canarias,"Palmas, Las",BIOETANOL,Bioetanol,0,ds_14201_1.csv
2024-01,Canarias,"Palmas, Las",FUELÓLEO  BIA,Fueloleo_BIA,62862,ds_14201_1.csv
2024-01,Canarias,"Palmas, Las",GLP,GLP,3503,ds_14201_1.csv
2024-01,Canarias,"Palmas, Las",GASÓLEO A,GasoleoA,28178,ds_14201_1.csv
2024-01,Canarias,"Palmas, Las",GASÓLEO B,GasoleoB,0,ds_14201_1.csv
2024-01,Canarias,"Palmas, Las",GASÓLEO C,GasoleoC,0,ds_14201_1.csv
2024-01,Canarias,"Palmas, Las",GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,19341,ds_14201_1.csv
2024-01,Canarias,"Palmas, Las",GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,3345,ds_14201_1.csv
2024-01,Canarias,"Palmas, Las",OTRAS GASOLINAS,OtrasGasolinas,4,ds_14201_1.csv
2024-01,Canarias,"Palmas, Las",OTROS FUELÓLEOS,OtrosFueloleos,83329,ds_14201_1.csv
2024-01,Canarias,"Palmas, Las",OTROS GASOLEOS,OtrosGasoleos,140264,ds_14201_1.csv
2024-01,Canarias,"Palmas, Las",OTROS QUEROSENOS,OtrosQueroseno,0,ds_14201_1.csv
2024-01,Canarias,"Palmas, Las",QUEROSENO AVIACIÓN,QuerosenoAviacion,55850,ds_14201_1.csv
2024-01,Canarias,Santa Cruz de Tenerife,BIODIESEL,Biodiesel,0,ds_14201_1.csv
2024-01,Canarias,Santa Cruz de Tenerife,BIOETANOL,Bioetanol,0,ds_14201_1.csv
2024-01,Canarias,Santa Cruz de Tenerife,FUELÓLEO  BIA,Fueloleo_BIA,21170,ds_14201_1.csv
2024-01,Canarias,Santa Cruz de Tenerife,GLP,GLP,4057,ds_14201_1.csv
2024-01,Canarias,Santa Cruz de Tenerife,GASÓLEO A,GasoleoA,28240,ds_14201_1.csv
2024-01,Canarias,Santa Cruz de Tenerife,GASÓLEO B,GasoleoB,0,ds_14201_1.csv
2024-01,Canarias,Santa Cruz de Tenerife,GASÓLEO C,GasoleoC,0,ds_14201_1.csv
2024-01,Canarias,Santa Cruz de Tenerife,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,18371,ds_14201_1.csv
2024-01,Canarias,Santa Cruz de Tenerife,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,5151,ds_14201_1.csv
2024-01,Canarias,Santa Cruz de Tenerife,OTRAS GASOLINAS,OtrasGasolinas,1,ds_14201_1.csv
2024-01,Canarias,Santa Cruz de Tenerife,OTROS FUELÓLEOS,OtrosFueloleos,27011,ds_14201_1.csv
2024-01,Canarias,Santa Cruz de Tenerife,OTROS GASOLEOS,OtrosGasoleos,58473,ds_14201_1.csv
2024-01,Canarias,Santa Cruz de Tenerife,OTROS QUEROSENOS,OtrosQueroseno,0,ds_14201_1.csv
2024-01,Canarias,Santa Cruz de Tenerife,QUEROSENO AVIACIÓN,QuerosenoAviacion,52904,ds_14201_1.csv
2024-01,Cantabria,Cantabria,BIODIESEL,Biodiesel,0,ds_14201_1.csv
2024-01,Cantabria,Cantabria,BIOETANOL,Bioetanol,0,ds_14201_1.csv
2024-01,Cantabria,Cantabria,FUELÓLEO  BIA,Fueloleo_BIA,610,ds_14201_1.csv
2024-01,Cantabria,Cantabria,GLP,GLP,2729,ds_14201_1.csv
2024-01,Cantabria,Cantabria,GASÓLEO A,GasoleoA,22571,ds_14201_1.csv
2024-01,Cantabria,Cantabria,GASÓLEO B,GasoleoB,5556,ds_14201_1.csv
2024-01,Cantabria,Cantabria,GASÓLEO C,GasoleoC,385,ds_14201_1.csv
2024-01,Cantabria,Cantabria,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,5694,ds_14201_1.csv
2024-01,Cantabria,Cantabria,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,230,ds_14201_1.csv
2024-01,Cantabria,Cantabria,OTRAS GASOLINAS,OtrasGasolinas,0,ds_14201_1.csv
2024-01,Cantabria,Cantabria,OTROS FUELÓLEOS,OtrosFueloleos,25,ds_14201_1.csv
2024-01,Cantabria,Cantabria,OTROS GASOLEOS,OtrosGasoleos,930,ds_14201_1.csv
2024-01,Cantabria,Cantabria,OTROS QUEROSENOS,OtrosQueroseno,0,ds_14201_1.csv
2024-01,Cantabria,Cantabria,QUEROSENO AVIACIÓN,QuerosenoAviacion,573,ds_14201_1.csv
2024-01,Castilla - La Mancha,Albacete,BIODIESEL,Biodiesel,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Albacete,BIOETANOL,Bioetanol,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Albacete,FUELÓLEO  BIA,Fueloleo_BIA,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Albacete,GLP,GLP,1485,ds_14201_1.csv
2024-01,Castilla - La Mancha,Albacete,GASÓLEO A,GasoleoA,14741,ds_14201_1.csv
2024-01,Castilla - La Mancha,Albacete,GASÓLEO B,GasoleoB,5761,ds_14201_1.csv
2024-01,Castilla - La Mancha,Albacete,GASÓLEO C,GasoleoC,4039,ds_14201_1.csv
2024-01,Castilla - La Mancha,Albacete,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,2841,ds_14201_1.csv
2024-01,Castilla - La Mancha,Albacete,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,116,ds_14201_1.csv
2024-01,Castilla - La Mancha,Albacete,OTRAS GASOLINAS,OtrasGasolinas,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Albacete,OTROS FUELÓLEOS,OtrosFueloleos,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Albacete,OTROS GASOLEOS,OtrosGasoleos,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Albacete,OTROS QUEROSENOS,OtrosQueroseno,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Albacete,QUEROSENO AVIACIÓN,QuerosenoAviacion,29,ds_14201_1.csv
2024-01,Castilla - La Mancha,Ciudad Real,BIODIESEL,Biodiesel,2,ds_14201_1.csv
2024-01,Castilla - La Mancha,Ciudad Real,BIOETANOL,Bioetanol,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Ciudad Real,FUELÓLEO  BIA,Fueloleo_BIA,31,ds_14201_1.csv
2024-01,Castilla - La Mancha,Ciudad Real,GLP,GLP,1644,ds_14201_1.csv
2024-01,Castilla - La Mancha,Ciudad Real,GASÓLEO A,GasoleoA,20618,ds_14201_1.csv
2024-01,Castilla - La Mancha,Ciudad Real,GASÓLEO B,GasoleoB,11368,ds_14201_1.csv
2024-01,Castilla - La Mancha,Ciudad Real,GASÓLEO C,GasoleoC,3963,ds_14201_1.csv
2024-01,Castilla - La Mancha,Ciudad Real,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,3836,ds_14201_1.csv
2024-01,Castilla - La Mancha,Ciudad Real,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,109,ds_14201_1.csv
2024-01,Castilla - La Mancha,Ciudad Real,OTRAS GASOLINAS,OtrasGasolinas,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Ciudad Real,OTROS FUELÓLEOS,OtrosFueloleos,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Ciudad Real,OTROS GASOLEOS,OtrosGasoleos,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Ciudad Real,OTROS QUEROSENOS,OtrosQueroseno,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Ciudad Real,QUEROSENO AVIACIÓN,QuerosenoAviacion,10,ds_14201_1.csv
2024-01,Castilla - La Mancha,Cuenca,BIODIESEL,Biodiesel,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Cuenca,BIOETANOL,Bioetanol,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Cuenca,FUELÓLEO  BIA,Fueloleo_BIA,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Cuenca,GLP,GLP,1123,ds_14201_1.csv
2024-01,Castilla - La Mancha,Cuenca,GASÓLEO A,GasoleoA,12635,ds_14201_1.csv
2024-01,Castilla - La Mancha,Cuenca,GASÓLEO B,GasoleoB,9104,ds_14201_1.csv
2024-01,Castilla - La Mancha,Cuenca,GASÓLEO C,GasoleoC,1973,ds_14201_1.csv
2024-01,Castilla - La Mancha,Cuenca,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,1966,ds_14201_1.csv
2024-01,Castilla - La Mancha,Cuenca,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,68,ds_14201_1.csv
2024-01,Castilla - La Mancha,Cuenca,OTRAS GASOLINAS,OtrasGasolinas,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Cuenca,OTROS FUELÓLEOS,OtrosFueloleos,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Cuenca,OTROS GASOLEOS,OtrosGasoleos,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Cuenca,OTROS QUEROSENOS,OtrosQueroseno,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Cuenca,QUEROSENO AVIACIÓN,QuerosenoAviacion,11,ds_14201_1.csv
2024-01,Castilla - La Mancha,Guadalajara,BIODIESEL,Biodiesel,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Guadalajara,BIOETANOL,Bioetanol,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Guadalajara,FUELÓLEO  BIA,Fueloleo_BIA,25,ds_14201_1.csv
2024-01,Castilla - La Mancha,Guadalajara,GLP,GLP,865,ds_14201_1.csv
2024-01,Castilla - La Mancha,Guadalajara,GASÓLEO A,GasoleoA,11364,ds_14201_1.csv
2024-01,Castilla - La Mancha,Guadalajara,GASÓLEO B,GasoleoB,4209,ds_14201_1.csv
2024-01,Castilla - La Mancha,Guadalajara,GASÓLEO C,GasoleoC,4984,ds_14201_1.csv
2024-01,Castilla - La Mancha,Guadalajara,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,3097,ds_14201_1.csv
2024-01,Castilla - La Mancha,Guadalajara,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,87,ds_14201_1.csv
2024-01,Castilla - La Mancha,Guadalajara,OTRAS GASOLINAS,OtrasGasolinas,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Guadalajara,OTROS FUELÓLEOS,OtrosFueloleos,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Guadalajara,OTROS GASOLEOS,OtrosGasoleos,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Guadalajara,OTROS QUEROSENOS,OtrosQueroseno,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Guadalajara,QUEROSENO AVIACIÓN,QuerosenoAviacion,10,ds_14201_1.csv
2024-01,Castilla - La Mancha,Toledo,BIODIESEL,Biodiesel,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Toledo,BIOETANOL,Bioetanol,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Toledo,FUELÓLEO  BIA,Fueloleo_BIA,68,ds_14201_1.csv
2024-01,Castilla - La Mancha,Toledo,GLP,GLP,3187,ds_14201_1.csv
2024-01,Castilla - La Mancha,Toledo,GASÓLEO A,GasoleoA,31021,ds_14201_1.csv
2024-01,Castilla - La Mancha,Toledo,GASÓLEO B,GasoleoB,14355,ds_14201_1.csv
2024-01,Castilla - La Mancha,Toledo,GASÓLEO C,GasoleoC,9076,ds_14201_1.csv
2024-01,Castilla - La Mancha,Toledo,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,6728,ds_14201_1.csv
2024-01,Castilla - La Mancha,Toledo,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,234,ds_14201_1.csv
2024-01,Castilla - La Mancha,Toledo,OTRAS GASOLINAS,OtrasGasolinas,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Toledo,OTROS FUELÓLEOS,OtrosFueloleos,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Toledo,OTROS GASOLEOS,OtrosGasoleos,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Toledo,OTROS QUEROSENOS,OtrosQueroseno,0,ds_14201_1.csv
2024-01,Castilla - La Mancha,Toledo,QUEROSENO AVIACIÓN,QuerosenoAviacion,13,ds_14201_1.csv
2024-01,Castilla y León,Burgos,BIODIESEL,Biodiesel,0,ds_14201_1.csv
2024-01,Castilla y León,Burgos,BIOETANOL,Bioetanol,0,ds_14201_1.csv
2024-01,Castilla y León,Burgos,FUELÓLEO  BIA,Fueloleo_BIA,159,ds_14201_1.csv
2024-01,Castilla y León,Burgos,GLP,GLP,1219,ds_14201_1.csv
2024-01,Castilla y León,Burgos,GASÓLEO A,GasoleoA,19347,ds_14201_1.csv
2024-01,Castilla y León,Burgos,GASÓLEO B,GasoleoB,5227,ds_14201_1.csv
2024-01,Castilla y León,Burgos,GASÓLEO C,GasoleoC,1559,ds_14201_1.csv
2024-01,Castilla y León,Burgos,GASOLINA  AUTO. S/PB 95 I.O.,Gasolina95,3767,ds_14201_1.csv
2024-01,Castilla y León,Burgos,GASOLINA  AUTO. S/PB 98 I.O.,Gasolina98,164,ds_14201_1.csv
2024-01,Castilla y León,Burgos,OTRAS GASOLINAS,OtrasGasolinas,12,ds_14201_1.csv
2024-01,Castilla y León,Burgos,OTROS FUELÓLEOS,OtrosFueloleos,0,ds_14201_1.csv
2024-01,Castilla y León,Burgos,OTROS GASOLEOS,OtrosGasoleos,0,ds_14201_1.csv
