Fecha,CCAA,CNMC_Biodiesel_Tm,GasoleoA_Tm,DieselPool_Tm,Biodiesel_GasoleoA_Ratio,Biodiesel_DieselPool_Share
2024-05,ESPAÑA,3382.0,1930921.0,2534883.0,0.0017514957887971596,0.0013341838656853195
2024-05,Extremadura,55.0,64383.0,79177.0,0.0008542627712284299,0.0006946461724995895
2024-05,Galicia,142.0,111577.0,158877.0,0.0012726637210177724,0.000893773170440026
2024-05,"Madrid, Comunidad de",331.0,154057.0,168902.0,0.0021485554048176975,0.001959716285183124
2024-05,Melilla,0.0,1068.0,1068.0,0.0,0.0
2024-05,"Murcia, Región de",509.0,93904.0,107850.0,0.0054204293746805245,0.004719517848864163
2024-05,"Navarra, Comunidad Foral de",131.0,56653.0,63303.0,0.0023123223836337,0.0020694121921551903
2024-05,País Vasco,703.0,159643.0,178087.0,0.004403575477784807,0.003947508801877734
2024-05,"Rioja, La",0.0,12593.0,16335.0,0.0,0.0
2024-06,Andalucía,414.0,284813.0,381140.0,0.0014535853349390653,0.0010862150390932466
2024-06,Aragón,512.0,65674.0,90100.0,0.007796083686085818,0.005682574916759157
2024-06,"Asturias, Principado de",29.0,29828.0,40179.0,0.0009722408475258147,0.0007217700788969362
2024-06,"Balears, Illes",3.0,33641.0,55295.0,8.917689723848875e-05,5.4254453386382134e-05
2024-06,Canarias,0.0,56460.0,179943.0,0.0,0.0
2024-06,Cantabria,299.0,22211.0,27413.0,0.013461798208095089,0.01090723379418524
2024-06,Castilla - La Mancha,294.0,104976.0,141441.0,0.0028006401463191587,0.0020786052134812395
2024-06,Castilla y León,214.0,126024.0,168516.0,0.0016980892528407287,0.0012699090887512165
2024-06,Cataluña,515.0,289338.0,342163.0,0.0017799252085795852,0.00150513059565178
2024-06,Ceuta,0.0,1001.0,7145.0,0.0,0.0
2024-06,Comunitat Valenciana,246.0,173084.0,208109.0,0.0014212752189688245,0.0011820728560513962
2024-06,ESPAÑA,5044.0,1766214.0,2332642.0,0.0028558260777006637,0.0021623549605983257
2024-06,Extremadura,45.0,56025.0,68492.0,0.0008032128514056225,0.0006570110377854348
2024-06,Galicia,97.0,98091.0,143857.0,0.0009888776748121642,0.0006742807093155008
2024-06,"Madrid, Comunidad de",389.0,147122.0,159998.0,0.002644064110058319,0.0024312803910048874
2024-06,Melilla,0.0,1062.0,1062.0,0.0,0.0
2024-06,"Murcia, Región de",758.0,76808.0,90223.0,0.009868763670450994,0.008401405406603637
2024-06,"Navarra, Comunidad Foral de",299.0,44518.0,51980.0,0.006716384383844737,0.005752212389380531
2024-06,País Vasco,906.0,143538.0,159871.0,0.006311917401663671,0.0056670690744412685
2024-06,"Rioja, La",24.0,12000.0,15715.0,0.002,0.0015272033089405027
2024-07,Andalucía,616.0,305496.0,407601.0,0.0020163930133291433,0.0015112818663349696
2024-07,Aragón,546.0,72830.0,97293.0,0.007496910613758067,0.005611914526224908
2024-07,"Asturias, Principado de",45.0,35516.0,46720.0,0.0012670345759657618,0.0009631849315068493
2024-07,"Balears, Illes",0.0,38866.0,64720.0,0.0,0.0
2024-07,Canarias,56.0,55533.0,174713.0,0.0010084094142221742,0.00032052566208582074
2024-07,Cantabria,420.0,27310.0,33026.0,0.015378982057854266,0.01271725307333616
2024-07,Castilla - La Mancha,279.0,104132.0,141601.0,0.0026792916682671993,0.001970325068325789
2024-07,Castilla y León,272.0,153983.0,210437.0,0.0017664287616165422,0.0012925483636432756
2024-07,Cataluña,903.0,298590.0,356383.0,0.0030242138048829498,0.0025337908935050214
2024-07,Ceuta,0.0,1144.0,8227.0,0.0,0.0
2024-07,Comunitat Valenciana,336.0,186191.0,224234.0,0.001804598503687074,0.0014984346709241239
2024-07,ESPAÑA,6683.0,1880115.0,2477812.0,0.0035545698002515803,0.002697137635946553
2024-07,Extremadura,70.0,57587.0,70890.0,0.0012155521211384514,0.0009874453378473692
2024-07,Galicia,81.0,114101.0,152904.0,0.0007098973716268919,0.0005297441531941611
2024-07,"Madrid, Comunidad de",503.0,148017.0,161128.0,0.003398258308167305,0.0031217417208678814
2024-07,Melilla,0.0,1395.0,1395.0,0.0,0.0
2024-07,"Murcia, Región de",968.0,82202.0,97307.0,0.011775869200262768,0.009947896862507322
2024-07,"Navarra, Comunidad Foral de",400.0,47745.0,55362.0,0.008377840611582364,0.007225172500993461
2024-07,País Vasco,1118.0,136690.0,157339.0,0.008179091374643354,0.007105676278608609
2024-07,"Rioja, La",70.0,12787.0,16532.0,0.00547430984593728,0.004234212436486813
2024-08,Andalucía,582.0,307270.0,401856.0,0.0018940996517720571,0.0014482799808886765
2024-08,Aragón,433.0,67617.0,87212.0,0.006403715042075217,0.004964913085355226
2024-08,"Asturias, Principado de",57.0,36746.0,46629.0,0.0015511892450879006,0.0012224152351540886
2024-08,"Balears, Illes",0.0,37971.0,63420.0,0.0,0.0
2024-08,Canarias,0.0,54123.0,182652.0,0.0,0.0
2024-08,Cantabria,533.0,29394.0,35084.0,0.018132952303191126,0.015192110363698552
2024-08,Castilla - La Mancha,209.0,104715.0,138867.0,0.0019958936160053477,0.0015050371938617527
2024-08,Castilla y León,284.0,160174.0,205660.0,0.0017730717844344275,0.0013809199649907615
2024-08,Cataluña,1036.0,289272.0,343715.0,0.0035814043529964878,0.0030141250745530455
2024-08,Ceuta,0.0,1185.0,9075.0,0.0,0.0
2024-08,Comunitat Valenciana,403.0,176663.0,212610.0,0.002281179420704958,0.001895489393725601
2024-08,ESPAÑA,6946.0,1847407.0,2412021.0,0.0037598645019749303,0.00287974275514185
2024-08,Extremadura,53.0,60487.0,72935.0,0.0008762213368161754,0.0007266744361417701
2024-08,Galicia,84.0,121369.0,161510.0,0.0006921042440820968,0.0005200916351928674
2024-08,"Madrid, Comunidad de",598.0,134104.0,146188.0,0.004459225675595061,0.0040906230333543105
2024-08,Melilla,0.0,1255.0,1255.0,0.0,0.0
2024-08,"Murcia, Región de",1055.0,79765.0,92673.0,0.013226352410204978,0.011384114035371684
2024-08,"Navarra, Comunidad Foral de",362.0,44164.0,50738.0,0.00819672131147541,0.0071346919468642835
2024-08,País Vasco,1180.0,129848.0,145382.0,0.009087548518267513,0.008116548128379029
2024-08,"Rioja, La",77.0,11285.0,14560.0,0.006823216659282233,0.005288461538461539
2024-09,Andalucía,440.0,283332.0,380686.0,0.0015529484844634563,0.001155808198883069
2024-09,Aragón,801.0,66566.0,92074.0,0.012033170086831114,0.008699524295675217
2024-09,"Asturias, Principado de",32.0,32606.0,43416.0,0.0009814144635956572,0.0007370554634236226
2024-09,"Balears, Illes",0.0,30877.0,52186.0,0.0,0.0
2024-09,Canarias,0.0,51883.0,179915.0,0.0,0.0
2024-09,Cantabria,422.0,24737.0,30187.0,0.01705946557787929,0.013979527611223374
2024-09,Castilla - La Mancha,335.0,105236.0,150083.0,0.003183321296894599,0.002232098238974434
2024-09,Castilla y León,239.0,143855.0,201948.0,0.0016613951548434187,0.0011834729732406362
2024-09,Cataluña,775.0,273210.0,341642.0,0.002836645803594305,0.002268456454417197
2024-09,Ceuta,0.0,1114.0,20207.0,0.0,0.0
2024-09,Comunitat Valenciana,442.0,166212.0,200482.0,0.00265925444612904,0.0022046867050408516
2024-09,ESPAÑA,7044.0,1772806.0,2416237.0,0.003973362003513075,0.0029152769368236643
2024-09,Extremadura,41.0,57890.0,70357.0,0.0007082397650716877,0.0005827422999843655
2024-09,Galicia,110.0,108072.0,162010.0,0.0010178399585461543,0.0006789704339238319
2024-09,"Madrid, Comunidad de",980.0,145069.0,164061.0,0.006755406048156395,0.005973387947165993
2024-09,Melilla,0.0,1146.0,1376.0,0.0,0.0
2024-09,"Murcia, Región de",964.0,76186.0,91023.0,0.01265324337804846,0.010590729815541128
2024-09,"Navarra, Comunidad Foral de",402.0,48444.0,56916.0,0.008298241268268516,0.00706304026987139
2024-09,País Vasco,963.0,144126.0,161004.0,0.006681653553141002,0.005981217857941417
2024-09,"Rioja, La",98.0,12245.0,16664.0,0.008003266639444671,0.005880940950552089
2024-10,Andalucía,510.0,288499.0,407178.0,0.0017677704255474023,0.0012525234663955322
2024-10,Aragón,724.0,72798.0,104416.0,0.009945328168356273,0.006933803248544285
2024-10,"Asturias, Principado de",35.0,36100.0,49757.0,0.0009695290858725762,0.0007034186144663062
2024-10,"Balears, Illes",0.0,30846.0,49017.0,0.0,0.0
2024-10,Canarias,0.0,58655.0,199786.0,0.0,0.0
2024-10,Cantabria,421.0,24484.0,30853.0,0.017194902793661166,0.013645350533173435
2024-10,Castilla - La Mancha,503.0,110234.0,171036.0,0.004563020483698314,0.002940901330714002
2024-10,Castilla y León,214.0,138956.0,213458.0,0.0015400558450156885,0.0010025391411893675
2024-10,Cataluña,1449.0,303182.0,382606.0,0.004779307478676175,0.003787185773354312
2024-10,Ceuta,0.0,1132.0,6881.0,0.0,0.0
2024-10,Comunitat Valenciana,344.0,160065.0,197578.0,0.0021491269171898916,0.001741084533703145
2024-10,ESPAÑA,8124.0,1842277.0,2585218.0,0.004409760312917113,0.003142481601164776
2024-10,Extremadura,63.0,56717.0,71801.0,0.0011107780735934553,0.0008774251054999234
2024-10,Galicia,69.0,114645.0,176226.0,0.0006018579091979589,0.00039154267815191856
2024-10,"Madrid, Comunidad de",1335.0,152310.0,179276.0,0.0087650187118377,0.007446618621566746
2024-10,Melilla,0.0,1122.0,1167.0,0.0,0.0
2024-10,"Murcia, Región de",971.0,76873.0,92668.0,0.012631222926124907,0.010478266499762594
2024-10,"Navarra, Comunidad Foral de",401.0,56484.0,66559.0,0.007099355569718859,0.0060247299388512445
2024-10,País Vasco,1006.0,145639.0,165750.0,0.006907490438687439,0.006069381598793363
2024-10,"Rioja, La",79.0,13536.0,19205.0,0.00583628841607565,0.004113512106222338
2024-11,Andalucía,608.0,280760.0,385605.0,0.00216555064824049,0.0015767430401576743
2024-11,Aragón,1015.0,69728.0,101127.0,0.01455656264341441,0.010036884313783658
2024-11,"Asturias, Principado de",48.0,32415.0,44204.0,0.0014807959278111986,0.0010858745814858383
2024-11,"Balears, Illes",0.0,23621.0,37313.0,0.0,0.0
2024-11,Canarias,56.0,54911.0,223965.0,0.0010198320919305786,0.00025003906860446946
2024-11,Cantabria,522.0,25091.0,30631.0,0.02080427244828823,0.017041559204727236
2024-11,Castilla - La Mancha,690.0,108626.0,160798.0,0.006352070406716624,0.004291098147986915
2024-11,Castilla y León,432.0,133442.0,201620.0,0.003237361550336476,0.0021426445789108225
2024-11,Cataluña,1843.0,278124.0,348364.0,0.006626540679696826,0.005290443329391097
2024-11,Ceuta,0.0,833.0,7702.0,0.0,0.0
2024-11,Comunitat Valenciana,435.0,157594.0,191296.0,0.0027602573702044495,0.002273962863834058
2024-11,ESPAÑA,10408.0,1771612.0,2471080.0,0.0058748755370814825,0.0042119235314113665
2024-11,Extremadura,95.0,56005.0,70340.0,0.0016962771181144541,0.001350582883139039
2024-11,Galicia,156.0,107307.0,148680.0,0.0014537728200396992,0.0010492332526230832
2024-11,"Madrid, Comunidad de",1635.0,144854.0,171776.0,0.011287227139050355,0.009518209761549925
2024-11,Melilla,0.0,972.0,972.0,0.0,0.0
2024-11,"Murcia, Región de",1149.0,74503.0,88786.0,0.015422197763848436,0.01294122947311513
2024-11,"Navarra, Comunidad Foral de",528.0,62112.0,71654.0,0.008500772797527048,0.00736874424316856
2024-11,País Vasco,1068.0,147907.0,167787.0,0.007220753581642519,0.006365213037958841
2024-11,"Rioja, La",128.0,12807.0,18460.0,0.009994534239087999,0.006933911159263272
2024-12,Andalucía,684.0,290874.0,398625.0,0.002351533653746983,0.001715898400752587
2024-12,Aragón,1303.0,68836.0,111252.0,0.018929048753559184,0.011712148995074246
2024-12,"Asturias, Principado de",161.0,31725.0,46110.0,0.005074862096138692,0.003491650401214487
2024-12,"Balears, Illes",0.0,22304.0,39989.0,0.0,0.0
2024-12,Canarias,111.0,54533.0,206093.0,0.0020354647644545503,0.0005385918007889642
2024-12,Cantabria,718.0,23191.0,29998.0,0.030960286317968176,0.02393492899526635
2024-12,Castilla - La Mancha,1161.0,111900.0,179205.0,0.010375335120643432,0.006478613877960994
2024-12,Castilla y León,533.0,132054.0,215712.0,0.004036227603859028,0.002470887108737576
2024-12,Cataluña,2176.0,286945.0,368875.0,0.007583334785411839,0.005899017282277194
2024-12,Ceuta,0.0,1113.0,10256.0,0.0,0.0
2024-12,Comunitat Valenciana,549.0,165596.0,203730.0,0.0033152974709534048,0.002694743042261817
2024-12,ESPAÑA,13441.0,1775775.0,2570894.0,0.0075690895524489306,0.005228142428275922
2024-12,Extremadura,109.0,54544.0,69498.0,0.001998386623643297,0.0015683904572793461
2024-12,Galicia,160.0,110764.0,169097.0,0.0014445126575421618,0.0009462024755022265
2024-12,"Madrid, Comunidad de",2067.0,144663.0,187607.0,0.014288380581074636,0.011017712558699835
2024-12,Melilla,0.0,1170.0,1170.0,0.0,0.0
2024-12,"Murcia, Región de",1455.0,76402.0,92955.0,0.019044004083662733,0.015652735194448927
2024-12,"Navarra, Comunidad Foral de",871.0,57112.0,68473.0,0.015250735397114442,0.01272034232471193
2024-12,País Vasco,1220.0,129687.0,152417.0,0.009407265184636856,0.008004356469422703
2024-12,"Rioja, La",163.0,12362.0,19832.0,0.01318556867820741,0.008219039935457846
2025-01,Andalucía,590.0,277526.0,382355.0,0.002125926940178578,0.0015430686142459233
2025-01,Aragón,1231.0,70715.0,112846.0,0.017407904970656862,0.010908671995462842
2025-01,"Asturias, Principado de",193.0,31310.0,47426.0,0.006164164803577132,0.004069497743853582
2025-01,"Balears, Illes",0.0,20516.0,36103.0,0.0,0.0
2025-01,Canarias,142.0,53947.0,198941.0,0.0026322130980406693,0.0007137794622526277
2025-01,Cantabria,518.0,21430.0,28155.0,0.024171721885207654,0.018398153081157876
2025-01,Castilla - La Mancha,874.0,99060.0,168272.0,0.008822935594589137,0.005193971664923457
2025-01,Castilla y León,372.0,129700.0,206487.0,0.0028681572860447184,0.001801566200293481
2025-01,Cataluña,1894.0,275636.0,358190.0,0.006871381096808835,0.0052876964739384125
2025-01,Ceuta,0.0,962.0,9279.0,0.0,0.0
2025-01,Comunitat Valenciana,462.0,156582.0,195623.0,0.002950530712342415,0.0023616854868803772
2025-01,ESPAÑA,11376.0,1717928.0,2501136.0,0.0066219306047750545,0.004548333237376936
2025-01,Extremadura,107.0,52711.0,66174.0,0.002029936825330576,0.0016169492549944087
2025-01,Galicia,129.0,103697.0,159236.0,0.0012440089877238493,0.0008101183149539049
2025-01,"Madrid, Comunidad de",1663.0,135841.0,182285.0,0.012242253811441317,0.009123076501083469
2025-01,Melilla,0.0,1024.0,1024.0,0.0,0.0
2025-01,"Murcia, Región de",1123.0,76544.0,93503.0,0.01467130016722408,0.012010309829631135
2025-01,"Navarra, Comunidad Foral de",919.0,59108.0,71085.0,0.015547810787033904,0.012928184567770978
2025-01,País Vasco,1042.0,139964.0,165359.0,0.007444771512674688,0.006301441106924933
2025-01,"Rioja, La",117.0,11655.0,18793.0,0.010038610038610039,0.006225722343425744
2025-02,Andalucía,498.0,270673.0,368589.0,0.00183985842695799,0.0013510983778680318
2025-02,Aragón,1446.0,73228.0,108642.0,0.019746545037417382,0.013309769702325067
2025-02,"Asturias, Principado de",199.0,30258.0,43882.0,0.006576773084804019,0.004534889020555125
2025-02,"Balears, Illes",0.0,22921.0,38236.0,0.0,0.0
2025-02,Canarias,0.0,51268.0,163247.0,0.0,0.0
2025-02,Cantabria,389.0,22217.0,28591.0,0.017509114641940857,0.013605680109125249
2025-02,Castilla - La Mancha,628.0,99005.0,156000.0,0.006343113984142215,0.004025641025641026
2025-02,Castilla y León,378.0,129244.0,196056.0,0.002924700566370586,0.0019280205655526992
2025-02,Cataluña,1882.0,274454.0,344426.0,0.006857251124049932,0.005464163564887668
2025-02,Ceuta,0.0,840.0,12185.0,0.0,0.0
2025-02,Comunitat Valenciana,506.0,157842.0,198727.0,0.003205737382952573,0.0025462066050410863
2025-02,ESPAÑA,10716.0,1706204.0,2388522.0,0.006280608883814596,0.004486456478106545
2025-02,Extremadura,92.0,52362.0,64719.0,0.001756999350674153,0.001421529998918401
2025-02,Galicia,119.0,102405.0,152111.0,0.0011620526341487231,0.0007823234348600693
2025-02,"Madrid, Comunidad de",1640.0,131958.0,170884.0,0.012428196850513043,0.00959715362468107
2025-02,Melilla,0.0,893.0,893.0,0.0,0.0
2025-02,"Murcia, Región de",917.0,74291.0,89438.0,0.012343352492226515,0.010252912632214495
2025-02,"Navarra, Comunidad Foral de",1075.0,58027.0,68793.0,0.018525858652006823,0.01562658991467155
2025-02,País Vasco,863.0,141846.0,164552.0,0.00608406299789913,0.005244542758520103
2025-02,"Rioja, La",84.0,12472.0,18551.0,0.006735086593970494,0.00452805778664223
2025-03,Andalucía,804.0,289011.0,389437.0,0.002781901034908706,0.002064518779674248
2025-03,Aragón,1596.0,71753.0,104448.0,0.02224297241927167,0.01528033088235294
2025-03,"Asturias, Principado de",23.0,32733.0,48226.0,0.0007026548131854703,0.0004769211628582093
2025-03,"Balears, Illes",0.0,24796.0,46357.0,0.0,0.0
2025-03,Canarias,66.0,53784.0,178827.0,0.0012271307452030344,0.0003690717844620779
2025-03,Cantabria,382.0,24400.0,31467.0,0.015655737704918033,0.012139701909937396
2025-03,Castilla - La Mancha,731.0,103859.0,159928.0,0.007038388584523248,0.00457080686308839
2025-03,Castilla y León,357.0,137076.0,207586.0,0.0026043946423881643,0.0017197691559161022
2025-03,Cataluña,2130.0,294047.0,371402.0,0.00724373994633511,0.005735025659527951
2025-03,Ceuta,0.0,834.0,8998.0,0.0,0.0
2025-03,Comunitat Valenciana,538.0,163045.0,203667.0,0.003299702536109663,0.002641566871412649
2025-03,ESPAÑA,12389.0,1813023.0,2536887.0,0.0068333385732006705,0.004883544280844988
2025-03,Extremadura,91.0,54538.0,66253.0,0.0016685613700539073,0.0013735227084056571
2025-03,Galicia,118.0,110039.0,167975.0,0.0010723470769454465,0.0007024854889120405
2025-03,"Madrid, Comunidad de",2037.0,147066.0,188174.0,0.013850924074905145,0.01082508741909084
2025-03,Melilla,0.0,933.0,933.0,0.0,0.0
2025-03,"Murcia, Región de",1405.0,75430.0,90490.0,0.018626541163993107,0.015526577522378163
2025-03,"Navarra, Comunidad Foral de",985.0,63716.0,74450.0,0.015459225312323435,0.0132303559435863
2025-03,País Vasco,1039.0,152359.0,178313.0,0.006819419922682611,0.005826832592127327
2025-03,"Rioja, La",87.0,13604.0,19956.0,0.006395177888856219,0.004359591100420926
2025-04,Andalucía,919.0,299715.0,412372.0,0.003066246267287256,0.002228570320002328
2025-04,Aragón,1384.0,65558.0,93814.0,0.021111077214069983,0.014752595561430064
2025-04,"Asturias, Principado de",387.0,33879.0,47011.0,0.011423005401576198,0.008232115887770947
2025-04,"Balears, Illes",0.0,27856.0,43359.0,0.0,0.0
2025-04,Canarias,87.0,53726.0,225708.0,0.0016193276998101478,0.00038545377213036313
2025-04,Cantabria,485.0,24278.0,31180.0,0.01997693384957575,0.015554842847979474
2025-04,Castilla - La Mancha,960.0,109255.0,155978.0,0.008786783213582902,0.006154714126351152
2025-04,Castilla y León,535.0,140467.0,203983.0,0.003808723757181402,0.002622767583573141
2025-04,Cataluña,2682.0,300313.0,380699.0,0.008930682321444627,0.007044935762899298
2025-04,Ceuta,0.0,995.0,9719.0,0.0,0.0
2025-04,Comunitat Valenciana,673.0,170997.0,218913.0,0.003935741562717475,0.003074280650304002
2025-04,ESPAÑA,14145.0,1836554.0,2569282.0,0.007701924364870295,0.00550542914323924
2025-04,Extremadura,151.0,57951.0,72063.0,0.0026056496005245813,0.0020953887570597947
2025-04,Galicia,226.0,111227.0,157090.0,0.0020318807483794402,0.0014386657330192883
2025-04,"Madrid, Comunidad de",2431.0,148497.0,176335.0,0.016370701091604545,0.013786259109082145
2025-04,Melilla,0.0,1025.0,1025.0,0.0,0.0
2025-04,"Murcia, Región de",1545.0,77398.0,93706.0,0.01996175611772914,0.016487738245149725
2025-04,"Navarra, Comunidad Foral de",453.0,59200.0,68000.0,0.007652027027027027,0.006661764705882353
2025-04,País Vasco,1112.0,141229.0,160697.0,0.007873736980365222,0.006919855380000871
2025-04,"Rioja, La",115.0,12988.0,17630.0,0.008854327071142594,0.0065229722064662505
2025-05,Andalucía,1591.0,314491.0,450923.0,0.0050589683011596515,0.0035283185821082534
2025-05,Aragón,1975.0,70188.0,96641.0,0.02813871317034251,0.02043646071543134
2025-05,"Asturias, Principado de",68.0,34631.0,46205.0,0.001963558661315007,0.0014717021967319555
2025-05,"Balears, Illes",0.0,30553.0,46895.0,0.0,0.0
2025-05,Canarias,56.0,53813.0,190163.0,0.0010406407373682938,0.0002944842056551485
2025-05,Cantabria,745.0,25207.0,31504.0,0.02955528226286349,0.023647790756729303
2025-05,Castilla - La Mancha,1541.0,109601.0,150661.0,0.01406009069260317,0.010228260797419371
2025-05,Castilla y León,999.0,145186.0,198258.0,0.006880828730042842,0.005038888720757801
2025-05,Cataluña,3209.0,311864.0,397222.0,0.01028974168227176,0.008078605918101212
2025-05,Ceuta,0.0,849.0,15085.0,0.0,0.0
2025-05,Comunitat Valenciana,868.0,176110.0,228381.0,0.004928737720742718,0.0038006664302196766
2025-05,ESPAÑA,18921.0,1889524.0,2600195.0,0.010013633063141828,0.0072767619351625555
2025-05,Extremadura,208.0,59488.0,74949.0,0.0034965034965034965,0.0027752204832619514
2025-05,Galicia,385.0,115471.0,163027.0,0.0033341704843640393,0.0023615720095444314
2025-05,"Madrid, Comunidad de",2961.0,150387.0,169433.0,0.019689201859203257,0.017475934440162186
2025-05,Melilla,0.0,984.0,984.0,0.0,0.0
2025-05,"Murcia, Región de",2131.0,81692.0,99040.0,0.026085785633844196,0.021516558966074312
2025-05,"Navarra, Comunidad Foral de",513.0,53544.0,61494.0,0.009580905423576872,0.008342277295345887
2025-05,País Vasco,1522.0,142402.0,161910.0,0.01068805213409924,0.009400284108455314
2025-05,"Rioja, La",149.0,13063.0,17420.0,0.01140626196126464,0.008553386911595866
2025-06,Andalucía,2162.0,303539.0,428939.0,0.007122643218828552,0.0050403437318593085
2025-06,Aragón,2248.0,70334.0,100033.0,0.03196178235277391,0.0224725840472644
2025-06,"Asturias, Principado de",251.0,33431.0,45111.0,0.007508001555442553,0.005564053113431314
2025-06,"Balears, Illes",0.0,33357.0,58082.0,0.0,0.0
2025-06,Canarias,133.0,53025.0,186616.0,0.0025082508250825085,0.0007126934453637416
2025-06,Cantabria,848.0,24755.0,30719.0,0.034255705917996364,0.027605065269051727
2025-06,Castilla - La Mancha,2301.0,109357.0,151574.0,0.02104117706228225,0.015180703814638395
2025-06,Castilla y León,1422.0,142169.0,192083.0,0.01000218050348529,0.0074030497232966995
2025-06,Cataluña,3522.0,299807.0,387670.0,0.011747557595386366,0.009085046560218742
2025-06,Ceuta,0.0,893.0,11429.0,0.0,0.0
2025-06,Comunitat Valenciana,1045.0,175784.0,231742.0,0.005944795885859919,0.00450932502524359
2025-06,ESPAÑA,23356.0,1858343.0,2563236.0,0.012568185743966533,0.009111919464302155
2025-06,Extremadura,264.0,58635.0,73152.0,0.00450243028907649,0.0036089238845144356
2025-06,Galicia,478.0,114059.0,161615.0,0.0041908135263328625,0.00295764625808248
2025-06,"Madrid, Comunidad de",3747.0,154420.0,172010.0,0.024264991581401375,0.021783617231556304
2025-06,Melilla,0.0,1111.0,1111.0,0.0,0.0
2025-06,"Murcia, Región de",2518.0,79334.0,96546.0,0.03173922908210856,0.026080831935036148
2025-06,"Navarra, Comunidad Foral de",455.0,53006.0,61314.0,0.00858393389427612,0.0074208174315816946
2025-06,País Vasco,1762.0,138225.0,156316.0,0.01274733224814614,0.011272038690856983
2025-06,"Rioja, La",200.0,13102.0,17174.0,0.015264845061822623,0.01164551065564225
2025-07,Andalucía,2664.0,321039.0,450739.0,0.008298057245381402,0.005910293983879806
2025-07,Aragón,2556.0,75597.0,103038.0,0.03381086551053613,0.02480638211145403
2025-07,"Asturias, Principado de",267.0,37504.0,48802.0,0.007119240614334471,0.00547108725052252
2025-07,"Balears, Illes",0.0,35544.0,61983.0,0.0,0.0
2025-07,Canarias,228.0,55619.0,194970.0,0.004099318578183714,0.0011694106785659333
2025-07,Cantabria,979.0,27584.0,33349.0,0.03549158932714617,0.029356202584785152
2025-07,Castilla - La Mancha,2690.0,114620.0,155543.0,0.023468853603210608,0.017294253036137918
2025-07,Castilla y León,1835.0,158272.0,217506.0,0.011593964820056611,0.008436548876812593
2025-07,Cataluña,3811.0,329177.0,405141.0,0.011577358077872999,0.009406601652264273
2025-07,Ceuta,0.0,1113.0,10943.0,0.0,0.0
2025-07,Comunitat Valenciana,1448.0,192698.0,242029.0,0.007514348877518189,0.005982754132769214
2025-07,ESPAÑA,27001.0,1988635.0,2681681.0,0.013577655024677731,0.010068684530337501
2025-07,Extremadura,531.0,62763.0,76541.0,0.008460398642512308,0.006937458355652526
2025-07,Galicia,682.0,123205.0,160141.0,0.005535489631102634,0.004258746979224558
2025-07,"Madrid, Comunidad de",3854.0,153688.0,169170.0,0.025076778928738743,0.02278181710705208
2025-07,Melilla,0.0,1100.0,1100.0,0.0,0.0
2025-07,"Murcia, Región de",2768.0,83954.0,102527.0,0.032970436191247586,0.026997766442010396
2025-07,"Navarra, Comunidad Foral de",477.0,53814.0,61774.0,0.008863864421897648,0.007721695211577687
2025-07,País Vasco,2016.0,146220.0,166547.0,0.013787443578169882,0.01210469116825881
2025-07,"Rioja, La",195.0,15124.0,19838.0,0.012893414440624173,0.009829619921363041
2025-08,Andalucía,1823.0,291734.0,414269.0,0.006248843124215895,0.004400522365902349
2025-08,Aragón,1783.0,65430.0,84939.0,0.027250496714045544,0.020991535101661192
2025-08,"Asturias, Principado de",541.0,36317.0,44933.0,0.014896604895778836,0.012040148665791289
2025-08,"Balears, Illes",0.0,32625.0,61746.0,0.0,0.0
2025-08,Canarias,423.0,51240.0,184739.0,0.00825526932084309,0.0022897168437633632
2025-08,Cantabria,687.0,28123.0,33027.0,0.024428403797603384,0.020801162685075848
2025-08,Castilla - La Mancha,1972.0,101312.0,133760.0,0.019464624131396085,0.014742822966507177
2025-08,Castilla y León,1331.0,151043.0,191666.0,0.00881206014181392,0.0069443719804242795
2025-08,Cataluña,2919.0,273798.0,343182.0,0.010661144347292529,0.008505690857912128
2025-08,Ceuta,0.0,972.0,9504.0,0.0,0.0
2025-08,Comunitat Valenciana,954.0,164780.0,211413.0,0.0057895375652385,0.004512494501284216
2025-08,ESPAÑA,19929.0,1748783.0,2359013.0,0.011395925051878935,0.008448024661161256
2025-08,Extremadura,325.0,58047.0,69834.0,0.005598911227109067,0.004653893518916287
2025-08,Galicia,509.0,118846.0,151694.0,0.004282853440586978,0.0033554392395216685
2025-08,"Madrid, Comunidad de",2698.0,127859.0,140662.0,0.021101369477314856,0.01918073111430237
2025-08,Melilla,0.0,1230.0,1230.0,0.0,0.0
2025-08,"Murcia, Región de",1860.0,73974.0,87911.0,0.02514396950279828,0.021157761827302612
2025-08,"Navarra, Comunidad Foral de",465.0,47013.0,52694.0,0.009890881245612916,0.00882453410255437
2025-08,País Vasco,1491.0,112074.0,126221.0,0.013303710048717811,0.011812614382709691
2025-08,"Rioja, La",148.0,12366.0,15589.0,0.011968300177907164,0.009493873885432035
2025-09,Andalucía,1612.0,291452.0,404530.0,0.005530927905795809,0.003984871332163251
2025-09,Aragón,1862.0,68064.0,93836.0,0.027356605547719792,0.019843130568225415
2025-09,"Asturias, Principado de",265.0,33408.0,44464.0,0.007932231800766283,0.0059598776538323135
2025-09,"Balears, Illes",0.0,30199.0,50827.0,0.0,0.0
2025-09,Canarias,520.0,52371.0,182025.0,0.00992915926753356,0.0028567504463672573
