Fecha Precio;Provincia;Producto;Promedio de Pai Diario CUBO €/litro;Promedio de Pvp Diario CUBO €/litro
2023-08-03;Gipuzkoa;Gasolina 95 E5;0,961;1,735
2023-08-03;Gipuzkoa;Gasolina 98 E5;1,055;1,886
2023-08-03;Gipuzkoa;Gasóleo A habitual;0,949;1,607
2023-08-03;Gipuzkoa;Gasóleo Premium;1,024;1,698
2023-08-03;Girona;Gasolina 95 E5;0,934;1,702
2023-08-03;Girona;Gasolina 98 E5;1,065;1,899
2023-08-03;Girona;Gasóleo A habitual;0,896;1,542
2023-08-03;Girona;Gasóleo Premium;0,993;1,66
2023-08-03;Granada;Gasolina 95 E5;0,911;1,674
2023-08-03;Granada;Gasolina 98 E5;1,007;1,829
2023-08-03;Granada;Gasóleo A habitual;0,899;1,546
2023-08-03;Granada;Gasóleo Premium;0,983;1,648
2023-08-03;Guadalajara;Gasolina 95 E5;0,922;1,688
2023-08-03;Guadalajara;Gasolina 98 E5;1,021;1,846
2023-08-03;Guadalajara;Gasóleo A habitual;0,918;1,57
2023-08-03;Guadalajara;Gasóleo Premium;0,998;1,667
2023-08-03;Huelva;Gasolina 95 E5;0,934;1,702
2023-08-03;Huelva;Gasolina 98 E5;1,048;1,878
2023-08-03;Huelva;Gasóleo A habitual;0,921;1,573
2023-08-03;Huelva;Gasóleo Premium;1,013;1,685
2023-08-03;Huesca;Gasolina 95 E5;0,915;1,679
2023-08-03;Huesca;Gasolina 98 E5;1,012;1,835
2023-08-03;Huesca;Gasóleo A habitual;0,905;1,554
2023-08-03;Huesca;Gasóleo Premium;0,992;1,659
2023-08-03;Jaén;Gasolina 95 E5;0,899;1,66
2023-08-03;Jaén;Gasolina 98 E5;1,006;1,826
2023-08-03;Jaén;Gasóleo A habitual;0,907;1,556
2023-08-03;Jaén;Gasóleo Premium;0,987;1,653
2023-08-03;León;Gasolina 95 E5;0,921;1,687
2023-08-03;León;Gasolina 98 E5;1,017;1,841
2023-08-03;León;Gasóleo A habitual;0,908;1,557
2023-08-03;León;Gasóleo Premium;0,975;1,638
2023-08-03;Lleida;Gasolina 95 E5;0,887;1,645
2023-08-03;Lleida;Gasolina 98 E5;1,002;1,822
2023-08-03;Lleida;Gasóleo A habitual;0,871;1,512
2023-08-03;Lleida;Gasóleo Premium;0,964;1,625
2023-08-03;Lugo;Gasolina 95 E5;0,918;1,683
2023-08-03;Lugo;Gasolina 98 E5;0,999;1,818
2023-08-03;Lugo;Gasóleo A habitual;0,918;1,57
2023-08-03;Lugo;Gasóleo Premium;0,997;1,665
2023-08-03;Madrid;Gasolina 95 E5;0,932;1,699
2023-08-03;Madrid;Gasolina 98 E5;1,044;1,873
2023-08-03;Madrid;Gasóleo A habitual;0,923;1,576
2023-08-03;Madrid;Gasóleo Premium;1,011;1,682
2023-08-03;Málaga;Gasolina 95 E5;0,939;1,708
2023-08-03;Málaga;Gasolina 98 E5;1,053;1,884
2023-08-03;Málaga;Gasóleo A habitual;0,931;1,585
2023-08-03;Málaga;Gasóleo Premium;1,023;1,696
2023-08-03;Melilla;Gasolina 95 E5;1,152;1,34
2023-08-03;Melilla;Gasóleo A habitual;1,127;1,238
2023-08-03;Melilla;Gasóleo Premium;1,17;1,284
2023-08-03;Murcia;Gasolina 95 E5;0,898;1,659
2023-08-03;Murcia;Gasolina 98 E5;0,997;1,817
2023-08-03;Murcia;Gasóleo A habitual;0,879;1,522
2023-08-03;Murcia;Gasóleo Premium;0,953;1,612
2023-08-03;Navarra;Gasolina 95 E5;0,917;1,682
2023-08-03;Navarra;Gasolina 98 E5;1,041;1,869
2023-08-03;Navarra;Gasóleo A habitual;0,894;1,54
2023-08-03;Navarra;Gasóleo Premium;0,991;1,658
2023-08-03;Ourense;Gasolina 95 E5;0,945;1,715
2023-08-03;Ourense;Gasolina 98 E5;1,032;1,859
2023-08-03;Ourense;Gasóleo A habitual;0,939;1,594
2023-08-03;Ourense;Gasóleo Premium;1,007;1,677
2023-08-03;Palencia;Gasolina 95 E5;0,944;1,715
2023-08-03;Palencia;Gasolina 98 E5;1,045;1,874
2023-08-03;Palencia;Gasóleo A habitual;0,949;1,607
2023-08-03;Palencia;Gasóleo Premium;1,025;1,699
2023-08-03;Palmas, Las;Gasolina 95 E5;0,949;1,241
2023-08-03;Palmas, Las;Gasolina 98 E5;1,086;1,378
2023-08-03;Palmas, Las;Gasóleo A habitual;0,972;1,22
2023-08-03;Palmas, Las;Gasóleo Premium;1,101;1,349
2023-08-03;Pontevedra;Gasolina 95 E5;0,941;1,71
2023-08-03;Pontevedra;Gasolina 98 E5;1,037;1,864
2023-08-03;Pontevedra;Gasóleo A habitual;0,928;1,581
2023-08-03;Pontevedra;Gasóleo Premium;1,003;1,673
2023-08-03;Rioja, La;Gasolina 95 E5;0,93;1,697
2023-08-03;Rioja, La;Gasolina 98 E5;1,032;1,859
2023-08-03;Rioja, La;Gasóleo A habitual;0,907;1,556
2023-08-03;Rioja, La;Gasóleo Premium;0,99;1,656
2023-08-03;Salamanca;Gasolina 95 E5;0,914;1,678
2023-08-03;Salamanca;Gasolina 98 E5;1,008;1,829
2023-08-03;Salamanca;Gasóleo A habitual;0,919;1,57
2023-08-03;Salamanca;Gasóleo Premium;0,996;1,663
2023-08-03;Santa Cruz de Tenerife;Gasolina 95 E5;0,965;1,256
2023-08-03;Santa Cruz de Tenerife;Gasolina 98 E5;1,082;1,373
2023-08-03;Santa Cruz de Tenerife;Gasóleo A habitual;0,971;1,218
2023-08-03;Santa Cruz de Tenerife;Gasóleo Premium;1,075;1,323
2023-08-03;Segovia;Gasolina 95 E5;0,913;1,677
2023-08-03;Segovia;Gasolina 98 E5;1,024;1,849
2023-08-03;Segovia;Gasóleo A habitual;0,897;1,544
2023-08-03;Segovia;Gasóleo Premium;0,977;1,641
2023-08-03;Sevilla;Gasolina 95 E5;0,911;1,674
2023-08-03;Sevilla;Gasolina 98 E5;1,03;1,856
2023-08-03;Sevilla;Gasóleo A habitual;0,911;1,561
2023-08-03;Sevilla;Gasóleo Premium;1,005;1,675
2023-08-03;Soria;Gasolina 95 E5;0,904;1,666
2023-08-03;Soria;Gasolina 98 E5;1,012;1,835
2023-08-03;Soria;Gasóleo A habitual;0,89;1,536
2023-08-03;Soria;Gasóleo Premium;0,959;1,618
2023-08-03;Tarragona;Gasolina 95 E5;0,936;1,704
2023-08-03;Tarragona;Gasolina 98 E5;1,057;1,888
2023-08-03;Tarragona;Gasóleo A habitual;0,889;1,535
2023-08-03;Tarragona;Gasóleo Premium;0,981;1,646
2023-08-03;Teruel;Gasolina 95 E5;0,909;1,672
2023-08-03;Teruel;Gasolina 98 E5;1,013;1,836
2023-08-03;Teruel;Gasóleo A habitual;0,906;1,555
2023-08-03;Teruel;Gasóleo Premium;0,99;1,656
2023-08-03;Toledo;Gasolina 95 E5;0,912;1,676
2023-08-03;Toledo;Gasolina 98 E5;1,015;1,838
2023-08-03;Toledo;Gasóleo A habitual;0,912;1,562
2023-08-03;Toledo;Gasóleo Premium;0,989;1,656
2023-08-03;Valencia/València;Gasolina 95 E5;0,921;1,686
2023-08-03;Valencia/València;Gasolina 98 E5;1,049;1,879
2023-08-03;Valencia/València;Gasóleo A habitual;0,904;1,552
2023-08-03;Valencia/València;Gasóleo Premium;1,014;1,686
2023-08-03;Valladolid;Gasolina 95 E5;0,909;1,671
2023-08-03;Valladolid;Gasolina 98 E5;1,028;1,854
2023-08-03;Valladolid;Gasóleo A habitual;0,886;1,531
2023-08-03;Valladolid;Gasóleo Premium;0,977;1,641
2023-08-03;Zamora;Gasolina 95 E5;0,942;1,712
2023-08-03;Zamora;Gasolina 98 E5;1,035;1,862
2023-08-03;Zamora;Gasóleo A habitual;0,934;1,589
2023-08-03;Zamora;Gasóleo Premium;1,017;1,689
2023-08-03;Zaragoza;Gasolina 95 E5;0,913;1,676
2023-08-03;Zaragoza;Gasolina 98 E5;1,025;1,85
2023-08-03;Zaragoza;Gasóleo A habitual;0,897;1,543
2023-08-03;Zaragoza;Gasóleo Premium;0,981;1,646
2023-08-04;Albacete;Gasolina 95 E5;0,919;1,684
2023-08-04;Albacete;Gasolina 98 E5;1,021;1,845
2023-08-04;Albacete;Gasóleo A habitual;0,924;1,577
2023-08-04;Albacete;Gasóleo Premium;1,01;1,681
2023-08-04;Alicante/Alacant;Gasolina 95 E5;0,928;1,694
2023-08-04;Alicante/Alacant;Gasolina 98 E5;1,048;1,878
2023-08-04;Alicante/Alacant;Gasóleo A habitual;0,927;1,58
2023-08-04;Alicante/Alacant;Gasóleo Premium;1,03;1,705
2023-08-04;Almería;Gasolina 95 E5;0,888;1,646
2023-08-04;Almería;Gasolina 98 E5;1,014;1,837
2023-08-04;Almería;Gasóleo A habitual;0,892;1,538
2023-08-04;Almería;Gasóleo Premium;0,997;1,665
2023-08-04;Araba/Álava;Gasolina 95 E5;0,943;1,714
2023-08-04;Araba/Álava;Gasolina 98 E5;1,048;1,878
2023-08-04;Araba/Álava;Gasóleo A habitual;0,941;1,597
2023-08-04;Araba/Álava;Gasóleo Premium;1,04;1,717
2023-08-04;Asturias;Gasolina 95 E5;0,961;1,734
2023-08-04;Asturias;Gasolina 98 E5;1,061;1,893
2023-08-04;Asturias;Gasóleo A habitual;0,956;1,615
2023-08-04;Asturias;Gasóleo Premium;1,033;1,708
2023-08-04;Ávila;Gasolina 95 E5;0,933;1,701
2023-08-04;Ávila;Gasolina 98 E5;1,024;1,849
2023-08-04;Ávila;Gasóleo A habitual;0,914;1,564
2023-08-04;Ávila;Gasóleo Premium;0,995;1,663
2023-08-04;Badajoz;Gasolina 95 E5;0,906;1,668
2023-08-04;Badajoz;Gasolina 98 E5;1,013;1,835
2023-08-04;Badajoz;Gasóleo A habitual;0,898;1,545
2023-08-04;Badajoz;Gasóleo Premium;0,988;1,654
2023-08-04;Balears, Illes;Gasolina 95 E5;1;1,782
2023-08-04;Balears, Illes;Gasolina 98 E5;1,096;1,936
2023-08-04;Balears, Illes;Gasóleo A habitual;1;1,668
2023-08-04;Balears, Illes;Gasóleo Premium;1,072;1,755
2023-08-04;Barcelona;Gasolina 95 E5;0,931;1,699
2023-08-04;Barcelona;Gasolina 98 E5;1,054;1,885
2023-08-04;Barcelona;Gasóleo A habitual;0,899;1,547
2023-08-04;Barcelona;Gasóleo Premium;0,989;1,656
2023-08-04;Bizkaia;Gasolina 95 E5;0,945;1,715
2023-08-04;Bizkaia;Gasolina 98 E5;1,057;1,889
2023-08-04;Bizkaia;Gasóleo A habitual;0,944;1,601
2023-08-04;Bizkaia;Gasóleo Premium;1,032;1,707
2023-08-04;Burgos;Gasolina 95 E5;0,93;1,697
2023-08-04;Burgos;Gasolina 98 E5;1,044;1,873
2023-08-04;Burgos;Gasóleo A habitual;0,919;1,571
2023-08-04;Burgos;Gasóleo Premium;1,009;1,679
2023-08-04;Cáceres;Gasolina 95 E5;0,919;1,684
2023-08-04;Cáceres;Gasolina 98 E5;1,033;1,86
2023-08-04;Cáceres;Gasóleo A habitual;0,924;1,576
2023-08-04;Cáceres;Gasóleo Premium;1,019;1,692
2023-08-04;Cádiz;Gasolina 95 E5;0,918;1,683
2023-08-04;Cádiz;Gasolina 98 E5;1,026;1,851
2023-08-04;Cádiz;Gasóleo A habitual;0,935;1,59
2023-08-04;Cádiz;Gasóleo Premium;1,024;1,697
2023-08-04;Cantabria;Gasolina 95 E5;0,948;1,719
2023-08-04;Cantabria;Gasolina 98 E5;1,049;1,879
2023-08-04;Cantabria;Gasóleo A habitual;0,934;1,589
2023-08-04;Cantabria;Gasóleo Premium;1,015;1,686
2023-08-04;Castellón/Castelló;Gasolina 95 E5;0,94;1,709
2023-08-04;Castellón/Castelló;Gasolina 98 E5;1,054;1,885
2023-08-04;Castellón/Castelló;Gasóleo A habitual;0,918;1,569
2023-08-04;Castellón/Castelló;Gasóleo Premium;1,024;1,697
2023-08-04;Ceuta;Gasolina 95 E5;1,193;1,4
2023-08-04;Ceuta;Gasolina 98 E5;1,213;1,436
2023-08-04;Ceuta;Gasóleo A habitual;1,18;1,34
2023-08-04;Ceuta;Gasóleo Premium;1,218;1,378
2023-08-04;Ciudad Real;Gasolina 95 E5;0,903;1,665
2023-08-04;Ciudad Real;Gasolina 98 E5;1,019;1,843
2023-08-04;Ciudad Real;Gasóleo A habitual;0,908;1,557
2023-08-04;Ciudad Real;Gasóleo Premium;1,006;1,676
2023-08-04;Córdoba;Gasolina 95 E5;0,897;1,657
2023-08-04;Córdoba;Gasolina 98 E5;0,989;1,807
2023-08-04;Córdoba;Gasóleo A habitual;0,895;1,541
2023-08-04;Córdoba;Gasóleo Premium;0,974;1,638
2023-08-04;Coruña, A;Gasolina 95 E5;0,93;1,697
2023-08-04;Coruña, A;Gasolina 98 E5;1,007;1,829
2023-08-04;Coruña, A;Gasóleo A habitual;0,917;1,568
2023-08-04;Coruña, A;Gasóleo Premium;0,986;1,651
2023-08-04;Cuenca;Gasolina 95 E5;0,94;1,709
2023-08-04;Cuenca;Gasolina 98 E5;1,039;1,866
2023-08-04;Cuenca;Gasóleo A habitual;0,942;1,599
2023-08-04;Cuenca;Gasóleo Premium;1,056;1,736
2023-08-04;Gipuzkoa;Gasolina 95 E5;0,961;1,734
2023-08-04;Gipuzkoa;Gasolina 98 E5;1,057;1,888
2023-08-04;Gipuzkoa;Gasóleo A habitual;0,952;1,611
2023-08-04;Gipuzkoa;Gasóleo Premium;1,03;1,705
2023-08-04;Girona;Gasolina 95 E5;0,937;1,705
2023-08-04;Girona;Gasolina 98 E5;1,069;1,903
2023-08-04;Girona;Gasóleo A habitual;0,903;1,551
2023-08-04;Girona;Gasóleo Premium;1;1,669
2023-08-04;Granada;Gasolina 95 E5;0,911;1,675
2023-08-04;Granada;Gasolina 98 E5;1,01;1,831
2023-08-04;Granada;Gasóleo A habitual;0,901;1,548
2023-08-04;Granada;Gasóleo Premium;0,986;1,652
2023-08-04;Guadalajara;Gasolina 95 E5;0,927;1,693
2023-08-04;Guadalajara;Gasolina 98 E5;1,029;1,854
2023-08-04;Guadalajara;Gasóleo A habitual;0,923;1,575
2023-08-04;Guadalajara;Gasóleo Premium;1,005;1,674
2023-08-04;Huelva;Gasolina 95 E5;0,935;1,703
2023-08-04;Huelva;Gasolina 98 E5;1,05;1,88
2023-08-04;Huelva;Gasóleo A habitual;0,928;1,581
2023-08-04;Huelva;Gasóleo Premium;1,021;1,694
2023-08-04;Huesca;Gasolina 95 E5;0,914;1,678
2023-08-04;Huesca;Gasolina 98 E5;1,013;1,836
2023-08-04;Huesca;Gasóleo A habitual;0,913;1,563
2023-08-04;Huesca;Gasóleo Premium;1,003;1,672
2023-08-04;Jaén;Gasolina 95 E5;0,903;1,665
2023-08-04;Jaén;Gasolina 98 E5;1,011;1,833
2023-08-04;Jaén;Gasóleo A habitual;0,908;1,557
2023-08-04;Jaén;Gasóleo Premium;0,99;1,657
2023-08-04;León;Gasolina 95 E5;0,923;1,688
2023-08-04;León;Gasolina 98 E5;1,022;1,847
2023-08-04;León;Gasóleo A habitual;0,912;1,562
2023-08-04;León;Gasóleo Premium;0,981;1,646
2023-08-04;Lleida;Gasolina 95 E5;0,886;1,644
2023-08-04;Lleida;Gasolina 98 E5;1,007;1,828
2023-08-04;Lleida;Gasóleo A habitual;0,873;1,515
2023-08-04;Lleida;Gasóleo Premium;0,969;1,631
2023-08-04;Lugo;Gasolina 95 E5;0,92;1,686
2023-08-04;Lugo;Gasolina 98 E5;1,007;1,828
2023-08-04;Lugo;Gasóleo A habitual;0,924;1,576
2023-08-04;Lugo;Gasóleo Premium;1,005;1,675
2023-08-04;Madrid;Gasolina 95 E5;0,933;1,701
2023-08-04;Madrid;Gasolina 98 E5;1,047;1,877
2023-08-04;Madrid;Gasóleo A habitual;0,927;1,581
2023-08-04;Madrid;Gasóleo Premium;1,016;1,688
2023-08-04;Málaga;Gasolina 95 E5;0,941;1,711
2023-08-04;Málaga;Gasolina 98 E5;1,057;1,889
2023-08-04;Málaga;Gasóleo A habitual;0,936;1,591
2023-08-04;Málaga;Gasóleo Premium;1,029;1,704
2023-08-04;Melilla;Gasolina 95 E5;1,146;1,334
2023-08-04;Melilla;Gasóleo A habitual;1,134;1,245
2023-08-04;Melilla;Gasóleo Premium;1,171;1,285
2023-08-04;Murcia;Gasolina 95 E5;0,9;1,661
2023-08-04;Murcia;Gasolina 98 E5;1,002;1,822
2023-08-04;Murcia;Gasóleo A habitual;0,887;1,532
2023-08-04;Murcia;Gasóleo Premium;0,964;1,625
2023-08-04;Navarra;Gasolina 95 E5;0,92;1,685
2023-08-04;Navarra;Gasolina 98 E5;1,045;1,874
2023-08-04;Navarra;Gasóleo A habitual;0,901;1,549
2023-08-04;Navarra;Gasóleo Premium;0,999;1,667
2023-08-04;Ourense;Gasolina 95 E5;0,946;1,717
2023-08-04;Ourense;Gasolina 98 E5;1,036;1,864
2023-08-04;Ourense;Gasóleo A habitual;0,943;1,599
2023-08-04;Ourense;Gasóleo Premium;1,015;1,687
2023-08-04;Palencia;Gasolina 95 E5;0,951;1,723
2023-08-04;Palencia;Gasolina 98 E5;1,052;1,882
2023-08-04;Palencia;Gasóleo A habitual;0,953;1,612
2023-08-04;Palencia;Gasóleo Premium;1,032;1,707
2023-08-04;Palmas, Las;Gasolina 95 E5;0,948;1,24
2023-08-04;Palmas, Las;Gasolina 98 E5;1,085;1,377
2023-08-04;Palmas, Las;Gasóleo A habitual;0,972;1,22
2023-08-04;Palmas, Las;Gasóleo Premium;1,1;1,348
2023-08-04;Pontevedra;Gasolina 95 E5;0,943;1,713
2023-08-04;Pontevedra;Gasolina 98 E5;1,042;1,87
2023-08-04;Pontevedra;Gasóleo A habitual;0,932;1,586
2023-08-04;Pontevedra;Gasóleo Premium;1,011;1,681
2023-08-04;Rioja, La;Gasolina 95 E5;0,932;1,7
2023-08-04;Rioja, La;Gasolina 98 E5;1,038;1,865
2023-08-04;Rioja, La;Gasóleo A habitual;0,912;1,562
2023-08-04;Rioja, La;Gasóleo Premium;0,999;1,667
2023-08-04;Salamanca;Gasolina 95 E5;0,917;1,682
2023-08-04;Salamanca;Gasolina 98 E5;1,014;1,837
2023-08-04;Salamanca;Gasóleo A habitual;0,923;1,576
2023-08-04;Salamanca;Gasóleo Premium;1,004;1,674
2023-08-04;Santa Cruz de Tenerife;Gasolina 95 E5;0,965;1,257
2023-08-04;Santa Cruz de Tenerife;Gasolina 98 E5;1,083;1,375
2023-08-04;Santa Cruz de Tenerife;Gasóleo A habitual;0,971;1,219
2023-08-04;Santa Cruz de Tenerife;Gasóleo Premium;1,073;1,321
2023-08-04;Segovia;Gasolina 95 E5;0,918;1,683
2023-08-04;Segovia;Gasolina 98 E5;1,032;1,858
2023-08-04;Segovia;Gasóleo A habitual;0,902;1,55
2023-08-04;Segovia;Gasóleo Premium;0,984;1,65
2023-08-04;Sevilla;Gasolina 95 E5;0,912;1,675
2023-08-04;Sevilla;Gasolina 98 E5;1,035;1,862
2023-08-04;Sevilla;Gasóleo A habitual;0,917;1,568
2023-08-04;Sevilla;Gasóleo Premium;1,013;1,684
2023-08-04;Soria;Gasolina 95 E5;0,907;1,669
2023-08-04;Soria;Gasolina 98 E5;1,017;1,84
2023-08-04;Soria;Gasóleo A habitual;0,897;1,544
2023-08-04;Soria;Gasóleo Premium;0,962;1,623
2023-08-04;Tarragona;Gasolina 95 E5;0,934;1,702
2023-08-04;Tarragona;Gasolina 98 E5;1,058;1,89
2023-08-04;Tarragona;Gasóleo A habitual;0,892;1,538
2023-08-04;Tarragona;Gasóleo Premium;0,987;1,652
2023-08-04;Teruel;Gasolina 95 E5;0,915;1,679
2023-08-04;Teruel;Gasolina 98 E5;1,025;1,85
2023-08-04;Teruel;Gasóleo A habitual;0,914;1,565
2023-08-04;Teruel;Gasóleo Premium;1;1,668
2023-08-04;Toledo;Gasolina 95 E5;0,915;1,679
2023-08-04;Toledo;Gasolina 98 E5;1,02;1,844
2023-08-04;Toledo;Gasóleo A habitual;0,916;1,567
2023-08-04;Toledo;Gasóleo Premium;0,995;1,663
2023-08-04;Valencia/València;Gasolina 95 E5;0,923;1,689
2023-08-04;Valencia/València;Gasolina 98 E5;1,054;1,885
2023-08-04;Valencia/València;Gasóleo A habitual;0,909;1,558
2023-08-04;Valencia/València;Gasóleo Premium;1,02;1,692
2023-08-04;Valladolid;Gasolina 95 E5;0,909;1,672
2023-08-04;Valladolid;Gasolina 98 E5;1,032;1,859
2023-08-04;Valladolid;Gasóleo A habitual;0,89;1,536
2023-08-04;Valladolid;Gasóleo Premium;0,983;1,648
2023-08-04;Zamora;Gasolina 95 E5;0,94;1,71
2023-08-04;Zamora;Gasolina 98 E5;1,037;1,864
2023-08-04;Zamora;Gasóleo A habitual;0,939;1,595
2023-08-04;Zamora;Gasóleo Premium;1,025;1,698
2023-08-04;Zaragoza;Gasolina 95 E5;0,914;1,677
2023-08-04;Zaragoza;Gasolina 98 E5;1,03;1,856
2023-08-04;Zaragoza;Gasóleo A habitual;0,902;1,55
2023-08-04;Zaragoza;Gasóleo Premium;0,988;1,654
2023-08-05;Albacete;Gasolina 95 E5;0,918;1,683
2023-08-05;Albacete;Gasolina 98 E5;1,017;1,84
2023-08-05;Albacete;Gasóleo A habitual;0,929;1,582
2023-08-05;Albacete;Gasóleo Premium;1,013;1,685
2023-08-05;Alicante/Alacant;Gasolina 95 E5;0,928;1,695
2023-08-05;Alicante/Alacant;Gasolina 98 E5;1,046;1,876
2023-08-05;Alicante/Alacant;Gasóleo A habitual;0,931;1,585
2023-08-05;Alicante/Alacant;Gasóleo Premium;1,033;1,709
2023-08-05;Almería;Gasolina 95 E5;0,888;1,647
2023-08-05;Almería;Gasolina 98 E5;1,012;1,835
2023-08-05;Almería;Gasóleo A habitual;0,897;1,544
2023-08-05;Almería;Gasóleo Premium;1,002;1,671
2023-08-05;Araba/Álava;Gasolina 95 E5;0,944;1,713
2023-08-05;Araba/Álava;Gasolina 98 E5;1,045;1,874
2023-08-05;Araba/Álava;Gasóleo A habitual;0,945;1,602
2023-08-05;Araba/Álava;Gasóleo Premium;1,042;1,719
2023-08-05;Asturias;Gasolina 95 E5;0,96;1,734
2023-08-05;Asturias;Gasolina 98 E5;1,058;1,889
2023-08-05;Asturias;Gasóleo A habitual;0,96;1,62
2023-08-05;Asturias;Gasóleo Premium;1,035;1,711
2023-08-05;Ávila;Gasolina 95 E5;0,934;1,702
2023-08-05;Ávila;Gasolina 98 E5;1,022;1,846
2023-08-05;Ávila;Gasóleo A habitual;0,92;1,571
2023-08-05;Ávila;Gasóleo Premium;1;1,668
2023-08-05;Badajoz;Gasolina 95 E5;0,905;1,667
2023-08-05;Badajoz;Gasolina 98 E5;1,009;1,83
2023-08-05;Badajoz;Gasóleo A habitual;0,902;1,55
2023-08-05;Badajoz;Gasóleo Premium;0,991;1,658
2023-08-05;Balears, Illes;Gasolina 95 E5;1,001;1,783
2023-08-05;Balears, Illes;Gasolina 98 E5;1,094;1,934
2023-08-05;Balears, Illes;Gasóleo A habitual;1,005;1,675
2023-08-05;Balears, Illes;Gasóleo Premium;1,076;1,76
2023-08-05;Barcelona;Gasolina 95 E5;0,931;1,698
2023-08-05;Barcelona;Gasolina 98 E5;1,051;1,881
2023-08-05;Barcelona;Gasóleo A habitual;0,901;1,549
2023-08-05;Barcelona;Gasóleo Premium;0,989;1,655
2023-08-05;Bizkaia;Gasolina 95 E5;0,946;1,717
2023-08-05;Bizkaia;Gasolina 98 E5;1,054;1,885
2023-08-05;Bizkaia;Gasóleo A habitual;0,949;1,607
2023-08-05;Bizkaia;Gasóleo Premium;1,033;1,709
2023-08-05;Burgos;Gasolina 95 E5;0,93;1,697
2023-08-05;Burgos;Gasolina 98 E5;1,042;1,871
2023-08-05;Burgos;Gasóleo A habitual;0,922;1,574
2023-08-05;Burgos;Gasóleo Premium;1,011;1,682
2023-08-05;Cáceres;Gasolina 95 E5;0,919;1,684
2023-08-05;Cáceres;Gasolina 98 E5;1,028;1,854
2023-08-05;Cáceres;Gasóleo A habitual;0,931;1,585
2023-08-05;Cáceres;Gasóleo Premium;1,024;1,698
2023-08-05;Cádiz;Gasolina 95 E5;0,917;1,682
2023-08-05;Cádiz;Gasolina 98 E5;1,022;1,846
2023-08-05;Cádiz;Gasóleo A habitual;0,939;1,595
2023-08-05;Cádiz;Gasóleo Premium;1,027;1,701
2023-08-05;Cantabria;Gasolina 95 E5;0,95;1,722
2023-08-05;Cantabria;Gasolina 98 E5;1,049;1,879
2023-08-05;Cantabria;Gasóleo A habitual;0,94;1,596
2023-08-05;Cantabria;Gasóleo Premium;1,018;1,69
2023-08-05;Castellón/Castelló;Gasolina 95 E5;0,94;1,709
2023-08-05;Castellón/Castelló;Gasolina 98 E5;1,05;1,88
2023-08-05;Castellón/Castelló;Gasóleo A habitual;0,921;1,573
2023-08-05;Castellón/Castelló;Gasóleo Premium;1,027;1,701
2023-08-05;Ceuta;Gasolina 95 E5;1,193;1,4
2023-08-05;Ceuta;Gasolina 98 E5;1,213;1,436
2023-08-05;Ceuta;Gasóleo A habitual;1,18;1,34
2023-08-05;Ceuta;Gasóleo Premium;1,218;1,378
2023-08-05;Ciudad Real;Gasolina 95 E5;0,905;1,667
2023-08-05;Ciudad Real;Gasolina 98 E5;1,025;1,85
2023-08-05;Ciudad Real;Gasóleo A habitual;0,912;1,562
2023-08-05;Ciudad Real;Gasóleo Premium;1,009;1,679
2023-08-05;Córdoba;Gasolina 95 E5;0,897;1,657
2023-08-05;Córdoba;Gasolina 98 E5;0,987;1,804
2023-08-05;Córdoba;Gasóleo A habitual;0,898;1,545
2023-08-05;Córdoba;Gasóleo Premium;0,977;1,64
2023-08-05;Coruña, A;Gasolina 95 E5;0,93;1,697
2023-08-05;Coruña, A;Gasolina 98 E5;1,006;1,827
2023-08-05;Coruña, A;Gasóleo A habitual;0,921;1,573
2023-08-05;Coruña, A;Gasóleo Premium;0,99;1,657
2023-08-05;Cuenca;Gasolina 95 E5;0,941;1,71
2023-08-05;Cuenca;Gasolina 98 E5;1,038;1,866
2023-08-05;Cuenca;Gasóleo A habitual;0,945;1,602
2023-08-05;Cuenca;Gasóleo Premium;1,057;1,738
2023-08-05;Gipuzkoa;Gasolina 95 E5;0,961;1,735
2023-08-05;Gipuzkoa;Gasolina 98 E5;1,056;1,887
2023-08-05;Gipuzkoa;Gasóleo A habitual;0,957;1,617
2023-08-05;Gipuzkoa;Gasóleo Premium;1,034;1,709
2023-08-05;Girona;Gasolina 95 E5;0,935;1,703
2023-08-05;Girona;Gasolina 98 E5;1,063;1,896
2023-08-05;Girona;Gasóleo A habitual;0,909;1,558
2023-08-05;Girona;Gasóleo Premium;1,004;1,674
2023-08-05;Granada;Gasolina 95 E5;0,912;1,676
2023-08-05;Granada;Gasolina 98 E5;1,008;1,83
2023-08-05;Granada;Gasóleo A habitual;0,906;1,554
2023-08-05;Granada;Gasóleo Premium;0,99;1,657
2023-08-05;Guadalajara;Gasolina 95 E5;0,928;1,695
2023-08-05;Guadalajara;Gasolina 98 E5;1,028;1,854
2023-08-05;Guadalajara;Gasóleo A habitual;0,928;1,581
2023-08-05;Guadalajara;Gasóleo Premium;1,008;1,678
2023-08-05;Huelva;Gasolina 95 E5;0,937;1,706
2023-08-05;Huelva;Gasolina 98 E5;1,049;1,879
2023-08-05;Huelva;Gasóleo A habitual;0,934;1,588
2023-08-05;Huelva;Gasóleo Premium;1,025;1,699
2023-08-05;Huesca;Gasolina 95 E5;0,916;1,68
2023-08-05;Huesca;Gasolina 98 E5;1,014;1,837
2023-08-05;Huesca;Gasóleo A habitual;0,92;1,572
2023-08-05;Huesca;Gasóleo Premium;1,009;1,679
2023-08-05;Jaén;Gasolina 95 E5;0,904;1,666
