Sexo	Comunidades y Ciudades Autónomas	Edad	Periodo	Total
Ambos sexos	09 Cataluña	De 25 a 54 años	2023T3	7,01
Ambos sexos	09 Cataluña	De 25 a 54 años	2023T2	7,24
Ambos sexos	09 Cataluña	De 25 a 54 años	2023T1	9,32
Ambos sexos	09 Cataluña	De 25 a 54 años	2022T4	9,18
Ambos sexos	09 Cataluña	De 25 a 54 años	2022T3	7,85
Ambos sexos	09 Cataluña	De 25 a 54 años	2022T2	7,62
Ambos sexos	09 Cataluña	De 25 a 54 años	2022T1	8,79
Ambos sexos	09 Cataluña	De 25 a 54 años	2021T4	8,94
Ambos sexos	09 Cataluña	De 25 a 54 años	2021T3	10,11
Ambos sexos	09 Cataluña	De 25 a 54 años	2021T2	10,73
Ambos sexos	09 Cataluña	De 25 a 54 años	2021T1	11,68
Ambos sexos	09 Cataluña	De 55 y más años	2023T4	8,23
Ambos sexos	09 Cataluña	De 55 y más años	2023T3	8,16
Ambos sexos	09 Cataluña	De 55 y más años	2023T2	8,08
Ambos sexos	09 Cataluña	De 55 y más años	2023T1	9,22
Ambos sexos	09 Cataluña	De 55 y más años	2022T4	8,52
Ambos sexos	09 Cataluña	De 55 y más años	2022T3	6,42
Ambos sexos	09 Cataluña	De 55 y más años	2022T2	7,90
Ambos sexos	09 Cataluña	De 55 y más años	2022T1	9,41
Ambos sexos	09 Cataluña	De 55 y más años	2021T4	7,79
Ambos sexos	09 Cataluña	De 55 y más años	2021T3	9,60
Ambos sexos	09 Cataluña	De 55 y más años	2021T2	8,93
Ambos sexos	09 Cataluña	De 55 y más años	2021T1	9,09
Ambos sexos	10 Comunitat Valenciana	Total	2023T4	12,65
Ambos sexos	10 Comunitat Valenciana	Total	2023T3	11,79
Ambos sexos	10 Comunitat Valenciana	Total	2023T2	12,20
Ambos sexos	10 Comunitat Valenciana	Total	2023T1	13,78
Ambos sexos	10 Comunitat Valenciana	Total	2022T4	13,53
Ambos sexos	10 Comunitat Valenciana	Total	2022T3	13,50
Ambos sexos	10 Comunitat Valenciana	Total	2022T2	12,81
Ambos sexos	10 Comunitat Valenciana	Total	2022T1	12,85
Ambos sexos	10 Comunitat Valenciana	Total	2021T4	14,39
Ambos sexos	10 Comunitat Valenciana	Total	2021T3	16,12
Ambos sexos	10 Comunitat Valenciana	Total	2021T2	16,67
Ambos sexos	10 Comunitat Valenciana	Total	2021T1	16,51
Ambos sexos	10 Comunitat Valenciana	Menores de 25 años	2023T4	27,70
Ambos sexos	10 Comunitat Valenciana	Menores de 25 años	2023T3	23,11
Ambos sexos	10 Comunitat Valenciana	Menores de 25 años	2023T2	31,66
Ambos sexos	10 Comunitat Valenciana	Menores de 25 años	2023T1	30,20
Ambos sexos	10 Comunitat Valenciana	Menores de 25 años	2022T4	32,58
Ambos sexos	10 Comunitat Valenciana	Menores de 25 años	2022T3	26,91
Ambos sexos	10 Comunitat Valenciana	Menores de 25 años	2022T2	28,25
Ambos sexos	10 Comunitat Valenciana	Menores de 25 años	2022T1	26,82
Ambos sexos	10 Comunitat Valenciana	Menores de 25 años	2021T4	32,05
Ambos sexos	10 Comunitat Valenciana	Menores de 25 años	2021T3	34,18
Ambos sexos	10 Comunitat Valenciana	Menores de 25 años	2021T2	41,57
Ambos sexos	10 Comunitat Valenciana	Menores de 25 años	2021T1	41,28
Ambos sexos	10 Comunitat Valenciana	25 y más años	2023T4	11,44
Ambos sexos	10 Comunitat Valenciana	25 y más años	2023T3	10,77
Ambos sexos	10 Comunitat Valenciana	25 y más años	2023T2	10,67
Ambos sexos	10 Comunitat Valenciana	25 y más años	2023T1	12,56
Ambos sexos	10 Comunitat Valenciana	25 y más años	2022T4	12,02
Ambos sexos	10 Comunitat Valenciana	25 y más años	2022T3	12,41
Ambos sexos	10 Comunitat Valenciana	25 y más años	2022T2	11,61
Ambos sexos	10 Comunitat Valenciana	25 y más años	2022T1	11,87
Ambos sexos	10 Comunitat Valenciana	25 y más años	2021T4	13,19
Ambos sexos	10 Comunitat Valenciana	25 y más años	2021T3	14,51
Ambos sexos	10 Comunitat Valenciana	25 y más años	2021T2	14,82
Ambos sexos	10 Comunitat Valenciana	25 y más años	2021T1	14,89
Ambos sexos	10 Comunitat Valenciana	De 16 a 19 años	2023T4	48,34
Ambos sexos	10 Comunitat Valenciana	De 16 a 19 años	2023T3	45,46
Ambos sexos	10 Comunitat Valenciana	De 16 a 19 años	2023T2	55,12
Ambos sexos	10 Comunitat Valenciana	De 16 a 19 años	2023T1	50,96
Ambos sexos	10 Comunitat Valenciana	De 16 a 19 años	2022T4	39,71
Ambos sexos	10 Comunitat Valenciana	De 16 a 19 años	2022T3	45,61
Ambos sexos	10 Comunitat Valenciana	De 16 a 19 años	2022T2	47,02
Ambos sexos	10 Comunitat Valenciana	De 16 a 19 años	2022T1	36,32
Ambos sexos	10 Comunitat Valenciana	De 16 a 19 años	2021T4	42,46
Ambos sexos	10 Comunitat Valenciana	De 16 a 19 años	2021T3	42,11
Ambos sexos	10 Comunitat Valenciana	De 16 a 19 años	2021T2	55,98
Ambos sexos	10 Comunitat Valenciana	De 16 a 19 años	2021T1	69,95
Ambos sexos	10 Comunitat Valenciana	De 20 a 24 años	2023T4	23,75
Ambos sexos	10 Comunitat Valenciana	De 20 a 24 años	2023T3	17,75
Ambos sexos	10 Comunitat Valenciana	De 20 a 24 años	2023T2	26,64
Ambos sexos	10 Comunitat Valenciana	De 20 a 24 años	2023T1	26,35
Ambos sexos	10 Comunitat Valenciana	De 20 a 24 años	2022T4	31,14
Ambos sexos	10 Comunitat Valenciana	De 20 a 24 años	2022T3	22,95
Ambos sexos	10 Comunitat Valenciana	De 20 a 24 años	2022T2	23,97
Ambos sexos	10 Comunitat Valenciana	De 20 a 24 años	2022T1	24,94
Ambos sexos	10 Comunitat Valenciana	De 20 a 24 años	2021T4	29,57
Ambos sexos	10 Comunitat Valenciana	De 20 a 24 años	2021T3	32,01
Ambos sexos	10 Comunitat Valenciana	De 20 a 24 años	2021T2	38,20
Ambos sexos	10 Comunitat Valenciana	De 20 a 24 años	2021T1	36,57
Ambos sexos	10 Comunitat Valenciana	De 25 a 54 años	2023T4	11,21
Ambos sexos	10 Comunitat Valenciana	De 25 a 54 años	2023T3	10,57
Ambos sexos	10 Comunitat Valenciana	De 25 a 54 años	2023T2	10,61
Ambos sexos	10 Comunitat Valenciana	De 25 a 54 años	2023T1	12,55
Ambos sexos	10 Comunitat Valenciana	De 25 a 54 años	2022T4	12,29
Ambos sexos	10 Comunitat Valenciana	De 25 a 54 años	2022T3	12,47
Ambos sexos	10 Comunitat Valenciana	De 25 a 54 años	2022T2	10,83
Ambos sexos	10 Comunitat Valenciana	De 25 a 54 años	2022T1	11,71
Ambos sexos	10 Comunitat Valenciana	De 25 a 54 años	2021T4	13,01
Ambos sexos	10 Comunitat Valenciana	De 25 a 54 años	2021T3	14,36
Ambos sexos	10 Comunitat Valenciana	De 25 a 54 años	2021T2	14,38
Ambos sexos	10 Comunitat Valenciana	De 25 a 54 años	2021T1	15,02
Ambos sexos	10 Comunitat Valenciana	De 55 y más años	2023T4	12,22
Ambos sexos	10 Comunitat Valenciana	De 55 y más años	2023T3	11,44
Ambos sexos	10 Comunitat Valenciana	De 55 y más años	2023T2	10,89
Ambos sexos	10 Comunitat Valenciana	De 55 y más años	2023T1	12,58
Ambos sexos	10 Comunitat Valenciana	De 55 y más años	2022T4	11,07
Ambos sexos	10 Comunitat Valenciana	De 55 y más años	2022T3	12,23
Ambos sexos	10 Comunitat Valenciana	De 55 y más años	2022T2	14,34
Ambos sexos	10 Comunitat Valenciana	De 55 y más años	2022T1	12,46
Ambos sexos	10 Comunitat Valenciana	De 55 y más años	2021T4	13,85
Ambos sexos	10 Comunitat Valenciana	De 55 y más años	2021T3	15,08
Ambos sexos	10 Comunitat Valenciana	De 55 y más años	2021T2	16,51
Ambos sexos	10 Comunitat Valenciana	De 55 y más años	2021T1	14,40
Ambos sexos	11 Extremadura	Total	2023T4	16,29
Ambos sexos	11 Extremadura	Total	2023T3	16,50
Ambos sexos	11 Extremadura	Total	2023T2	17,05
Ambos sexos	11 Extremadura	Total	2023T1	19,53
Ambos sexos	11 Extremadura	Total	2022T4	17,62
Ambos sexos	11 Extremadura	Total	2022T3	15,85
Ambos sexos	11 Extremadura	Total	2022T2	16,73
Ambos sexos	11 Extremadura	Total	2022T1	18,98
Ambos sexos	11 Extremadura	Total	2021T4	18,94
Ambos sexos	11 Extremadura	Total	2021T3	17,92
Ambos sexos	11 Extremadura	Total	2021T2	19,15
Ambos sexos	11 Extremadura	Total	2021T1	22,22
Ambos sexos	11 Extremadura	Menores de 25 años	2023T4	31,39
Ambos sexos	11 Extremadura	Menores de 25 años	2023T3	32,73
Ambos sexos	11 Extremadura	Menores de 25 años	2023T2	36,30
Ambos sexos	11 Extremadura	Menores de 25 años	2023T1	47,03
Ambos sexos	11 Extremadura	Menores de 25 años	2022T4	43,69
Ambos sexos	11 Extremadura	Menores de 25 años	2022T3	33,10
Ambos sexos	11 Extremadura	Menores de 25 años	2022T2	41,68
Ambos sexos	11 Extremadura	Menores de 25 años	2022T1	39,88
Ambos sexos	11 Extremadura	Menores de 25 años	2021T4	46,32
Ambos sexos	11 Extremadura	Menores de 25 años	2021T3	40,94
Ambos sexos	11 Extremadura	Menores de 25 años	2021T2	44,36
Ambos sexos	11 Extremadura	Menores de 25 años	2021T1	55,92
Ambos sexos	11 Extremadura	25 y más años	2023T4	15,41
Ambos sexos	11 Extremadura	25 y más años	2023T3	15,31
Ambos sexos	11 Extremadura	25 y más años	2023T2	15,96
Ambos sexos	11 Extremadura	25 y más años	2023T1	17,87
Ambos sexos	11 Extremadura	25 y más años	2022T4	15,88
Ambos sexos	11 Extremadura	25 y más años	2022T3	14,58
Ambos sexos	11 Extremadura	25 y más años	2022T2	15,11
Ambos sexos	11 Extremadura	25 y más años	2022T1	17,76
Ambos sexos	11 Extremadura	25 y más años	2021T4	17,31
Ambos sexos	11 Extremadura	25 y más años	2021T3	16,17
Ambos sexos	11 Extremadura	25 y más años	2021T2	17,42
Ambos sexos	11 Extremadura	25 y más años	2021T1	20,21
Ambos sexos	11 Extremadura	De 16 a 19 años	2023T4	45,42
Ambos sexos	11 Extremadura	De 16 a 19 años	2023T3	53,26
Ambos sexos	11 Extremadura	De 16 a 19 años	2023T2	64,73
Ambos sexos	11 Extremadura	De 16 a 19 años	2023T1	75,21
Ambos sexos	11 Extremadura	De 16 a 19 años	2022T4	82,82
Ambos sexos	11 Extremadura	De 16 a 19 años	2022T3	50,71
Ambos sexos	11 Extremadura	De 16 a 19 años	2022T2	54,77
Ambos sexos	11 Extremadura	De 16 a 19 años	2022T1	49,74
Ambos sexos	11 Extremadura	De 16 a 19 años	2021T4	74,82
Ambos sexos	11 Extremadura	De 16 a 19 años	2021T3	48,54
Ambos sexos	11 Extremadura	De 16 a 19 años	2021T2	40,61
Ambos sexos	11 Extremadura	De 16 a 19 años	2021T1	60,89
Ambos sexos	11 Extremadura	De 20 a 24 años	2023T4	29,22
Ambos sexos	11 Extremadura	De 20 a 24 años	2023T3	27,17
Ambos sexos	11 Extremadura	De 20 a 24 años	2023T2	32,68
Ambos sexos	11 Extremadura	De 20 a 24 años	2023T1	43,11
Ambos sexos	11 Extremadura	De 20 a 24 años	2022T4	36,82
Ambos sexos	11 Extremadura	De 20 a 24 años	2022T3	29,59
Ambos sexos	11 Extremadura	De 20 a 24 años	2022T2	37,99
Ambos sexos	11 Extremadura	De 20 a 24 años	2022T1	38,22
Ambos sexos	11 Extremadura	De 20 a 24 años	2021T4	39,41
Ambos sexos	11 Extremadura	De 20 a 24 años	2021T3	39,03
Ambos sexos	11 Extremadura	De 20 a 24 años	2021T2	45,12
Ambos sexos	11 Extremadura	De 20 a 24 años	2021T1	55,05
Ambos sexos	11 Extremadura	De 25 a 54 años	2023T4	14,56
Ambos sexos	11 Extremadura	De 25 a 54 años	2023T3	15,30
Ambos sexos	11 Extremadura	De 25 a 54 años	2023T2	15,82
Ambos sexos	11 Extremadura	De 25 a 54 años	2023T1	17,88
Ambos sexos	11 Extremadura	De 25 a 54 años	2022T4	16,06
Ambos sexos	11 Extremadura	De 25 a 54 años	2022T3	14,72
Ambos sexos	11 Extremadura	De 25 a 54 años	2022T2	15,34
Ambos sexos	11 Extremadura	De 25 a 54 años	2022T1	18,02
Ambos sexos	11 Extremadura	De 25 a 54 años	2021T4	17,45
Ambos sexos	11 Extremadura	De 25 a 54 años	2021T3	15,94
Ambos sexos	11 Extremadura	De 25 a 54 años	2021T2	17,50
Ambos sexos	11 Extremadura	De 25 a 54 años	2021T1	19,76
Ambos sexos	11 Extremadura	De 55 y más años	2023T4	18,14
Ambos sexos	11 Extremadura	De 55 y más años	2023T3	15,35
Ambos sexos	11 Extremadura	De 55 y más años	2023T2	16,43
Ambos sexos	11 Extremadura	De 55 y más años	2023T1	17,82
Ambos sexos	11 Extremadura	De 55 y más años	2022T4	15,24
Ambos sexos	11 Extremadura	De 55 y más años	2022T3	14,07
Ambos sexos	11 Extremadura	De 55 y más años	2022T2	14,27
Ambos sexos	11 Extremadura	De 55 y más años	2022T1	16,79
Ambos sexos	11 Extremadura	De 55 y más años	2021T4	16,78
Ambos sexos	11 Extremadura	De 55 y más años	2021T3	17,05
Ambos sexos	11 Extremadura	De 55 y más años	2021T2	17,13
Ambos sexos	11 Extremadura	De 55 y más años	2021T1	21,91
Ambos sexos	12 Galicia	Total	2023T4	9,15
Ambos sexos	12 Galicia	Total	2023T3	9,29
Ambos sexos	12 Galicia	Total	2023T2	9,58
Ambos sexos	12 Galicia	Total	2023T1	10,90
Ambos sexos	12 Galicia	Total	2022T4	10,63
Ambos sexos	12 Galicia	Total	2022T3	10,80
Ambos sexos	12 Galicia	Total	2022T2	11,20
Ambos sexos	12 Galicia	Total	2022T1	11,44
Ambos sexos	12 Galicia	Total	2021T4	11,01
Ambos sexos	12 Galicia	Total	2021T3	10,23
Ambos sexos	12 Galicia	Total	2021T2	12,40
Ambos sexos	12 Galicia	Total	2021T1	13,00
Ambos sexos	12 Galicia	Menores de 25 años	2023T4	20,96
Ambos sexos	12 Galicia	Menores de 25 años	2023T3	23,98
Ambos sexos	12 Galicia	Menores de 25 años	2023T2	24,28
Ambos sexos	12 Galicia	Menores de 25 años	2023T1	28,74
Ambos sexos	12 Galicia	Menores de 25 años	2022T4	30,37
Ambos sexos	12 Galicia	Menores de 25 años	2022T3	32,45
Ambos sexos	12 Galicia	Menores de 25 años	2022T2	34,88
Ambos sexos	12 Galicia	Menores de 25 años	2022T1	32,01
Ambos sexos	12 Galicia	Menores de 25 años	2021T4	35,63
Ambos sexos	12 Galicia	Menores de 25 años	2021T3	24,32
Ambos sexos	12 Galicia	Menores de 25 años	2021T2	33,67
Ambos sexos	12 Galicia	Menores de 25 años	2021T1	37,08
Ambos sexos	12 Galicia	25 y más años	2023T4	8,57
Ambos sexos	12 Galicia	25 y más años	2023T3	8,43
Ambos sexos	12 Galicia	25 y más años	2023T2	8,82
Ambos sexos	12 Galicia	25 y más años	2023T1	10,05
Ambos sexos	12 Galicia	25 y más años	2022T4	9,73
Ambos sexos	12 Galicia	25 y más años	2022T3	9,64
Ambos sexos	12 Galicia	25 y más años	2022T2	10,07
Ambos sexos	12 Galicia	25 y más años	2022T1	10,49
Ambos sexos	12 Galicia	25 y más años	2021T4	9,91
Ambos sexos	12 Galicia	25 y más años	2021T3	9,54
Ambos sexos	12 Galicia	25 y más años	2021T2	11,52
Ambos sexos	12 Galicia	25 y más años	2021T1	12,13
Ambos sexos	12 Galicia	De 16 a 19 años	2023T4	29,46
Ambos sexos	12 Galicia	De 16 a 19 años	2023T3	33,44
Ambos sexos	12 Galicia	De 16 a 19 años	2023T2	26,05
Ambos sexos	12 Galicia	De 16 a 19 años	2023T1	53,58
Ambos sexos	12 Galicia	De 16 a 19 años	2022T4	39,23
Ambos sexos	12 Galicia	De 16 a 19 años	2022T3	40,16
Ambos sexos	12 Galicia	De 16 a 19 años	2022T2	55,34
Ambos sexos	12 Galicia	De 16 a 19 años	2022T1	37,75
Ambos sexos	12 Galicia	De 16 a 19 años	2021T4	59,86
Ambos sexos	12 Galicia	De 16 a 19 años	2021T3	29,43
Ambos sexos	12 Galicia	De 16 a 19 años	2021T2	42,14
Ambos sexos	12 Galicia	De 16 a 19 años	2021T1	50,09
Ambos sexos	12 Galicia	De 20 a 24 años	2023T4	20,12
Ambos sexos	12 Galicia	De 20 a 24 años	2023T3	22,18
Ambos sexos	12 Galicia	De 20 a 24 años	2023T2	24,05
Ambos sexos	12 Galicia	De 20 a 24 años	2023T1	25,78
Ambos sexos	12 Galicia	De 20 a 24 años	2022T4	29,19
Ambos sexos	12 Galicia	De 20 a 24 años	2022T3	30,94
Ambos sexos	12 Galicia	De 20 a 24 años	2022T2	31,15
Ambos sexos	12 Galicia	De 20 a 24 años	2022T1	31,03
Ambos sexos	12 Galicia	De 20 a 24 años	2021T4	31,89
Ambos sexos	12 Galicia	De 20 a 24 años	2021T3	23,54
Ambos sexos	12 Galicia	De 20 a 24 años	2021T2	32,68
Ambos sexos	12 Galicia	De 20 a 24 años	2021T1	35,27
Ambos sexos	12 Galicia	De 25 a 54 años	2023T4	8,51
Ambos sexos	12 Galicia	De 25 a 54 años	2023T3	8,74
Ambos sexos	12 Galicia	De 25 a 54 años	2023T2	8,86
Ambos sexos	12 Galicia	De 25 a 54 años	2023T1	10,36
Ambos sexos	12 Galicia	De 25 a 54 años	2022T4	10,13
Ambos sexos	12 Galicia	De 25 a 54 años	2022T3	9,86
Ambos sexos	12 Galicia	De 25 a 54 años	2022T2	10,17
Ambos sexos	12 Galicia	De 25 a 54 años	2022T1	10,71
Ambos sexos	12 Galicia	De 25 a 54 años	2021T4	9,83
Ambos sexos	12 Galicia	De 25 a 54 años	2021T3	9,69
Ambos sexos	12 Galicia	De 25 a 54 años	2021T2	11,68
Ambos sexos	12 Galicia	De 25 a 54 años	2021T1	12,83
Ambos sexos	12 Galicia	De 55 y más años	2023T4	8,74
Ambos sexos	12 Galicia	De 55 y más años	2023T3	7,42
Ambos sexos	12 Galicia	De 55 y más años	2023T2	8,72
Ambos sexos	12 Galicia	De 55 y más años	2023T1	9,02
Ambos sexos	12 Galicia	De 55 y más años	2022T4	8,33
Ambos sexos	12 Galicia	De 55 y más años	2022T3	8,86
Ambos sexos	12 Galicia	De 55 y más años	2022T2	9,75
Ambos sexos	12 Galicia	De 55 y más años	2022T1	9,71
Ambos sexos	12 Galicia	De 55 y más años	2021T4	10,18
Ambos sexos	12 Galicia	De 55 y más años	2021T3	9,01
Ambos sexos	12 Galicia	De 55 y más años	2021T2	10,96
Ambos sexos	12 Galicia	De 55 y más años	2021T1	9,63
Ambos sexos	13 Madrid, Comunidad de	Total	2023T4	9,72
Ambos sexos	13 Madrid, Comunidad de	Total	2023T3	10,53
Ambos sexos	13 Madrid, Comunidad de	Total	2023T2	9,56
Ambos sexos	13 Madrid, Comunidad de	Total	2023T1	11,01
Ambos sexos	13 Madrid, Comunidad de	Total	2022T4	11,51
Ambos sexos	13 Madrid, Comunidad de	Total	2022T3	11,33
Ambos sexos	13 Madrid, Comunidad de	Total	2022T2	10,18
Ambos sexos	13 Madrid, Comunidad de	Total	2022T1	11,85
Ambos sexos	13 Madrid, Comunidad de	Total	2021T4	10,12
Ambos sexos	13 Madrid, Comunidad de	Total	2021T3	11,84
Ambos sexos	13 Madrid, Comunidad de	Total	2021T2	12,09
Ambos sexos	13 Madrid, Comunidad de	Total	2021T1	12,15
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2023T4	25,33
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2023T3	30,00
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2023T2	25,31
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2023T1	32,33
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2022T4	31,02
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2022T3	37,56
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2022T2	20,86
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2022T1	27,91
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2021T4	23,67
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2021T3	27,76
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2021T2	34,01
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2021T1	31,75
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2023T4	8,59
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2023T3	9,04
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2023T2	8,45
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2023T1	9,33
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2022T4	10,11
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2022T3	9,29
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2022T2	9,38
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2022T1	10,63
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2021T4	9,20
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2021T3	10,66
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2021T2	10,47
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2021T1	10,80
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2023T4	28,03
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2023T3	52,62
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2023T2	37,61
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2023T1	59,14
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2022T4	61,35
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2022T3	55,30
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2022T2	38,10
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2022T1	54,55
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2021T4	50,72
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2021T3	40,97
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2021T2	64,53
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2021T1	54,79
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2023T4	25,00
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2023T3	26,29
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2023T2	23,74
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2023T1	26,44
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2022T4	25,22
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2022T3	33,98
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2022T2	18,09
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2022T1	21,43
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2021T4	19,11
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2021T3	24,80
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2021T2	26,81
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2021T1	27,54
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2023T4	8,44
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2023T3	9,19
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2023T2	8,17
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2023T1	9,25
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2022T4	10,07
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2022T3	9,64
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2022T2	9,05
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2022T1	10,68
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2021T4	9,01
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2021T3	9,98
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2021T2	10,38
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2021T1	11,02
Ambos sexos	13 Madrid, Comunidad de	De 55 y más años	2023T4	9,14
Ambos sexos	13 Madrid, Comunidad de	De 55 y más años	2023T3	8,49
Ambos sexos	13 Madrid, Comunidad de	De 55 y más años	2023T2	9,48
Ambos sexos	13 Madrid, Comunidad de	De 55 y más años	2023T1	9,62
Ambos sexos	13 Madrid, Comunidad de	De 55 y más años	2022T4	10,23
Ambos sexos	13 Madrid, Comunidad de	De 55 y más años	2022T3	8,01
Ambos sexos	13 Madrid, Comunidad de	De 55 y más años	2022T2	10,61
Ambos sexos	13 Madrid, Comunidad de	De 55 y más años	2022T1	10,44
Ambos sexos	13 Madrid, Comunidad de	De 55 y más años	2021T4	9,91
Ambos sexos	13 Madrid, Comunidad de	De 55 y más años	2021T3	13,35
Ambos sexos	13 Madrid, Comunidad de	De 55 y más años	2021T2	10,85
Ambos sexos	13 Madrid, Comunidad de	De 55 y más años	2021T1	9,94
Ambos sexos	14 Murcia, Región de	Total	2023T4	11,32
Ambos sexos	14 Murcia, Región de	Total	2023T3	13,39
Ambos sexos	14 Murcia, Región de	Total	2023T2	12,35
Ambos sexos	14 Murcia, Región de	Total	2023T1	13,48
Ambos sexos	14 Murcia, Región de	Total	2022T4	12,89
Ambos sexos	14 Murcia, Región de	Total	2022T3	14,54
Ambos sexos	14 Murcia, Región de	Total	2022T2	12,18
Ambos sexos	14 Murcia, Región de	Total	2022T1	13,44
Ambos sexos	14 Murcia, Región de	Total	2021T4	12,92
Ambos sexos	14 Murcia, Región de	Total	2021T3	14,65
Ambos sexos	14 Murcia, Región de	Total	2021T2	13,15
Ambos sexos	14 Murcia, Región de	Total	2021T1	16,42
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2023T4	27,61
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2023T3	26,14
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2023T2	28,41
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2023T1	32,70
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2022T4	32,02
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2022T3	32,59
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2022T2	25,18
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2022T1	25,97
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2021T4	27,23
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2021T3	26,68
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2021T2	33,12
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2021T1	37,45
Ambos sexos	14 Murcia, Región de	25 y más años	2023T4	10,06
Ambos sexos	14 Murcia, Región de	25 y más años	2023T3	12,21
Ambos sexos	14 Murcia, Región de	25 y más años	2023T2	10,93
Ambos sexos	14 Murcia, Región de	25 y más años	2023T1	11,85
Ambos sexos	14 Murcia, Región de	25 y más años	2022T4	11,30
Ambos sexos	14 Murcia, Región de	25 y más años	2022T3	12,88
Ambos sexos	14 Murcia, Región de	25 y más años	2022T2	11,13
Ambos sexos	14 Murcia, Región de	25 y más años	2022T1	12,43
Ambos sexos	14 Murcia, Región de	25 y más años	2021T4	11,79
Ambos sexos	14 Murcia, Región de	25 y más años	2021T3	13,56
Ambos sexos	14 Murcia, Región de	25 y más años	2021T2	11,54
Ambos sexos	14 Murcia, Región de	25 y más años	2021T1	14,85
