Sexo	Comunidades y Ciudades Autónomas	Edad	Periodo	Total
Hombres	10 Comunitat Valenciana	25 y más años	2022T4	10,13
Hombres	10 Comunitat Valenciana	25 y más años	2022T3	9,88
Hombres	10 Comunitat Valenciana	25 y más años	2022T2	9,90
Hombres	10 Comunitat Valenciana	25 y más años	2022T1	10,38
Hombres	10 Comunitat Valenciana	25 y más años	2021T4	11,41
Hombres	10 Comunitat Valenciana	25 y más años	2021T3	12,17
Hombres	10 Comunitat Valenciana	25 y más años	2021T2	12,26
Hombres	10 Comunitat Valenciana	25 y más años	2021T1	13,57
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2023T4	54,77
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2023T3	51,00
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2023T2	59,47
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2023T1	45,62
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2022T4	43,39
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2022T3	43,09
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2022T2	56,82
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2022T1	34,42
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2021T4	41,12
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2021T3	46,68
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2021T2	46,75
Hombres	10 Comunitat Valenciana	De 16 a 19 años	2021T1	62,02
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2023T4	26,06
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2023T3	19,58
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2023T2	22,29
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2023T1	23,11
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2022T4	26,02
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2022T3	18,89
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2022T2	20,80
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2022T1	28,62
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2021T4	27,92
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2021T3	31,43
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2021T2	38,88
Hombres	10 Comunitat Valenciana	De 20 a 24 años	2021T1	33,86
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2023T4	9,40
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2023T3	8,49
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2023T2	9,22
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2023T1	9,79
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2022T4	10,42
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2022T3	9,49
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2022T2	8,93
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2022T1	10,08
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2021T4	11,59
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2021T3	12,29
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2021T2	12,15
Hombres	10 Comunitat Valenciana	De 25 a 54 años	2021T1	13,34
Hombres	10 Comunitat Valenciana	De 55 y más años	2023T4	9,22
Hombres	10 Comunitat Valenciana	De 55 y más años	2023T3	7,55
Hombres	10 Comunitat Valenciana	De 55 y más años	2023T2	9,13
Hombres	10 Comunitat Valenciana	De 55 y más años	2023T1	10,65
Hombres	10 Comunitat Valenciana	De 55 y más años	2022T4	9,13
Hombres	10 Comunitat Valenciana	De 55 y más años	2022T3	11,23
Hombres	10 Comunitat Valenciana	De 55 y más años	2022T2	13,29
Hombres	10 Comunitat Valenciana	De 55 y más años	2022T1	11,45
Hombres	10 Comunitat Valenciana	De 55 y más años	2021T4	10,80
Hombres	10 Comunitat Valenciana	De 55 y más años	2021T3	11,70
Hombres	10 Comunitat Valenciana	De 55 y más años	2021T2	12,68
Hombres	10 Comunitat Valenciana	De 55 y más años	2021T1	14,43
Hombres	11 Extremadura	Total	2023T4	14,15
Hombres	11 Extremadura	Total	2023T3	13,82
Hombres	11 Extremadura	Total	2023T2	13,34
Hombres	11 Extremadura	Total	2023T1	15,92
Hombres	11 Extremadura	Total	2022T4	14,17
Hombres	11 Extremadura	Total	2022T3	12,88
Hombres	11 Extremadura	Total	2022T2	14,04
Hombres	11 Extremadura	Total	2022T1	15,58
Hombres	11 Extremadura	Total	2021T4	16,19
Hombres	11 Extremadura	Total	2021T3	13,49
Hombres	11 Extremadura	Total	2021T2	13,58
Hombres	11 Extremadura	Total	2021T1	17,84
Hombres	11 Extremadura	Menores de 25 años	2023T4	23,02
Hombres	11 Extremadura	Menores de 25 años	2023T3	30,10
Hombres	11 Extremadura	Menores de 25 años	2023T2	28,81
Hombres	11 Extremadura	Menores de 25 años	2023T1	34,88
Hombres	11 Extremadura	Menores de 25 años	2022T4	39,13
Hombres	11 Extremadura	Menores de 25 años	2022T3	28,67
Hombres	11 Extremadura	Menores de 25 años	2022T2	46,27
Hombres	11 Extremadura	Menores de 25 años	2022T1	37,01
Hombres	11 Extremadura	Menores de 25 años	2021T4	46,18
Hombres	11 Extremadura	Menores de 25 años	2021T3	34,14
Hombres	11 Extremadura	Menores de 25 años	2021T2	34,60
Hombres	11 Extremadura	Menores de 25 años	2021T1	53,31
Hombres	11 Extremadura	25 y más años	2023T4	13,64
Hombres	11 Extremadura	25 y más años	2023T3	12,55
Hombres	11 Extremadura	25 y más años	2023T2	12,39
Hombres	11 Extremadura	25 y más años	2023T1	14,80
Hombres	11 Extremadura	25 y más años	2022T4	12,53
Hombres	11 Extremadura	25 y más años	2022T3	11,68
Hombres	11 Extremadura	25 y más años	2022T2	11,62
Hombres	11 Extremadura	25 y más años	2022T1	14,34
Hombres	11 Extremadura	25 y más años	2021T4	14,31
Hombres	11 Extremadura	25 y más años	2021T3	11,95
Hombres	11 Extremadura	25 y más años	2021T2	12,17
Hombres	11 Extremadura	25 y más años	2021T1	15,51
Hombres	11 Extremadura	De 16 a 19 años	2023T4	22,78
Hombres	11 Extremadura	De 16 a 19 años	2023T3	49,56
Hombres	11 Extremadura	De 16 a 19 años	2023T2	59,68
Hombres	11 Extremadura	De 16 a 19 años	2023T1	85,79
Hombres	11 Extremadura	De 16 a 19 años	2022T4	88,92
Hombres	11 Extremadura	De 16 a 19 años	2022T3	50,22
Hombres	11 Extremadura	De 16 a 19 años	2022T2	52,75
Hombres	11 Extremadura	De 16 a 19 años	2022T1	34,44
Hombres	11 Extremadura	De 16 a 19 años	2021T4	66,29
Hombres	11 Extremadura	De 16 a 19 años	2021T3	41,06
Hombres	11 Extremadura	De 16 a 19 años	2021T2	26,78
Hombres	11 Extremadura	De 16 a 19 años	2021T1	68,84
Hombres	11 Extremadura	De 20 a 24 años	2023T4	23,06
Hombres	11 Extremadura	De 20 a 24 años	2023T3	24,63
Hombres	11 Extremadura	De 20 a 24 años	2023T2	25,76
Hombres	11 Extremadura	De 20 a 24 años	2023T1	29,71
Hombres	11 Extremadura	De 20 a 24 años	2022T4	28,38
Hombres	11 Extremadura	De 20 a 24 años	2022T3	24,05
Hombres	11 Extremadura	De 20 a 24 años	2022T2	44,22
Hombres	11 Extremadura	De 20 a 24 años	2022T1	37,63
Hombres	11 Extremadura	De 20 a 24 años	2021T4	39,41
Hombres	11 Extremadura	De 20 a 24 años	2021T3	31,80
Hombres	11 Extremadura	De 20 a 24 años	2021T2	36,38
Hombres	11 Extremadura	De 20 a 24 años	2021T1	49,17
Hombres	11 Extremadura	De 25 a 54 años	2023T4	12,44
Hombres	11 Extremadura	De 25 a 54 años	2023T3	12,68
Hombres	11 Extremadura	De 25 a 54 años	2023T2	12,23
Hombres	11 Extremadura	De 25 a 54 años	2023T1	14,60
Hombres	11 Extremadura	De 25 a 54 años	2022T4	11,99
Hombres	11 Extremadura	De 25 a 54 años	2022T3	11,29
Hombres	11 Extremadura	De 25 a 54 años	2022T2	11,46
Hombres	11 Extremadura	De 25 a 54 años	2022T1	13,79
Hombres	11 Extremadura	De 25 a 54 años	2021T4	13,81
Hombres	11 Extremadura	De 25 a 54 años	2021T3	11,35
Hombres	11 Extremadura	De 25 a 54 años	2021T2	11,12
Hombres	11 Extremadura	De 25 a 54 años	2021T1	13,86
Hombres	11 Extremadura	De 55 y más años	2023T4	17,28
Hombres	11 Extremadura	De 55 y más años	2023T3	12,17
Hombres	11 Extremadura	De 55 y más años	2023T2	12,88
Hombres	11 Extremadura	De 55 y más años	2023T1	15,42
Hombres	11 Extremadura	De 55 y más años	2022T4	14,21
Hombres	11 Extremadura	De 55 y más años	2022T3	12,93
Hombres	11 Extremadura	De 55 y más años	2022T2	12,13
Hombres	11 Extremadura	De 55 y más años	2022T1	16,20
Hombres	11 Extremadura	De 55 y más años	2021T4	15,95
Hombres	11 Extremadura	De 55 y más años	2021T3	14,00
Hombres	11 Extremadura	De 55 y más años	2021T2	15,85
Hombres	11 Extremadura	De 55 y más años	2021T1	21,33
Hombres	12 Galicia	Total	2023T4	8,24
Hombres	12 Galicia	Total	2023T3	8,43
Hombres	12 Galicia	Total	2023T2	8,91
Hombres	12 Galicia	Total	2023T1	10,07
Hombres	12 Galicia	Total	2022T4	9,81
Hombres	12 Galicia	Total	2022T3	9,84
Hombres	12 Galicia	Total	2022T2	10,54
Hombres	12 Galicia	Total	2022T1	10,10
Hombres	12 Galicia	Total	2021T4	9,89
Hombres	12 Galicia	Total	2021T3	9,46
Hombres	12 Galicia	Total	2021T2	11,27
Hombres	12 Galicia	Total	2021T1	11,80
Hombres	12 Galicia	Menores de 25 años	2023T4	19,57
Hombres	12 Galicia	Menores de 25 años	2023T3	23,17
Hombres	12 Galicia	Menores de 25 años	2023T2	23,57
Hombres	12 Galicia	Menores de 25 años	2023T1	28,59
Hombres	12 Galicia	Menores de 25 años	2022T4	31,33
Hombres	12 Galicia	Menores de 25 años	2022T3	34,37
Hombres	12 Galicia	Menores de 25 años	2022T2	32,34
Hombres	12 Galicia	Menores de 25 años	2022T1	28,73
Hombres	12 Galicia	Menores de 25 años	2021T4	33,64
Hombres	12 Galicia	Menores de 25 años	2021T3	23,59
Hombres	12 Galicia	Menores de 25 años	2021T2	33,65
Hombres	12 Galicia	Menores de 25 años	2021T1	36,43
Hombres	12 Galicia	25 y más años	2023T4	7,63
Hombres	12 Galicia	25 y más años	2023T3	7,47
Hombres	12 Galicia	25 y más años	2023T2	8,10
Hombres	12 Galicia	25 y más años	2023T1	9,15
Hombres	12 Galicia	25 y más años	2022T4	8,74
Hombres	12 Galicia	25 y más años	2022T3	8,31
Hombres	12 Galicia	25 y más años	2022T2	9,29
Hombres	12 Galicia	25 y más años	2022T1	9,05
Hombres	12 Galicia	25 y más años	2021T4	8,64
Hombres	12 Galicia	25 y más años	2021T3	8,66
Hombres	12 Galicia	25 y más años	2021T2	10,25
Hombres	12 Galicia	25 y más años	2021T1	10,74
Hombres	12 Galicia	De 16 a 19 años	2023T4	23,81
Hombres	12 Galicia	De 16 a 19 años	2023T3	28,97
Hombres	12 Galicia	De 16 a 19 años	2023T2	27,45
Hombres	12 Galicia	De 16 a 19 años	2023T1	53,30
Hombres	12 Galicia	De 16 a 19 años	2022T4	31,12
Hombres	12 Galicia	De 16 a 19 años	2022T3	43,76
Hombres	12 Galicia	De 16 a 19 años	2022T2	55,46
Hombres	12 Galicia	De 16 a 19 años	2022T1	23,43
Hombres	12 Galicia	De 16 a 19 años	2021T4	52,03
Hombres	12 Galicia	De 16 a 19 años	2021T3	28,59
Hombres	12 Galicia	De 16 a 19 años	2021T2	44,50
Hombres	12 Galicia	De 16 a 19 años	2021T1	48,41
Hombres	12 Galicia	De 20 a 24 años	2023T4	19,15
Hombres	12 Galicia	De 20 a 24 años	2023T3	21,87
Hombres	12 Galicia	De 20 a 24 años	2023T2	23,01
Hombres	12 Galicia	De 20 a 24 años	2023T1	25,40
Hombres	12 Galicia	De 20 a 24 años	2022T4	31,36
Hombres	12 Galicia	De 20 a 24 años	2022T3	32,68
Hombres	12 Galicia	De 20 a 24 años	2022T2	27,59
Hombres	12 Galicia	De 20 a 24 años	2022T1	29,85
Hombres	12 Galicia	De 20 a 24 años	2021T4	30,07
Hombres	12 Galicia	De 20 a 24 años	2021T3	22,76
Hombres	12 Galicia	De 20 a 24 años	2021T2	31,94
Hombres	12 Galicia	De 20 a 24 años	2021T1	34,37
Hombres	12 Galicia	De 25 a 54 años	2023T4	7,45
Hombres	12 Galicia	De 25 a 54 años	2023T3	7,73
Hombres	12 Galicia	De 25 a 54 años	2023T2	7,94
Hombres	12 Galicia	De 25 a 54 años	2023T1	9,37
Hombres	12 Galicia	De 25 a 54 años	2022T4	9,04
Hombres	12 Galicia	De 25 a 54 años	2022T3	8,45
Hombres	12 Galicia	De 25 a 54 años	2022T2	9,44
Hombres	12 Galicia	De 25 a 54 años	2022T1	8,87
Hombres	12 Galicia	De 25 a 54 años	2021T4	8,41
Hombres	12 Galicia	De 25 a 54 años	2021T3	8,68
Hombres	12 Galicia	De 25 a 54 años	2021T2	10,22
Hombres	12 Galicia	De 25 a 54 años	2021T1	11,13
Hombres	12 Galicia	De 55 y más años	2023T4	8,19
Hombres	12 Galicia	De 55 y más años	2023T3	6,66
Hombres	12 Galicia	De 55 y más años	2023T2	8,61
Hombres	12 Galicia	De 55 y más años	2023T1	8,44
Hombres	12 Galicia	De 55 y más años	2022T4	7,73
Hombres	12 Galicia	De 55 y más años	2022T3	7,85
Hombres	12 Galicia	De 55 y más años	2022T2	8,74
Hombres	12 Galicia	De 55 y más años	2022T1	9,70
Hombres	12 Galicia	De 55 y más años	2021T4	9,43
Hombres	12 Galicia	De 55 y más años	2021T3	8,60
Hombres	12 Galicia	De 55 y más años	2021T2	10,35
Hombres	12 Galicia	De 55 y más años	2021T1	9,33
Hombres	13 Madrid, Comunidad de	Total	2023T4	8,90
Hombres	13 Madrid, Comunidad de	Total	2023T3	8,53
Hombres	13 Madrid, Comunidad de	Total	2023T2	7,98
Hombres	13 Madrid, Comunidad de	Total	2023T1	9,95
Hombres	13 Madrid, Comunidad de	Total	2022T4	9,57
Hombres	13 Madrid, Comunidad de	Total	2022T3	9,47
Hombres	13 Madrid, Comunidad de	Total	2022T2	9,05
Hombres	13 Madrid, Comunidad de	Total	2022T1	10,31
Hombres	13 Madrid, Comunidad de	Total	2021T4	9,31
Hombres	13 Madrid, Comunidad de	Total	2021T3	11,13
Hombres	13 Madrid, Comunidad de	Total	2021T2	11,41
Hombres	13 Madrid, Comunidad de	Total	2021T1	10,79
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2023T4	28,85
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2023T3	28,32
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2023T2	27,59
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2023T1	32,26
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2022T4	35,49
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2022T3	37,81
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2022T2	23,47
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2022T1	30,54
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2021T4	23,86
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2021T3	28,90
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2021T2	40,20
Hombres	13 Madrid, Comunidad de	Menores de 25 años	2021T1	31,99
Hombres	13 Madrid, Comunidad de	25 y más años	2023T4	7,37
Hombres	13 Madrid, Comunidad de	25 y más años	2023T3	6,94
Hombres	13 Madrid, Comunidad de	25 y más años	2023T2	6,55
Hombres	13 Madrid, Comunidad de	25 y más años	2023T1	8,20
Hombres	13 Madrid, Comunidad de	25 y más años	2022T4	7,54
Hombres	13 Madrid, Comunidad de	25 y más años	2022T3	7,30
Hombres	13 Madrid, Comunidad de	25 y más años	2022T2	7,97
Hombres	13 Madrid, Comunidad de	25 y más años	2022T1	8,81
Hombres	13 Madrid, Comunidad de	25 y más años	2021T4	8,30
Hombres	13 Madrid, Comunidad de	25 y más años	2021T3	9,90
Hombres	13 Madrid, Comunidad de	25 y más años	2021T2	9,42
Hombres	13 Madrid, Comunidad de	25 y más años	2021T1	9,36
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2023T4	28,55
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2023T3	49,15
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2023T2	45,32
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2023T1	65,32
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2022T4	65,23
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2022T3	60,06
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2022T2	48,95
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2022T1	51,44
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2021T4	54,99
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2021T3	44,61
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2021T2	61,58
Hombres	13 Madrid, Comunidad de	De 16 a 19 años	2021T1	61,77
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2023T4	28,89
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2023T3	24,59
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2023T2	25,18
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2023T1	25,22
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2022T4	28,73
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2022T3	34,56
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2022T2	19,21
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2022T1	25,94
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2021T4	18,34
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2021T3	25,73
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2021T2	35,57
Hombres	13 Madrid, Comunidad de	De 20 a 24 años	2021T1	26,64
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2023T4	7,13
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2023T3	7,24
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2023T2	5,90
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2023T1	7,91
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2022T4	7,33
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2022T3	7,63
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2022T2	7,73
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2022T1	8,74
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2021T4	8,29
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2021T3	9,40
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2021T2	9,00
Hombres	13 Madrid, Comunidad de	De 25 a 54 años	2021T1	9,46
Hombres	13 Madrid, Comunidad de	De 55 y más años	2023T4	8,24
Hombres	13 Madrid, Comunidad de	De 55 y más años	2023T3	5,85
Hombres	13 Madrid, Comunidad de	De 55 y más años	2023T2	8,89
Hombres	13 Madrid, Comunidad de	De 55 y más años	2023T1	9,24
Hombres	13 Madrid, Comunidad de	De 55 y más años	2022T4	8,28
Hombres	13 Madrid, Comunidad de	De 55 y más años	2022T3	6,07
Hombres	13 Madrid, Comunidad de	De 55 y más años	2022T2	8,83
Hombres	13 Madrid, Comunidad de	De 55 y más años	2022T1	9,06
Hombres	13 Madrid, Comunidad de	De 55 y más años	2021T4	8,37
Hombres	13 Madrid, Comunidad de	De 55 y más años	2021T3	11,86
Hombres	13 Madrid, Comunidad de	De 55 y más años	2021T2	11,06
Hombres	13 Madrid, Comunidad de	De 55 y más años	2021T1	8,94
Hombres	14 Murcia, Región de	Total	2023T4	9,68
Hombres	14 Murcia, Región de	Total	2023T3	11,39
Hombres	14 Murcia, Región de	Total	2023T2	11,38
Hombres	14 Murcia, Región de	Total	2023T1	11,26
Hombres	14 Murcia, Región de	Total	2022T4	10,91
Hombres	14 Murcia, Región de	Total	2022T3	13,09
Hombres	14 Murcia, Región de	Total	2022T2	10,48
Hombres	14 Murcia, Región de	Total	2022T1	11,90
Hombres	14 Murcia, Región de	Total	2021T4	10,58
Hombres	14 Murcia, Región de	Total	2021T3	12,82
Hombres	14 Murcia, Región de	Total	2021T2	11,23
Hombres	14 Murcia, Región de	Total	2021T1	13,24
Hombres	14 Murcia, Región de	Menores de 25 años	2023T4	25,48
Hombres	14 Murcia, Región de	Menores de 25 años	2023T3	20,20
Hombres	14 Murcia, Región de	Menores de 25 años	2023T2	24,68
Hombres	14 Murcia, Región de	Menores de 25 años	2023T1	30,14
Hombres	14 Murcia, Región de	Menores de 25 años	2022T4	30,52
Hombres	14 Murcia, Región de	Menores de 25 años	2022T3	31,63
Hombres	14 Murcia, Región de	Menores de 25 años	2022T2	25,86
Hombres	14 Murcia, Región de	Menores de 25 años	2022T1	33,85
Hombres	14 Murcia, Región de	Menores de 25 años	2021T4	24,42
Hombres	14 Murcia, Región de	Menores de 25 años	2021T3	22,42
Hombres	14 Murcia, Región de	Menores de 25 años	2021T2	34,83
Hombres	14 Murcia, Región de	Menores de 25 años	2021T1	30,16
Hombres	14 Murcia, Región de	25 y más años	2023T4	8,22
Hombres	14 Murcia, Región de	25 y más años	2023T3	10,56
Hombres	14 Murcia, Región de	25 y más años	2023T2	10,14
Hombres	14 Murcia, Región de	25 y más años	2023T1	9,61
Hombres	14 Murcia, Región de	25 y más años	2022T4	9,19
Hombres	14 Murcia, Región de	25 y más años	2022T3	11,30
Hombres	14 Murcia, Región de	25 y más años	2022T2	9,18
Hombres	14 Murcia, Región de	25 y más años	2022T1	9,95
Hombres	14 Murcia, Región de	25 y más años	2021T4	9,45
Hombres	14 Murcia, Región de	25 y más años	2021T3	11,95
Hombres	14 Murcia, Región de	25 y más años	2021T2	9,18
Hombres	14 Murcia, Región de	25 y más años	2021T1	11,87
Hombres	14 Murcia, Región de	De 16 a 19 años	2023T4	46,63
Hombres	14 Murcia, Región de	De 16 a 19 años	2023T3	28,60
Hombres	14 Murcia, Región de	De 16 a 19 años	2023T2	34,89
Hombres	14 Murcia, Región de	De 16 a 19 años	2023T1	51,70
Hombres	14 Murcia, Región de	De 16 a 19 años	2022T4	58,62
Hombres	14 Murcia, Región de	De 16 a 19 años	2022T3	65,13
Hombres	14 Murcia, Región de	De 16 a 19 años	2022T2	47,72
Hombres	14 Murcia, Región de	De 16 a 19 años	2022T1	58,56
Hombres	14 Murcia, Región de	De 16 a 19 años	2021T4	58,50
Hombres	14 Murcia, Región de	De 16 a 19 años	2021T3	59,77
Hombres	14 Murcia, Región de	De 16 a 19 años	2021T2	58,12
Hombres	14 Murcia, Región de	De 16 a 19 años	2021T1	52,64
Hombres	14 Murcia, Región de	De 20 a 24 años	2023T4	20,75
Hombres	14 Murcia, Región de	De 20 a 24 años	2023T3	18,41
Hombres	14 Murcia, Región de	De 20 a 24 años	2023T2	22,15
Hombres	14 Murcia, Región de	De 20 a 24 años	2023T1	25,37
Hombres	14 Murcia, Región de	De 20 a 24 años	2022T4	21,00
Hombres	14 Murcia, Región de	De 20 a 24 años	2022T3	19,87
Hombres	14 Murcia, Región de	De 20 a 24 años	2022T2	17,59
Hombres	14 Murcia, Región de	De 20 a 24 años	2022T1	24,99
Hombres	14 Murcia, Región de	De 20 a 24 años	2021T4	17,27
Hombres	14 Murcia, Región de	De 20 a 24 años	2021T3	15,50
Hombres	14 Murcia, Región de	De 20 a 24 años	2021T2	28,51
Hombres	14 Murcia, Región de	De 20 a 24 años	2021T1	24,84
Hombres	14 Murcia, Región de	De 25 a 54 años	2023T4	9,27
Hombres	14 Murcia, Región de	De 25 a 54 años	2023T3	10,37
Hombres	14 Murcia, Región de	De 25 a 54 años	2023T2	11,19
Hombres	14 Murcia, Región de	De 25 a 54 años	2023T1	9,80
Hombres	14 Murcia, Región de	De 25 a 54 años	2022T4	9,84
Hombres	14 Murcia, Región de	De 25 a 54 años	2022T3	11,44
Hombres	14 Murcia, Región de	De 25 a 54 años	2022T2	9,70
Hombres	14 Murcia, Región de	De 25 a 54 años	2022T1	11,19
Hombres	14 Murcia, Región de	De 25 a 54 años	2021T4	10,26
Hombres	14 Murcia, Región de	De 25 a 54 años	2021T3	12,51
Hombres	14 Murcia, Región de	De 25 a 54 años	2021T2	9,87
Hombres	14 Murcia, Región de	De 25 a 54 años	2021T1	12,84
Hombres	14 Murcia, Región de	De 55 y más años	2023T4	4,36
Hombres	14 Murcia, Región de	De 55 y más años	2023T3	11,28
Hombres	14 Murcia, Región de	De 55 y más años	2023T2	6,24
Hombres	14 Murcia, Región de	De 55 y más años	2023T1	8,90
Hombres	14 Murcia, Región de	De 55 y más años	2022T4	6,67
Hombres	14 Murcia, Región de	De 55 y más años	2022T3	10,75
Hombres	14 Murcia, Región de	De 55 y más años	2022T2	7,13
Hombres	14 Murcia, Región de	De 55 y más años	2022T1	5,02
Hombres	14 Murcia, Región de	De 55 y más años	2021T4	6,44
Hombres	14 Murcia, Región de	De 55 y más años	2021T3	9,86
Hombres	14 Murcia, Región de	De 55 y más años	2021T2	6,49
Hombres	14 Murcia, Región de	De 55 y más años	2021T1	7,98
Hombres	15 Navarra, Comunidad Foral de	Total	2023T4	7,79
Hombres	15 Navarra, Comunidad Foral de	Total	2023T3	9,02
Hombres	15 Navarra, Comunidad Foral de	Total	2023T2	7,97
Hombres	15 Navarra, Comunidad Foral de	Total	2023T1	11,69
Hombres	15 Navarra, Comunidad Foral de	Total	2022T4	9,66
Hombres	15 Navarra, Comunidad Foral de	Total	2022T3	7,51
Hombres	15 Navarra, Comunidad Foral de	Total	2022T2	7,72
Hombres	15 Navarra, Comunidad Foral de	Total	2022T1	11,42
Hombres	15 Navarra, Comunidad Foral de	Total	2021T4	11,31
Hombres	15 Navarra, Comunidad Foral de	Total	2021T3	12,03
Hombres	15 Navarra, Comunidad Foral de	Total	2021T2	10,72
Hombres	15 Navarra, Comunidad Foral de	Total	2021T1	11,58
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2023T4	21,36
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2023T3	32,28
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2023T2	32,83
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2023T1	28,84
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2022T4	30,13
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2022T3	23,41
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2022T2	15,64
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2022T1	23,12
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2021T4	21,62
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2021T3	21,74
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2021T2	31,49
Hombres	15 Navarra, Comunidad Foral de	Menores de 25 años	2021T1	26,75
Hombres	15 Navarra, Comunidad Foral de	25 y más años	2023T4	6,68
Hombres	15 Navarra, Comunidad Foral de	25 y más años	2023T3	6,67
Hombres	15 Navarra, Comunidad Foral de	25 y más años	2023T2	5,93
Hombres	15 Navarra, Comunidad Foral de	25 y más años	2023T1	10,48
Hombres	15 Navarra, Comunidad Foral de	25 y más años	2022T4	8,18
Hombres	15 Navarra, Comunidad Foral de	25 y más años	2022T3	6,19
Hombres	15 Navarra, Comunidad Foral de	25 y más años	2022T2	7,09
Hombres	15 Navarra, Comunidad Foral de	25 y más años	2022T1	10,42
