Fecha_Date,Fecha,Anyo,Mes,Trimestre,Target,Model,Type,Valor,Selected_Model,Is_Selected_Model
2026-06-01,2026-06,2026,6,2,Nacional,Gompertz,Forecast,26484.1,SARIMA,False
2026-07-01,2026-07,2026,7,3,Nacional,Gompertz,Forecast,26842.7,SARIMA,False
2026-08-01,2026-08,2026,8,3,Nacional,Gompertz,Forecast,26890.4,SARIMA,False
2026-09-01,2026-09,2026,9,3,Nacional,Gompertz,Forecast,26682.8,SARIMA,False
2026-10-01,2026-10,2026,10,4,Nacional,Gompertz,Forecast,26336.9,SARIMA,False
2026-11-01,2026-11,2026,11,4,Nacional,Gompertz,Forecast,25999.6,SARIMA,False
2026-12-01,2026-12,2026,12,4,Nacional,Gompertz,Forecast,25809.7,SARIMA,False
2027-01-01,2027-01,2027,1,1,Nacional,Gompertz,Forecast,25861.0,SARIMA,False
2027-02-01,2027-02,2027,2,1,Nacional,Gompertz,Forecast,26178.0,SARIMA,False
2027-03-01,2027-03,2027,3,1,Nacional,Gompertz,Forecast,26709.4,SARIMA,False
2027-04-01,2027-04,2027,4,2,Nacional,Gompertz,Forecast,27342.9,SARIMA,False
2027-05-01,2027-05,2027,5,2,Nacional,Gompertz,Forecast,27935.2,SARIMA,False
2027-06-01,2027-06,2027,6,2,Nacional,Gompertz,Forecast,28351.2,SARIMA,False
2027-07-01,2027-07,2027,7,3,Nacional,Gompertz,Forecast,28500.1,SARIMA,False
2027-08-01,2027-08,2027,8,3,Nacional,Gompertz,Forecast,28360.5,SARIMA,False
2027-09-01,2027-09,2027,9,3,Nacional,Gompertz,Forecast,27985.9,SARIMA,False
2027-10-01,2027-10,2027,10,4,Nacional,Gompertz,Forecast,27491.2,SARIMA,False
2027-11-01,2027-11,2027,11,4,Nacional,Gompertz,Forecast,27021.7,SARIMA,False
2027-12-01,2027-12,2027,12,4,Nacional,Gompertz,Forecast,26714.2,SARIMA,False
2026-01-01,2026-01,2026,1,1,Nacional,Ridge,Forecast,225359.8,SARIMA,False
2026-02-01,2026-02,2026,2,1,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2026-03-01,2026-03,2026,3,1,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2026-04-01,2026-04,2026,4,2,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2026-05-01,2026-05,2026,5,2,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2026-06-01,2026-06,2026,6,2,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2026-07-01,2026-07,2026,7,3,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2026-08-01,2026-08,2026,8,3,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2026-09-01,2026-09,2026,9,3,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2026-10-01,2026-10,2026,10,4,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2026-11-01,2026-11,2026,11,4,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2026-12-01,2026-12,2026,12,4,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2027-01-01,2027-01,2027,1,1,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2027-02-01,2027-02,2027,2,1,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2027-03-01,2027-03,2027,3,1,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2027-04-01,2027-04,2027,4,2,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2027-05-01,2027-05,2027,5,2,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2027-06-01,2027-06,2027,6,2,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2027-07-01,2027-07,2027,7,3,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2027-08-01,2027-08,2027,8,3,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2027-09-01,2027-09,2027,9,3,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2027-10-01,2027-10,2027,10,4,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2027-11-01,2027-11,2027,11,4,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2027-12-01,2027-12,2027,12,4,Nacional,Ridge,Forecast,3269016.4,SARIMA,False
2026-01-01,2026-01,2026,1,1,Nacional,Random Forest,Forecast,20656.1,SARIMA,False
2026-02-01,2026-02,2026,2,1,Nacional,Random Forest,Forecast,20558.6,SARIMA,False
2026-03-01,2026-03,2026,3,1,Nacional,Random Forest,Forecast,20553.4,SARIMA,False
2026-04-01,2026-04,2026,4,2,Nacional,Random Forest,Forecast,20555.3,SARIMA,False
2026-05-01,2026-05,2026,5,2,Nacional,Random Forest,Forecast,20570.9,SARIMA,False
2026-06-01,2026-06,2026,6,2,Nacional,Random Forest,Forecast,20905.1,SARIMA,False
2026-07-01,2026-07,2026,7,3,Nacional,Random Forest,Forecast,20955.8,SARIMA,False
2026-08-01,2026-08,2026,8,3,Nacional,Random Forest,Forecast,20909.7,SARIMA,False
2026-09-01,2026-09,2026,9,3,Nacional,Random Forest,Forecast,20769.8,SARIMA,False
2026-10-01,2026-10,2026,10,4,Nacional,Random Forest,Forecast,20762.0,SARIMA,False
2026-11-01,2026-11,2026,11,4,Nacional,Random Forest,Forecast,20878.6,SARIMA,False
2026-12-01,2026-12,2026,12,4,Nacional,Random Forest,Forecast,20671.9,SARIMA,False
2027-01-01,2027-01,2027,1,1,Nacional,Random Forest,Forecast,20658.0,SARIMA,False
2027-02-01,2027-02,2027,2,1,Nacional,Random Forest,Forecast,20573.4,SARIMA,False
2027-03-01,2027-03,2027,3,1,Nacional,Random Forest,Forecast,20568.2,SARIMA,False
2027-04-01,2027-04,2027,4,2,Nacional,Random Forest,Forecast,20555.3,SARIMA,False
2027-05-01,2027-05,2027,5,2,Nacional,Random Forest,Forecast,20570.9,SARIMA,False
2027-06-01,2027-06,2027,6,2,Nacional,Random Forest,Forecast,20905.1,SARIMA,False
2027-07-01,2027-07,2027,7,3,Nacional,Random Forest,Forecast,20955.8,SARIMA,False
2027-08-01,2027-08,2027,8,3,Nacional,Random Forest,Forecast,20909.7,SARIMA,False
2027-09-01,2027-09,2027,9,3,Nacional,Random Forest,Forecast,20769.8,SARIMA,False
2027-10-01,2027-10,2027,10,4,Nacional,Random Forest,Forecast,20762.0,SARIMA,False
2027-11-01,2027-11,2027,11,4,Nacional,Random Forest,Forecast,20878.6,SARIMA,False
2027-12-01,2027-12,2027,12,4,Nacional,Random Forest,Forecast,20671.9,SARIMA,False
2026-01-01,2026-01,2026,1,1,Nacional,XGBoost,Forecast,16516.6,SARIMA,False
2026-02-01,2026-02,2026,2,1,Nacional,XGBoost,Forecast,16440.5,SARIMA,False
2026-03-01,2026-03,2026,3,1,Nacional,XGBoost,Forecast,17422.2,SARIMA,False
2026-04-01,2026-04,2026,4,2,Nacional,XGBoost,Forecast,17803.7,SARIMA,False
2026-05-01,2026-05,2026,5,2,Nacional,XGBoost,Forecast,18559.3,SARIMA,False
2026-06-01,2026-06,2026,6,2,Nacional,XGBoost,Forecast,18232.5,SARIMA,False
2026-07-01,2026-07,2026,7,3,Nacional,XGBoost,Forecast,18822.3,SARIMA,False
2026-08-01,2026-08,2026,8,3,Nacional,XGBoost,Forecast,18822.3,SARIMA,False
2026-09-01,2026-09,2026,9,3,Nacional,XGBoost,Forecast,18822.3,SARIMA,False
2026-10-01,2026-10,2026,10,4,Nacional,XGBoost,Forecast,18822.3,SARIMA,False
2026-11-01,2026-11,2026,11,4,Nacional,XGBoost,Forecast,18815.1,SARIMA,False
2026-12-01,2026-12,2026,12,4,Nacional,XGBoost,Forecast,18822.3,SARIMA,False
2027-01-01,2027-01,2027,1,1,Nacional,XGBoost,Forecast,16516.6,SARIMA,False
2027-02-01,2027-02,2027,2,1,Nacional,XGBoost,Forecast,16440.5,SARIMA,False
2027-03-01,2027-03,2027,3,1,Nacional,XGBoost,Forecast,17422.2,SARIMA,False
2027-04-01,2027-04,2027,4,2,Nacional,XGBoost,Forecast,17803.7,SARIMA,False
2027-05-01,2027-05,2027,5,2,Nacional,XGBoost,Forecast,18559.3,SARIMA,False
2027-06-01,2027-06,2027,6,2,Nacional,XGBoost,Forecast,18232.5,SARIMA,False
2027-07-01,2027-07,2027,7,3,Nacional,XGBoost,Forecast,18822.3,SARIMA,False
2027-08-01,2027-08,2027,8,3,Nacional,XGBoost,Forecast,18822.3,SARIMA,False
2027-09-01,2027-09,2027,9,3,Nacional,XGBoost,Forecast,18822.3,SARIMA,False
2027-10-01,2027-10,2027,10,4,Nacional,XGBoost,Forecast,18822.3,SARIMA,False
2027-11-01,2027-11,2027,11,4,Nacional,XGBoost,Forecast,18815.1,SARIMA,False
2027-12-01,2027-12,2027,12,4,Nacional,XGBoost,Forecast,18822.3,SARIMA,False
2026-01-01,2026-01,2026,1,1,Nacional,Diesel Share,Forecast,328463.0,SARIMA,False
2026-02-01,2026-02,2026,2,1,Nacional,Diesel Share,Forecast,511861.2,SARIMA,False
2026-03-01,2026-03,2026,3,1,Nacional,Diesel Share,Forecast,543906.9,SARIMA,False
2026-04-01,2026-04,2026,4,2,Nacional,Diesel Share,Forecast,233894.5,SARIMA,False
2026-05-01,2026-05,2026,5,2,Nacional,Diesel Share,Forecast,53990.3,SARIMA,False
2026-06-01,2026-06,2026,6,2,Nacional,Diesel Share,Forecast,80833.9,SARIMA,False
2026-07-01,2026-07,2026,7,3,Nacional,Diesel Share,Forecast,407304.5,SARIMA,False
2026-08-01,2026-08,2026,8,3,Nacional,Diesel Share,Forecast,524634.9,SARIMA,False
2026-09-01,2026-09,2026,9,3,Nacional,Diesel Share,Forecast,540870.3,SARIMA,False
2026-10-01,2026-10,2026,10,4,Nacional,Diesel Share,Forecast,325239.9,SARIMA,False
2026-11-01,2026-11,2026,11,4,Nacional,Diesel Share,Forecast,85851.2,SARIMA,False
2026-12-01,2026-12,2026,12,4,Nacional,Diesel Share,Forecast,120514.4,SARIMA,False
2027-01-01,2027-01,2027,1,1,Nacional,Diesel Share,Forecast,515378.4,SARIMA,False
2027-02-01,2027-02,2027,2,1,Nacional,Diesel Share,Forecast,511861.2,SARIMA,False
2027-03-01,2027-03,2027,3,1,Nacional,Diesel Share,Forecast,543906.9,SARIMA,False
2027-04-01,2027-04,2027,4,2,Nacional,Diesel Share,Forecast,550966.2,SARIMA,False
2027-05-01,2027-05,2027,5,2,Nacional,Diesel Share,Forecast,566857.2,SARIMA,False
2027-06-01,2027-06,2027,6,2,Nacional,Diesel Share,Forecast,557502.9,SARIMA,False
2027-07-01,2027-07,2027,7,3,Nacional,Diesel Share,Forecast,596590.5,SARIMA,False
2027-08-01,2027-08,2027,8,3,Nacional,Diesel Share,Forecast,524634.9,SARIMA,False
2027-09-01,2027-09,2027,9,3,Nacional,Diesel Share,Forecast,540870.3,SARIMA,False
2027-10-01,2027-10,2027,10,4,Nacional,Diesel Share,Forecast,576250.2,SARIMA,False
2027-11-01,2027-11,2027,11,4,Nacional,Diesel Share,Forecast,519253.2,SARIMA,False
2027-12-01,2027-12,2027,12,4,Nacional,Diesel Share,Forecast,545792.1,SARIMA,False
2026-01-01,2026-01,2026,1,1,Madrid,SARIMA,Forecast,3401.7,Logistic,False
2026-02-01,2026-02,2026,2,1,Madrid,SARIMA,Forecast,3965.9,Logistic,False
2026-03-01,2026-03,2026,3,1,Madrid,SARIMA,Forecast,4633.9,Logistic,False
2026-04-01,2026-04,2026,4,2,Madrid,SARIMA,Forecast,5431.0,Logistic,False
2026-05-01,2026-05,2026,5,2,Madrid,SARIMA,Forecast,6383.9,Logistic,False
2026-06-01,2026-06,2026,6,2,Madrid,SARIMA,Forecast,7525.9,Logistic,False
2026-07-01,2026-07,2026,7,3,Madrid,SARIMA,Forecast,8905.5,Logistic,False
2026-08-01,2026-08,2026,8,3,Madrid,SARIMA,Forecast,10583.6,Logistic,False
2026-09-01,2026-09,2026,9,3,Madrid,SARIMA,Forecast,12603.3,Logistic,False
2026-10-01,2026-10,2026,10,4,Madrid,SARIMA,Forecast,15063.3,Logistic,False
2026-11-01,2026-11,2026,11,4,Madrid,SARIMA,Forecast,18050.1,Logistic,False
2026-12-01,2026-12,2026,12,4,Madrid,SARIMA,Forecast,21717.6,Logistic,False
2027-01-01,2027-01,2027,1,1,Madrid,SARIMA,Forecast,26206.9,Logistic,False
2027-02-01,2027-02,2027,2,1,Madrid,SARIMA,Forecast,31734.5,Logistic,False
2027-03-01,2027-03,2027,3,1,Madrid,SARIMA,Forecast,38566.6,Logistic,False
2027-04-01,2027-04,2027,4,2,Madrid,SARIMA,Forecast,47041.8,Logistic,False
2027-05-01,2027-05,2027,5,2,Madrid,SARIMA,Forecast,57594.1,Logistic,False
2027-06-01,2027-06,2027,6,2,Madrid,SARIMA,Forecast,70782.5,Logistic,False
2027-07-01,2027-07,2027,7,3,Madrid,SARIMA,Forecast,87328.7,Logistic,False
2027-08-01,2027-08,2027,8,3,Madrid,SARIMA,Forecast,108168.8,Logistic,False
2027-09-01,2027-09,2027,9,3,Madrid,SARIMA,Forecast,134523.2,Logistic,False
2027-10-01,2027-10,2027,10,4,Madrid,SARIMA,Forecast,167986.0,Logistic,False
2027-11-01,2027-11,2027,11,4,Madrid,SARIMA,Forecast,210651.5,Logistic,False
2027-12-01,2027-12,2027,12,4,Madrid,SARIMA,Forecast,265279.6,Logistic,False
2026-01-01,2026-01,2026,1,1,Madrid,SARIMAX,Forecast,145066.3,Logistic,False
2026-02-01,2026-02,2026,2,1,Madrid,SARIMAX,Forecast,298898.0,Logistic,False
2026-03-01,2026-03,2026,3,1,Madrid,SARIMAX,Forecast,378127.0,Logistic,False
2026-04-01,2026-04,2026,4,2,Madrid,SARIMAX,Forecast,198012.7,Logistic,False
2026-05-01,2026-05,2026,5,2,Madrid,SARIMAX,Forecast,196161.4,Logistic,False
2026-06-01,2026-06,2026,6,2,Madrid,SARIMAX,Forecast,173310.6,Logistic,False
2026-07-01,2026-07,2026,7,3,Madrid,SARIMAX,Forecast,137239.3,Logistic,False
2026-08-01,2026-08,2026,8,3,Madrid,SARIMAX,Forecast,141261.0,Logistic,False
2026-09-01,2026-09,2026,9,3,Madrid,SARIMAX,Forecast,499512.4,Logistic,False
2026-10-01,2026-10,2026,10,4,Madrid,SARIMAX,Forecast,205157.5,Logistic,False
2026-11-01,2026-11,2026,11,4,Madrid,SARIMAX,Forecast,113569.4,Logistic,False
2026-12-01,2026-12,2026,12,4,Madrid,SARIMAX,Forecast,192663.5,Logistic,False
2027-01-01,2027-01,2027,1,1,Madrid,SARIMAX,Forecast,1626315.9,Logistic,False
2027-02-01,2027-02,2027,2,1,Madrid,SARIMAX,Forecast,3269016.4,Logistic,False
2027-03-01,2027-03,2027,3,1,Madrid,SARIMAX,Forecast,3269016.4,Logistic,False
2027-04-01,2027-04,2027,4,2,Madrid,SARIMAX,Forecast,2321593.4,Logistic,False
2027-05-01,2027-05,2027,5,2,Madrid,SARIMAX,Forecast,2119829.6,Logistic,False
2027-06-01,2027-06,2027,6,2,Madrid,SARIMAX,Forecast,1860137.3,Logistic,False
2027-07-01,2027-07,2027,7,3,Madrid,SARIMAX,Forecast,1570656.4,Logistic,False
2027-08-01,2027-08,2027,8,3,Madrid,SARIMAX,Forecast,1591221.1,Logistic,False
2027-09-01,2027-09,2027,9,3,Madrid,SARIMAX,Forecast,3269016.4,Logistic,False
2027-10-01,2027-10,2027,10,4,Madrid,SARIMAX,Forecast,2271012.3,Logistic,False
2027-11-01,2027-11,2027,11,4,Madrid,SARIMAX,Forecast,1285788.7,Logistic,False
2027-12-01,2027-12,2027,12,4,Madrid,SARIMAX,Forecast,2051801.4,Logistic,False
2026-01-01,2026-01,2026,1,1,Madrid,Logistic,Forecast,3486.4,Logistic,True
2026-02-01,2026-02,2026,2,1,Madrid,Logistic,Forecast,3583.4,Logistic,True
2026-03-01,2026-03,2026,3,1,Madrid,Logistic,Forecast,3682.4,Logistic,True
2026-04-01,2026-04,2026,4,2,Madrid,Logistic,Forecast,3769.9,Logistic,True
2026-05-01,2026-05,2026,5,2,Madrid,Logistic,Forecast,3832.9,Logistic,True
2026-06-01,2026-06,2026,6,2,Madrid,Logistic,Forecast,3863.1,Logistic,True
2026-07-01,2026-07,2026,7,3,Madrid,Logistic,Forecast,3859.6,Logistic,True
2026-08-01,2026-08,2026,8,3,Madrid,Logistic,Forecast,3828.7,Logistic,True
2026-09-01,2026-09,2026,9,3,Madrid,Logistic,Forecast,3783.2,Logistic,True
2026-10-01,2026-10,2026,10,4,Madrid,Logistic,Forecast,3739.1,Logistic,True
2026-11-01,2026-11,2026,11,4,Madrid,Logistic,Forecast,3710.9,Logistic,True
2026-12-01,2026-12,2026,12,4,Madrid,Logistic,Forecast,3708.5,Logistic,True
2027-01-01,2027-01,2027,1,1,Madrid,Logistic,Forecast,3734.4,Logistic,True
2027-02-01,2027-02,2027,2,1,Madrid,Logistic,Forecast,3783.1,Logistic,True
2027-03-01,2027-03,2027,3,1,Madrid,Logistic,Forecast,3842.8,Logistic,True
2027-04-01,2027-04,2027,4,2,Madrid,Logistic,Forecast,3898.3,Logistic,True
2027-05-01,2027-05,2027,5,2,Madrid,Logistic,Forecast,3935.5,Logistic,True
2027-06-01,2027-06,2027,6,2,Madrid,Logistic,Forecast,3945.1,Logistic,True
2027-07-01,2027-07,2027,7,3,Madrid,Logistic,Forecast,3924.9,Logistic,True
2027-08-01,2027-08,2027,8,3,Madrid,Logistic,Forecast,3880.7,Logistic,True
2027-09-01,2027-09,2027,9,3,Madrid,Logistic,Forecast,3824.6,Logistic,True
2027-10-01,2027-10,2027,10,4,Madrid,Logistic,Forecast,3772.0,Logistic,True
2027-11-01,2027-11,2027,11,4,Madrid,Logistic,Forecast,3737.0,Logistic,True
2027-12-01,2027-12,2027,12,4,Madrid,Logistic,Forecast,3729.3,Logistic,True
2026-01-01,2026-01,2026,1,1,Madrid,Gompertz,Forecast,3378.6,Logistic,False
2026-02-01,2026-02,2026,2,1,Madrid,Gompertz,Forecast,3480.7,Logistic,False
2026-03-01,2026-03,2026,3,1,Madrid,Gompertz,Forecast,3590.3,Logistic,False
2026-04-01,2026-04,2026,4,2,Madrid,Gompertz,Forecast,3692.0,Logistic,False
2026-05-01,2026-05,2026,5,2,Madrid,Gompertz,Forecast,3770.8,Logistic,False
2026-06-01,2026-06,2026,6,2,Madrid,Gompertz,Forecast,3816.3,Logistic,False
2026-07-01,2026-07,2026,7,3,Madrid,Gompertz,Forecast,3825.3,Logistic,False
2026-08-01,2026-08,2026,8,3,Madrid,Gompertz,Forecast,3803.5,Logistic,False
2026-09-01,2026-09,2026,9,3,Madrid,Gompertz,Forecast,3763.4,Logistic,False
2026-10-01,2026-10,2026,10,4,Madrid,Gompertz,Forecast,3721.9,Logistic,False
2026-11-01,2026-11,2026,11,4,Madrid,Gompertz,Forecast,3695.0,Logistic,False
2026-12-01,2026-12,2026,12,4,Madrid,Gompertz,Forecast,3694.3,Logistic,False
2027-01-01,2027-01,2027,1,1,Madrid,Gompertz,Forecast,3723.9,Logistic,False
2027-02-01,2027-02,2027,2,1,Madrid,Gompertz,Forecast,3779.0,Logistic,False
2027-03-01,2027-03,2027,3,1,Madrid,Gompertz,Forecast,3847.6,Logistic,False
2027-04-01,2027-04,2027,4,2,Madrid,Gompertz,Forecast,3913.8,Logistic,False
2027-05-01,2027-05,2027,5,2,Madrid,Gompertz,Forecast,3961.8,Logistic,False
2027-06-01,2027-06,2027,6,2,Madrid,Gompertz,Forecast,3980.6,Logistic,False
2027-07-01,2027-07,2027,7,3,Madrid,Gompertz,Forecast,3966.6,Logistic,False
2027-08-01,2027-08,2027,8,3,Madrid,Gompertz,Forecast,3924.8,Logistic,False
2027-09-01,2027-09,2027,9,3,Madrid,Gompertz,Forecast,3867.7,Logistic,False
2027-10-01,2027-10,2027,10,4,Madrid,Gompertz,Forecast,3811.3,Logistic,False
2027-11-01,2027-11,2027,11,4,Madrid,Gompertz,Forecast,3771.7,Logistic,False
2027-12-01,2027-12,2027,12,4,Madrid,Gompertz,Forecast,3760.2,Logistic,False
2026-01-01,2026-01,2026,1,1,Madrid,Ridge,Forecast,120428.6,Logistic,False
2026-02-01,2026-02,2026,2,1,Madrid,Ridge,Forecast,3269016.4,Logistic,False
2026-03-01,2026-03,2026,3,1,Madrid,Ridge,Forecast,3269016.4,Logistic,False
2026-04-01,2026-04,2026,4,2,Madrid,Ridge,Forecast,3269016.4,Logistic,False
2026-05-01,2026-05,2026,5,2,Madrid,Ridge,Forecast,0.0,Logistic,False
2026-06-01,2026-06,2026,6,2,Madrid,Ridge,Forecast,0.0,Logistic,False
2026-07-01,2026-07,2026,7,3,Madrid,Ridge,Forecast,0.0,Logistic,False
2026-08-01,2026-08,2026,8,3,Madrid,Ridge,Forecast,0.0,Logistic,False
2026-09-01,2026-09,2026,9,3,Madrid,Ridge,Forecast,0.0,Logistic,False
2026-10-01,2026-10,2026,10,4,Madrid,Ridge,Forecast,0.0,Logistic,False
2026-11-01,2026-11,2026,11,4,Madrid,Ridge,Forecast,374536.9,Logistic,False
2026-12-01,2026-12,2026,12,4,Madrid,Ridge,Forecast,3269016.4,Logistic,False
2027-01-01,2027-01,2027,1,1,Madrid,Ridge,Forecast,3269016.4,Logistic,False
2027-02-01,2027-02,2027,2,1,Madrid,Ridge,Forecast,3269016.4,Logistic,False
2027-03-01,2027-03,2027,3,1,Madrid,Ridge,Forecast,0.0,Logistic,False
2027-04-01,2027-04,2027,4,2,Madrid,Ridge,Forecast,0.0,Logistic,False
2027-05-01,2027-05,2027,5,2,Madrid,Ridge,Forecast,0.0,Logistic,False
2027-06-01,2027-06,2027,6,2,Madrid,Ridge,Forecast,0.0,Logistic,False
2027-07-01,2027-07,2027,7,3,Madrid,Ridge,Forecast,0.0,Logistic,False
2027-08-01,2027-08,2027,8,3,Madrid,Ridge,Forecast,0.0,Logistic,False
2027-09-01,2027-09,2027,9,3,Madrid,Ridge,Forecast,3269016.4,Logistic,False
2027-10-01,2027-10,2027,10,4,Madrid,Ridge,Forecast,3269016.4,Logistic,False
2027-11-01,2027-11,2027,11,4,Madrid,Ridge,Forecast,3269016.4,Logistic,False
2027-12-01,2027-12,2027,12,4,Madrid,Ridge,Forecast,0.0,Logistic,False
2026-01-01,2026-01,2026,1,1,Madrid,Random Forest,Forecast,2932.9,Logistic,False
2026-02-01,2026-02,2026,2,1,Madrid,Random Forest,Forecast,2932.3,Logistic,False
2026-03-01,2026-03,2026,3,1,Madrid,Random Forest,Forecast,2932.6,Logistic,False
2026-04-01,2026-04,2026,4,2,Madrid,Random Forest,Forecast,2949.1,Logistic,False
2026-05-01,2026-05,2026,5,2,Madrid,Random Forest,Forecast,2979.8,Logistic,False
2026-06-01,2026-06,2026,6,2,Madrid,Random Forest,Forecast,3001.1,Logistic,False
2026-07-01,2026-07,2026,7,3,Madrid,Random Forest,Forecast,2968.1,Logistic,False
2026-08-01,2026-08,2026,8,3,Madrid,Random Forest,Forecast,2927.1,Logistic,False
2026-09-01,2026-09,2026,9,3,Madrid,Random Forest,Forecast,2967.5,Logistic,False
2026-10-01,2026-10,2026,10,4,Madrid,Random Forest,Forecast,2965.1,Logistic,False
2026-11-01,2026-11,2026,11,4,Madrid,Random Forest,Forecast,2982.8,Logistic,False
2026-12-01,2026-12,2026,12,4,Madrid,Random Forest,Forecast,2964.1,Logistic,False
2027-01-01,2027-01,2027,1,1,Madrid,Random Forest,Forecast,2929.0,Logistic,False
2027-02-01,2027-02,2027,2,1,Madrid,Random Forest,Forecast,2932.3,Logistic,False
2027-03-01,2027-03,2027,3,1,Madrid,Random Forest,Forecast,2932.6,Logistic,False
2027-04-01,2027-04,2027,4,2,Madrid,Random Forest,Forecast,2949.1,Logistic,False
2027-05-01,2027-05,2027,5,2,Madrid,Random Forest,Forecast,2979.8,Logistic,False
2027-06-01,2027-06,2027,6,2,Madrid,Random Forest,Forecast,3001.1,Logistic,False
2027-07-01,2027-07,2027,7,3,Madrid,Random Forest,Forecast,2968.1,Logistic,False
2027-08-01,2027-08,2027,8,3,Madrid,Random Forest,Forecast,2927.1,Logistic,False
2027-09-01,2027-09,2027,9,3,Madrid,Random Forest,Forecast,2967.5,Logistic,False
2027-10-01,2027-10,2027,10,4,Madrid,Random Forest,Forecast,2965.1,Logistic,False
2027-11-01,2027-11,2027,11,4,Madrid,Random Forest,Forecast,2982.8,Logistic,False
2027-12-01,2027-12,2027,12,4,Madrid,Random Forest,Forecast,2964.1,Logistic,False
2026-01-01,2026-01,2026,1,1,Madrid,XGBoost,Forecast,2552.1,Logistic,False
2026-02-01,2026-02,2026,2,1,Madrid,XGBoost,Forecast,2552.1,Logistic,False
2026-03-01,2026-03,2026,3,1,Madrid,XGBoost,Forecast,2571.1,Logistic,False
2026-04-01,2026-04,2026,4,2,Madrid,XGBoost,Forecast,2556.2,Logistic,False
2026-05-01,2026-05,2026,5,2,Madrid,XGBoost,Forecast,2612.9,Logistic,False
2026-06-01,2026-06,2026,6,2,Madrid,XGBoost,Forecast,2755.5,Logistic,False
2026-07-01,2026-07,2026,7,3,Madrid,XGBoost,Forecast,2755.5,Logistic,False
2026-08-01,2026-08,2026,8,3,Madrid,XGBoost,Forecast,2744.4,Logistic,False
2026-09-01,2026-09,2026,9,3,Madrid,XGBoost,Forecast,2743.5,Logistic,False
2026-10-01,2026-10,2026,10,4,Madrid,XGBoost,Forecast,2743.5,Logistic,False
2026-11-01,2026-11,2026,11,4,Madrid,XGBoost,Forecast,2746.0,Logistic,False
2026-12-01,2026-12,2026,12,4,Madrid,XGBoost,Forecast,2743.5,Logistic,False
2027-01-01,2027-01,2027,1,1,Madrid,XGBoost,Forecast,2552.1,Logistic,False
2027-02-01,2027-02,2027,2,1,Madrid,XGBoost,Forecast,2552.1,Logistic,False
2027-03-01,2027-03,2027,3,1,Madrid,XGBoost,Forecast,2571.1,Logistic,False
2027-04-01,2027-04,2027,4,2,Madrid,XGBoost,Forecast,2556.2,Logistic,False
2027-05-01,2027-05,2027,5,2,Madrid,XGBoost,Forecast,2612.9,Logistic,False
2027-06-01,2027-06,2027,6,2,Madrid,XGBoost,Forecast,2755.5,Logistic,False
2027-07-01,2027-07,2027,7,3,Madrid,XGBoost,Forecast,2755.5,Logistic,False
2027-08-01,2027-08,2027,8,3,Madrid,XGBoost,Forecast,2744.4,Logistic,False
2027-09-01,2027-09,2027,9,3,Madrid,XGBoost,Forecast,2743.5,Logistic,False
2027-10-01,2027-10,2027,10,4,Madrid,XGBoost,Forecast,2743.5,Logistic,False
2027-11-01,2027-11,2027,11,4,Madrid,XGBoost,Forecast,2746.0,Logistic,False
2027-12-01,2027-12,2027,12,4,Madrid,XGBoost,Forecast,2743.5,Logistic,False
2026-01-01,2026-01,2026,1,1,Madrid,Diesel Share,Forecast,40752.3,Logistic,False
2026-02-01,2026-02,2026,2,1,Madrid,Diesel Share,Forecast,11628.0,Logistic,False
2026-03-01,2026-03,2026,3,1,Madrid,Diesel Share,Forecast,10697.7,Logistic,False
2026-04-01,2026-04,2026,4,2,Madrid,Diesel Share,Forecast,3770.9,Logistic,False
2026-05-01,2026-05,2026,5,2,Madrid,Diesel Share,Forecast,45116.1,Logistic,False
2026-06-01,2026-06,2026,6,2,Madrid,Diesel Share,Forecast,5025.9,Logistic,False
2026-07-01,2026-07,2026,7,3,Madrid,Diesel Share,Forecast,17657.2,Logistic,False
2026-08-01,2026-08,2026,8,3,Madrid,Diesel Share,Forecast,5957.2,Logistic,False
2026-09-01,2026-09,2026,9,3,Madrid,Diesel Share,Forecast,44228.7,Logistic,False
2026-10-01,2026-10,2026,10,4,Madrid,Diesel Share,Forecast,9641.5,Logistic,False
