Fecha,Target,Model,Forecast
2027-02,Valencia,Ridge,3269016.4
2027-03,Valencia,Ridge,3269016.4
2027-04,Valencia,Ridge,3269016.4
2027-05,Valencia,Ridge,3269016.4
2027-06,Valencia,Ridge,3269016.4
2027-07,Valencia,Ridge,3269016.4
2027-08,Valencia,Ridge,3269016.4
2027-09,Valencia,Ridge,3269016.4
2027-10,Valencia,Ridge,3269016.4
2027-11,Valencia,Ridge,3269016.4
2027-12,Valencia,Ridge,3269016.4
2026-01,Valencia,Random Forest,294.1
2026-02,Valencia,Random Forest,291.1
2026-03,Valencia,Random Forest,290.8
2026-04,Valencia,Random Forest,287.5
2026-05,Valencia,Random Forest,285.6
2026-06,Valencia,Random Forest,319.8
2026-07,Valencia,Random Forest,338.2
2026-08,Valencia,Random Forest,347.0
2026-09,Valencia,Random Forest,350.5
2026-10,Valencia,Random Forest,351.2
2026-11,Valencia,Random Forest,350.3
2026-12,Valencia,Random Forest,338.2
2027-01,Valencia,Random Forest,291.1
2027-02,Valencia,Random Forest,291.1
2027-03,Valencia,Random Forest,290.4
2027-04,Valencia,Random Forest,287.5
2027-05,Valencia,Random Forest,285.6
2027-06,Valencia,Random Forest,319.8
2027-07,Valencia,Random Forest,338.2
2027-08,Valencia,Random Forest,347.0
2027-09,Valencia,Random Forest,350.5
2027-10,Valencia,Random Forest,351.2
2027-11,Valencia,Random Forest,350.3
2027-12,Valencia,Random Forest,338.2
2026-01,Valencia,XGBoost,313.4
2026-02,Valencia,XGBoost,315.9
2026-03,Valencia,XGBoost,320.2
2026-04,Valencia,XGBoost,403.2
2026-05,Valencia,XGBoost,352.7
2026-06,Valencia,XGBoost,323.9
2026-07,Valencia,XGBoost,344.6
2026-08,Valencia,XGBoost,398.7
2026-09,Valencia,XGBoost,392.7
2026-10,Valencia,XGBoost,404.4
2026-11,Valencia,XGBoost,399.9
2026-12,Valencia,XGBoost,418.0
2027-01,Valencia,XGBoost,313.4
2027-02,Valencia,XGBoost,315.9
2027-03,Valencia,XGBoost,320.2
2027-04,Valencia,XGBoost,403.2
2027-05,Valencia,XGBoost,352.7
2027-06,Valencia,XGBoost,323.9
2027-07,Valencia,XGBoost,344.6
2027-08,Valencia,XGBoost,398.7
2027-09,Valencia,XGBoost,392.7
2027-10,Valencia,XGBoost,404.4
2027-11,Valencia,XGBoost,399.9
2027-12,Valencia,XGBoost,418.0
