Fecha,Target,Model,Forecast
2026-02,Andalucía,Gompertz,2030.0
2026-03,Andalucía,Gompertz,2185.2
2026-04,Andalucía,Gompertz,2355.6
2026-05,Andalucía,Gompertz,2512.5
2026-06,Andalucía,Gompertz,2629.7
2026-07,Andalucía,Gompertz,2690.6
2026-08,Andalucía,Gompertz,2692.5
2026-09,Andalucía,Gompertz,2647.3
2026-10,Andalucía,Gompertz,2578.9
2026-11,Andalucía,Gompertz,2516.1
2026-12,Andalucía,Gompertz,2485.6
2027-01,Andalucía,Gompertz,2504.4
2027-02,Andalucía,Gompertz,2575.9
2027-03,Andalucía,Gompertz,2688.2
2027-04,Andalucía,Gompertz,2818.2
2027-05,Andalucía,Gompertz,2937.2
2027-06,Andalucía,Gompertz,3019.1
2027-07,Andalucía,Gompertz,3047.1
2027-08,Andalucía,Gompertz,3018.5
2027-09,Andalucía,Gompertz,2945.1
2027-10,Andalucía,Gompertz,2850.5
2027-11,Andalucía,Gompertz,2763.7
2027-12,Andalucía,Gompertz,2711.1
2026-01,Andalucía,Ridge,213384.6
2026-02,Andalucía,Ridge,3269016.4
2026-03,Andalucía,Ridge,3269016.4
2026-04,Andalucía,Ridge,3269016.4
2026-05,Andalucía,Ridge,3269016.4
2026-06,Andalucía,Ridge,3269016.4
2026-07,Andalucía,Ridge,3269016.4
2026-08,Andalucía,Ridge,3269016.4
2026-09,Andalucía,Ridge,3269016.4
2026-10,Andalucía,Ridge,3269016.4
2026-11,Andalucía,Ridge,3269016.4
2026-12,Andalucía,Ridge,3269016.4
2027-01,Andalucía,Ridge,3269016.4
2027-02,Andalucía,Ridge,3269016.4
2027-03,Andalucía,Ridge,3269016.4
2027-04,Andalucía,Ridge,3269016.4
2027-05,Andalucía,Ridge,3269016.4
2027-06,Andalucía,Ridge,3269016.4
2027-07,Andalucía,Ridge,3269016.4
2027-08,Andalucía,Ridge,3269016.4
2027-09,Andalucía,Ridge,3269016.4
2027-10,Andalucía,Ridge,3269016.4
2027-11,Andalucía,Ridge,3269016.4
2027-12,Andalucía,Ridge,3269016.4
2026-01,Andalucía,Random Forest,1795.6
2026-02,Andalucía,Random Forest,1795.7
2026-03,Andalucía,Random Forest,1784.0
2026-04,Andalucía,Random Forest,1787.4
2026-05,Andalucía,Random Forest,1791.3
2026-06,Andalucía,Random Forest,1831.4
2026-07,Andalucía,Random Forest,1834.1
2026-08,Andalucía,Random Forest,1831.1
2026-09,Andalucía,Random Forest,1807.9
2026-10,Andalucía,Random Forest,1806.2
2026-11,Andalucía,Random Forest,1801.6
2026-12,Andalucía,Random Forest,1783.8
2027-01,Andalucía,Random Forest,1784.0
2027-02,Andalucía,Random Forest,1784.0
2027-03,Andalucía,Random Forest,1784.0
2027-04,Andalucía,Random Forest,1787.4
2027-05,Andalucía,Random Forest,1791.3
2027-06,Andalucía,Random Forest,1831.4
2027-07,Andalucía,Random Forest,1834.1
2027-08,Andalucía,Random Forest,1831.1
2027-09,Andalucía,Random Forest,1807.9
2027-10,Andalucía,Random Forest,1806.2
2027-11,Andalucía,Random Forest,1801.6
2027-12,Andalucía,Random Forest,1783.8
2026-01,Andalucía,XGBoost,1482.9
2026-02,Andalucía,XGBoost,1318.1
2026-03,Andalucía,XGBoost,1380.8
2026-04,Andalucía,XGBoost,1394.8
2026-05,Andalucía,XGBoost,1578.0
2026-06,Andalucía,XGBoost,1649.9
2026-07,Andalucía,XGBoost,1649.9
2026-08,Andalucía,XGBoost,1647.2
2026-09,Andalucía,XGBoost,1650.5
2026-10,Andalucía,XGBoost,1651.1
2026-11,Andalucía,XGBoost,1649.9
2026-12,Andalucía,XGBoost,1639.2
2027-01,Andalucía,XGBoost,1482.9
2027-02,Andalucía,XGBoost,1318.1
2027-03,Andalucía,XGBoost,1382.2
2027-04,Andalucía,XGBoost,1394.8
2027-05,Andalucía,XGBoost,1578.0
2027-06,Andalucía,XGBoost,1649.9
2027-07,Andalucía,XGBoost,1649.9
2027-08,Andalucía,XGBoost,1647.2
2027-09,Andalucía,XGBoost,1650.5
2027-10,Andalucía,XGBoost,1651.1
2027-11,Andalucía,XGBoost,1649.9
2027-12,Andalucía,XGBoost,1639.2
