Fecha;CCAA;Provincia;Tipo Producto;Consumo Tm
2025-01;Andalucía;Huelva;BIOETANOL;0
2025-01;Andalucía;Huelva;GASOLINA  AUTO. S/PB 95 I.O.;4627
2025-01;Andalucía;Huelva;GASOLINA  AUTO. S/PB 98 I.O.;150
2025-01;Andalucía;Huelva;OTRAS GASOLINAS;0
2025-01;Andalucía;Huelva;FUELÓLEO  BIA;722
2025-01;Andalucía;Huelva;OTROS FUELÓLEOS;8004
2025-01;Andalucía;Huelva;QUEROSENO AVIACIÓN;0
2025-01;Andalucía;Huelva;OTROS QUEROSENOS;0
2025-01;Andalucía;Huelva;GLP;2964
2025-01;Andalucía;Jaén;BIODIESEL;81
2025-01;Andalucía;Jaén;GASÓLEO A;28143
2025-01;Andalucía;Jaén;GASÓLEO B;5951
2025-01;Andalucía;Jaén;GASÓLEO C;1991
2025-01;Andalucía;Jaén;OTROS GASOLEOS;0
2025-01;Andalucía;Jaén;BIOETANOL;0
2025-01;Andalucía;Jaén;GASOLINA  AUTO. S/PB 95 I.O.;5280
2025-01;Andalucía;Jaén;GASOLINA  AUTO. S/PB 98 I.O.;144
2025-01;Andalucía;Jaén;OTRAS GASOLINAS;0
2025-01;Andalucía;Jaén;FUELÓLEO  BIA;0
2025-01;Andalucía;Jaén;OTROS FUELÓLEOS;0
2025-01;Andalucía;Jaén;QUEROSENO AVIACIÓN;0
2025-01;Andalucía;Jaén;OTROS QUEROSENOS;0
2025-01;Andalucía;Jaén;GLP;2019
2025-01;Andalucía;Málaga;BIODIESEL;103
2025-01;Andalucía;Málaga;GASÓLEO A;46661
2025-01;Andalucía;Málaga;GASÓLEO B;4817
2025-01;Andalucía;Málaga;GASÓLEO C;503
2025-01;Andalucía;Málaga;OTROS GASOLEOS;474
2025-01;Andalucía;Málaga;BIOETANOL;0
2025-01;Andalucía;Málaga;GASOLINA  AUTO. S/PB 95 I.O.;18493
2025-01;Andalucía;Málaga;GASOLINA  AUTO. S/PB 98 I.O.;1137
2025-01;Andalucía;Málaga;OTRAS GASOLINAS;27
2025-01;Andalucía;Málaga;FUELÓLEO  BIA;52
2025-01;Andalucía;Málaga;OTROS FUELÓLEOS;134
2025-01;Andalucía;Málaga;QUEROSENO AVIACIÓN;27315
2025-01;Andalucía;Málaga;OTROS QUEROSENOS;0
2025-01;Andalucía;Málaga;GLP;6322
2025-01;Andalucía;Sevilla;BIODIESEL;33
2025-01;Andalucía;Sevilla;GASÓLEO A;54295
2025-01;Andalucía;Sevilla;GASÓLEO B;7465
2025-01;Andalucía;Sevilla;GASÓLEO C;644
2025-01;Andalucía;Sevilla;OTROS GASOLEOS;640
2025-01;Andalucía;Sevilla;BIOETANOL;0
2025-01;Andalucía;Sevilla;GASOLINA  AUTO. S/PB 95 I.O.;15764
2025-01;Andalucía;Sevilla;GASOLINA  AUTO. S/PB 98 I.O.;331
2025-01;Andalucía;Sevilla;OTRAS GASOLINAS;4
2025-01;Andalucía;Sevilla;FUELÓLEO  BIA;405
2025-01;Andalucía;Sevilla;OTROS FUELÓLEOS;185
2025-01;Andalucía;Sevilla;QUEROSENO AVIACIÓN;10582
2025-01;Andalucía;Sevilla;OTROS QUEROSENOS;0
2025-01;Andalucía;Sevilla;GLP;6566
2025-01;Aragón;Huesca;BIODIESEL;183
2025-01;Aragón;Huesca;GASÓLEO A;13716
2025-01;Aragón;Huesca;GASÓLEO B;9028
2025-01;Aragón;Huesca;GASÓLEO C;2334
2025-01;Aragón;Huesca;OTROS GASOLEOS;0
2025-01;Aragón;Huesca;BIOETANOL;0
2025-01;Aragón;Huesca;GASOLINA  AUTO. S/PB 95 I.O.;3007
2025-01;Aragón;Huesca;GASOLINA  AUTO. S/PB 98 I.O.;140
2025-01;Aragón;Huesca;OTRAS GASOLINAS;1
2025-01;Aragón;Huesca;FUELÓLEO  BIA;0
2025-01;Aragón;Huesca;OTROS FUELÓLEOS;0
2025-01;Aragón;Huesca;QUEROSENO AVIACIÓN;27
2025-01;Aragón;Huesca;OTROS QUEROSENOS;0
2025-01;Aragón;Huesca;GLP;3461
2025-01;Aragón;Teruel;BIODIESEL;73
2025-01;Aragón;Teruel;GASÓLEO A;8808
2025-01;Aragón;Teruel;GASÓLEO B;4603
2025-01;Aragón;Teruel;GASÓLEO C;2825
2025-01;Aragón;Teruel;OTROS GASOLEOS;0
2025-01;Aragón;Teruel;BIOETANOL;0
2025-01;Aragón;Teruel;GASOLINA  AUTO. S/PB 95 I.O.;1490
2025-01;Aragón;Teruel;GASOLINA  AUTO. S/PB 98 I.O.;52
2025-01;Aragón;Teruel;OTRAS GASOLINAS;0
2025-01;Aragón;Teruel;FUELÓLEO  BIA;51
2025-01;Aragón;Teruel;OTROS FUELÓLEOS;0
2025-01;Aragón;Teruel;QUEROSENO AVIACIÓN;54
2025-01;Aragón;Teruel;OTROS QUEROSENOS;0
2025-01;Aragón;Teruel;GLP;1092
2025-01;Aragón;Zaragoza;BIODIESEL;975
2025-01;Aragón;Zaragoza;GASÓLEO A;48191
2025-01;Aragón;Zaragoza;GASÓLEO B;11815
2025-01;Aragón;Zaragoza;GASÓLEO C;10253
2025-01;Aragón;Zaragoza;OTROS GASOLEOS;42
2025-01;Aragón;Zaragoza;BIOETANOL;0
2025-01;Aragón;Zaragoza;GASOLINA  AUTO. S/PB 95 I.O.;8654
2025-01;Aragón;Zaragoza;GASOLINA  AUTO. S/PB 98 I.O.;293
2025-01;Aragón;Zaragoza;OTRAS GASOLINAS;2
2025-01;Aragón;Zaragoza;FUELÓLEO  BIA;31
2025-01;Aragón;Zaragoza;OTROS FUELÓLEOS;0
2025-01;Aragón;Zaragoza;QUEROSENO AVIACIÓN;7044
2025-01;Aragón;Zaragoza;OTROS QUEROSENOS;0
2025-01;Aragón;Zaragoza;GLP;3067
2025-01;Asturias, Principado de;Asturias;BIODIESEL;193
2025-01;Asturias, Principado de;Asturias;GASÓLEO A;31310
2025-01;Asturias, Principado de;Asturias;GASÓLEO B;7256
2025-01;Asturias, Principado de;Asturias;GASÓLEO C;4768
2025-01;Asturias, Principado de;Asturias;OTROS GASOLEOS;3899
2025-01;Asturias, Principado de;Asturias;BIOETANOL;0
2025-01;Asturias, Principado de;Asturias;GASOLINA  AUTO. S/PB 95 I.O.;8139
2025-01;Asturias, Principado de;Asturias;GASOLINA  AUTO. S/PB 98 I.O.;455
2025-01;Asturias, Principado de;Asturias;OTRAS GASOLINAS;1
2025-01;Asturias, Principado de;Asturias;FUELÓLEO  BIA;1500
2025-01;Asturias, Principado de;Asturias;OTROS FUELÓLEOS;330
2025-01;Asturias, Principado de;Asturias;QUEROSENO AVIACIÓN;1458
2025-01;Asturias, Principado de;Asturias;OTROS QUEROSENOS;0
2025-01;Asturias, Principado de;Asturias;GLP;3614
2025-01;Balears, Illes;Balears, Illes;BIODIESEL;0
2025-01;Balears, Illes;Balears, Illes;GASÓLEO A;20516
2025-01;Balears, Illes;Balears, Illes;GASÓLEO B;3661
2025-01;Balears, Illes;Balears, Illes;GASÓLEO C;9959
2025-01;Balears, Illes;Balears, Illes;OTROS GASOLEOS;1967
2025-01;Balears, Illes;Balears, Illes;BIOETANOL;0
2025-01;Balears, Illes;Balears, Illes;GASOLINA  AUTO. S/PB 95 I.O.;14629
2025-01;Balears, Illes;Balears, Illes;GASOLINA  AUTO. S/PB 98 I.O.;694
2025-01;Balears, Illes;Balears, Illes;OTRAS GASOLINAS;18
2025-01;Balears, Illes;Balears, Illes;FUELÓLEO  BIA;0
2025-01;Balears, Illes;Balears, Illes;OTROS FUELÓLEOS;0
2025-01;Balears, Illes;Balears, Illes;QUEROSENO AVIACIÓN;14403
2025-01;Balears, Illes;Balears, Illes;OTROS QUEROSENOS;0
2025-01;Balears, Illes;Balears, Illes;GLP;4849
2025-01;Canarias;Palmas, Las;BIODIESEL;142
2025-01;Canarias;Palmas, Las;GASÓLEO A;27256
2025-01;Canarias;Palmas, Las;GASÓLEO B;0
2025-01;Canarias;Palmas, Las;GASÓLEO C;0
2025-01;Canarias;Palmas, Las;OTROS GASOLEOS;84161
2025-01;Canarias;Palmas, Las;BIOETANOL;0
2025-01;Canarias;Palmas, Las;GASOLINA  AUTO. S/PB 95 I.O.;19467
2025-01;Canarias;Palmas, Las;GASOLINA  AUTO. S/PB 98 I.O.;3676
2025-01;Canarias;Palmas, Las;OTRAS GASOLINAS;3
2025-01;Canarias;Palmas, Las;FUELÓLEO  BIA;127502
2025-01;Canarias;Palmas, Las;OTROS FUELÓLEOS;66963
2025-01;Canarias;Palmas, Las;QUEROSENO AVIACIÓN;61722
2025-01;Canarias;Palmas, Las;OTROS QUEROSENOS;0
2025-01;Canarias;Palmas, Las;GLP;3638
2025-01;Canarias;Santa Cruz de Tenerife;BIODIESEL;0
2025-01;Canarias;Santa Cruz de Tenerife;GASÓLEO A;26691
2025-01;Canarias;Santa Cruz de Tenerife;GASÓLEO B;0
2025-01;Canarias;Santa Cruz de Tenerife;GASÓLEO C;0
2025-01;Canarias;Santa Cruz de Tenerife;OTROS GASOLEOS;60691
2025-01;Canarias;Santa Cruz de Tenerife;BIOETANOL;0
2025-01;Canarias;Santa Cruz de Tenerife;GASOLINA  AUTO. S/PB 95 I.O.;18696
2025-01;Canarias;Santa Cruz de Tenerife;GASOLINA  AUTO. S/PB 98 I.O.;5154
2025-01;Canarias;Santa Cruz de Tenerife;OTRAS GASOLINAS;1
2025-01;Canarias;Santa Cruz de Tenerife;FUELÓLEO  BIA;20006
2025-01;Canarias;Santa Cruz de Tenerife;OTROS FUELÓLEOS;32264
2025-01;Canarias;Santa Cruz de Tenerife;QUEROSENO AVIACIÓN;59455
2025-01;Canarias;Santa Cruz de Tenerife;OTROS QUEROSENOS;0
2025-01;Canarias;Santa Cruz de Tenerife;GLP;4316
2025-01;Cantabria;Cantabria;BIODIESEL;518
2025-01;Cantabria;Cantabria;GASÓLEO A;21430
2025-01;Cantabria;Cantabria;GASÓLEO B;5444
2025-01;Cantabria;Cantabria;GASÓLEO C;308
2025-01;Cantabria;Cantabria;OTROS GASOLEOS;455
2025-01;Cantabria;Cantabria;BIOETANOL;0
2025-01;Cantabria;Cantabria;GASOLINA  AUTO. S/PB 95 I.O.;5866
2025-01;Cantabria;Cantabria;GASOLINA  AUTO. S/PB 98 I.O.;238
2025-01;Cantabria;Cantabria;OTRAS GASOLINAS;0
2025-01;Cantabria;Cantabria;FUELÓLEO  BIA;182
2025-01;Cantabria;Cantabria;OTROS FUELÓLEOS;0
2025-01;Cantabria;Cantabria;QUEROSENO AVIACIÓN;674
2025-01;Cantabria;Cantabria;OTROS QUEROSENOS;0
2025-01;Cantabria;Cantabria;GLP;3192
2025-01;Castilla - La Mancha;Albacete;BIODIESEL;106
2025-01;Castilla - La Mancha;Albacete;GASÓLEO A;16231
2025-01;Castilla - La Mancha;Albacete;GASÓLEO B;6079
2025-01;Castilla - La Mancha;Albacete;GASÓLEO C;4016
2025-01;Castilla - La Mancha;Albacete;OTROS GASOLEOS;0
2025-01;Castilla - La Mancha;Albacete;BIOETANOL;0
2025-01;Castilla - La Mancha;Albacete;GASOLINA  AUTO. S/PB 95 I.O.;3110
2025-01;Castilla - La Mancha;Albacete;GASOLINA  AUTO. S/PB 98 I.O.;116
2025-01;Castilla - La Mancha;Albacete;OTRAS GASOLINAS;0
2025-01;Castilla - La Mancha;Albacete;FUELÓLEO  BIA;0
2025-01;Castilla - La Mancha;Albacete;OTROS FUELÓLEOS;0
2025-01;Castilla - La Mancha;Albacete;QUEROSENO AVIACIÓN;45
2025-01;Castilla - La Mancha;Albacete;OTROS QUEROSENOS;0
2025-01;Castilla - La Mancha;Albacete;GLP;1725
2025-01;Castilla - La Mancha;Ciudad Real;BIODIESEL;153
2025-01;Castilla - La Mancha;Ciudad Real;GASÓLEO A;24440
2025-01;Castilla - La Mancha;Ciudad Real;GASÓLEO B;9693
2025-01;Castilla - La Mancha;Ciudad Real;GASÓLEO C;4677
2025-01;Castilla - La Mancha;Ciudad Real;OTROS GASOLEOS;0
2025-01;Castilla - La Mancha;Ciudad Real;BIOETANOL;0
2025-01;Castilla - La Mancha;Ciudad Real;GASOLINA  AUTO. S/PB 95 I.O.;4028
2025-01;Castilla - La Mancha;Ciudad Real;GASOLINA  AUTO. S/PB 98 I.O.;127
2025-01;Castilla - La Mancha;Ciudad Real;OTRAS GASOLINAS;0
2025-01;Castilla - La Mancha;Ciudad Real;FUELÓLEO  BIA;25
2025-01;Castilla - La Mancha;Ciudad Real;OTROS FUELÓLEOS;0
2025-01;Castilla - La Mancha;Ciudad Real;QUEROSENO AVIACIÓN;0
2025-01;Castilla - La Mancha;Ciudad Real;OTROS QUEROSENOS;0
2025-01;Castilla - La Mancha;Ciudad Real;GLP;1708
2025-01;Castilla - La Mancha;Cuenca;BIODIESEL;69
2025-01;Castilla - La Mancha;Cuenca;GASÓLEO A;13435
2025-01;Castilla - La Mancha;Cuenca;GASÓLEO B;8969
2025-01;Castilla - La Mancha;Cuenca;GASÓLEO C;2117
2025-01;Castilla - La Mancha;Cuenca;OTROS GASOLEOS;0
2025-01;Castilla - La Mancha;Cuenca;BIOETANOL;0
2025-01;Castilla - La Mancha;Cuenca;GASOLINA  AUTO. S/PB 95 I.O.;2202
2025-01;Castilla - La Mancha;Cuenca;GASOLINA  AUTO. S/PB 98 I.O.;66
2025-01;Castilla - La Mancha;Cuenca;OTRAS GASOLINAS;3
2025-01;Castilla - La Mancha;Cuenca;FUELÓLEO  BIA;0
2025-01;Castilla - La Mancha;Cuenca;OTROS FUELÓLEOS;0
2025-01;Castilla - La Mancha;Cuenca;QUEROSENO AVIACIÓN;0
2025-01;Castilla - La Mancha;Cuenca;OTROS QUEROSENOS;0
2025-01;Castilla - La Mancha;Cuenca;GLP;1184
2025-01;Castilla - La Mancha;Guadalajara;BIODIESEL;214
2025-01;Castilla - La Mancha;Guadalajara;GASÓLEO A;11860
2025-01;Castilla - La Mancha;Guadalajara;GASÓLEO B;5134
2025-01;Castilla - La Mancha;Guadalajara;GASÓLEO C;3870
2025-01;Castilla - La Mancha;Guadalajara;OTROS GASOLEOS;0
2025-01;Castilla - La Mancha;Guadalajara;BIOETANOL;0
2025-01;Castilla - La Mancha;Guadalajara;GASOLINA  AUTO. S/PB 95 I.O.;3189
2025-01;Castilla - La Mancha;Guadalajara;GASOLINA  AUTO. S/PB 98 I.O.;102
2025-01;Castilla - La Mancha;Guadalajara;OTRAS GASOLINAS;0
2025-01;Castilla - La Mancha;Guadalajara;FUELÓLEO  BIA;27
2025-01;Castilla - La Mancha;Guadalajara;OTROS FUELÓLEOS;0
2025-01;Castilla - La Mancha;Guadalajara;QUEROSENO AVIACIÓN;0
2025-01;Castilla - La Mancha;Guadalajara;OTROS QUEROSENOS;0
2025-01;Castilla - La Mancha;Guadalajara;GLP;869
2025-01;Castilla - La Mancha;Toledo;BIODIESEL;332
2025-01;Castilla - La Mancha;Toledo;GASÓLEO A;33094
2025-01;Castilla - La Mancha;Toledo;GASÓLEO B;15350
2025-01;Castilla - La Mancha;Toledo;GASÓLEO C;8433
2025-01;Castilla - La Mancha;Toledo;OTROS GASOLEOS;0
2025-01;Castilla - La Mancha;Toledo;BIOETANOL;0
2025-01;Castilla - La Mancha;Toledo;GASOLINA  AUTO. S/PB 95 I.O.;7496
2025-01;Castilla - La Mancha;Toledo;GASOLINA  AUTO. S/PB 98 I.O.;254
2025-01;Castilla - La Mancha;Toledo;OTRAS GASOLINAS;0
2025-01;Castilla - La Mancha;Toledo;FUELÓLEO  BIA;92
2025-01;Castilla - La Mancha;Toledo;OTROS FUELÓLEOS;0
2025-01;Castilla - La Mancha;Toledo;QUEROSENO AVIACIÓN;12
2025-01;Castilla - La Mancha;Toledo;OTROS QUEROSENOS;0
2025-01;Castilla - La Mancha;Toledo;GLP;3373
2025-01;Castilla y León;Ávila;BIODIESEL;25
2025-01;Castilla y León;Ávila;GASÓLEO A;6399
2025-01;Castilla y León;Ávila;GASÓLEO B;3658
2025-01;Castilla y León;Ávila;GASÓLEO C;1790
2025-01;Castilla y León;Ávila;OTROS GASOLEOS;0
2025-01;Castilla y León;Ávila;BIOETANOL;0
2025-01;Castilla y León;Ávila;GASOLINA  AUTO. S/PB 95 I.O.;1493
2025-01;Castilla y León;Ávila;GASOLINA  AUTO. S/PB 98 I.O.;48
2025-01;Castilla y León;Ávila;OTRAS GASOLINAS;0
2025-01;Castilla y León;Ávila;FUELÓLEO  BIA;0
2025-01;Castilla y León;Ávila;OTROS FUELÓLEOS;0
2025-01;Castilla y León;Ávila;QUEROSENO AVIACIÓN;0
2025-01;Castilla y León;Ávila;OTROS QUEROSENOS;0
2025-01;Castilla y León;Ávila;GLP;1188
2025-01;Castilla y León;Burgos;BIODIESEL;61
2025-01;Castilla y León;Burgos;GASÓLEO A;21648
2025-01;Castilla y León;Burgos;GASÓLEO B;7397
2025-01;Castilla y León;Burgos;GASÓLEO C;1881
2025-01;Castilla y León;Burgos;OTROS GASOLEOS;0
2025-01;Castilla y León;Burgos;BIOETANOL;0
2025-01;Castilla y León;Burgos;GASOLINA  AUTO. S/PB 95 I.O.;3977
2025-01;Castilla y León;Burgos;GASOLINA  AUTO. S/PB 98 I.O.;199
2025-01;Castilla y León;Burgos;OTRAS GASOLINAS;11
2025-01;Castilla y León;Burgos;FUELÓLEO  BIA;42
2025-01;Castilla y León;Burgos;OTROS FUELÓLEOS;0
2025-01;Castilla y León;Burgos;QUEROSENO AVIACIÓN;3
2025-01;Castilla y León;Burgos;OTROS QUEROSENOS;0
2025-01;Castilla y León;Burgos;GLP;1298
2025-01;Castilla y León;León;BIODIESEL;21
2025-01;Castilla y León;León;GASÓLEO A;23687
2025-01;Castilla y León;León;GASÓLEO B;10248
2025-01;Castilla y León;León;GASÓLEO C;8122
2025-01;Castilla y León;León;OTROS GASOLEOS;0
2025-01;Castilla y León;León;BIOETANOL;0
2025-01;Castilla y León;León;GASOLINA  AUTO. S/PB 95 I.O.;4480
2025-01;Castilla y León;León;GASOLINA  AUTO. S/PB 98 I.O.;214
2025-01;Castilla y León;León;OTRAS GASOLINAS;0
2025-01;Castilla y León;León;FUELÓLEO  BIA;25
2025-01;Castilla y León;León;OTROS FUELÓLEOS;0
2025-01;Castilla y León;León;QUEROSENO AVIACIÓN;8
2025-01;Castilla y León;León;OTROS QUEROSENOS;0
2025-01;Castilla y León;León;GLP;2468
2025-01;Castilla y León;Palencia;BIODIESEL;45
2025-01;Castilla y León;Palencia;GASÓLEO A;8641
2025-01;Castilla y León;Palencia;GASÓLEO B;4794
2025-01;Castilla y León;Palencia;GASÓLEO C;1068
2025-01;Castilla y León;Palencia;OTROS GASOLEOS;0
2025-01;Castilla y León;Palencia;BIOETANOL;0
2025-01;Castilla y León;Palencia;GASOLINA  AUTO. S/PB 95 I.O.;1527
2025-01;Castilla y León;Palencia;GASOLINA  AUTO. S/PB 98 I.O.;65
2025-01;Castilla y León;Palencia;OTRAS GASOLINAS;0
2025-01;Castilla y León;Palencia;FUELÓLEO  BIA;81
2025-01;Castilla y León;Palencia;OTROS FUELÓLEOS;0
2025-01;Castilla y León;Palencia;QUEROSENO AVIACIÓN;0
2025-01;Castilla y León;Palencia;OTROS QUEROSENOS;0
2025-01;Castilla y León;Palencia;GLP;618
2025-01;Castilla y León;Salamanca;BIODIESEL;32
2025-01;Castilla y León;Salamanca;GASÓLEO A;19302
2025-01;Castilla y León;Salamanca;GASÓLEO B;5499
2025-01;Castilla y León;Salamanca;GASÓLEO C;4749
2025-01;Castilla y León;Salamanca;OTROS GASOLEOS;0
2025-01;Castilla y León;Salamanca;BIOETANOL;0
2025-01;Castilla y León;Salamanca;GASOLINA  AUTO. S/PB 95 I.O.;2827
2025-01;Castilla y León;Salamanca;GASOLINA  AUTO. S/PB 98 I.O.;150
2025-01;Castilla y León;Salamanca;OTRAS GASOLINAS;11
2025-01;Castilla y León;Salamanca;FUELÓLEO  BIA;0
2025-01;Castilla y León;Salamanca;OTROS FUELÓLEOS;0
2025-01;Castilla y León;Salamanca;QUEROSENO AVIACIÓN;11
2025-01;Castilla y León;Salamanca;OTROS QUEROSENOS;0
2025-01;Castilla y León;Salamanca;GLP;1548
2025-01;Castilla y León;Segovia;BIODIESEL;96
2025-01;Castilla y León;Segovia;GASÓLEO A;8358
2025-01;Castilla y León;Segovia;GASÓLEO B;4260
2025-01;Castilla y León;Segovia;GASÓLEO C;2957
2025-01;Castilla y León;Segovia;OTROS GASOLEOS;0
2025-01;Castilla y León;Segovia;BIOETANOL;0
2025-01;Castilla y León;Segovia;GASOLINA  AUTO. S/PB 95 I.O.;2087
2025-01;Castilla y León;Segovia;GASOLINA  AUTO. S/PB 98 I.O.;98
2025-01;Castilla y León;Segovia;OTRAS GASOLINAS;0
2025-01;Castilla y León;Segovia;FUELÓLEO  BIA;0
2025-01;Castilla y León;Segovia;OTROS FUELÓLEOS;0
2025-01;Castilla y León;Segovia;QUEROSENO AVIACIÓN;0
2025-01;Castilla y León;Segovia;OTROS QUEROSENOS;0
2025-01;Castilla y León;Segovia;GLP;1204
2025-01;Castilla y León;Soria;BIODIESEL;31
2025-01;Castilla y León;Soria;GASÓLEO A;4913
2025-01;Castilla y León;Soria;GASÓLEO B;2608
2025-01;Castilla y León;Soria;GASÓLEO C;1157
2025-01;Castilla y León;Soria;OTROS GASOLEOS;0
2025-01;Castilla y León;Soria;BIOETANOL;0
2025-01;Castilla y León;Soria;GASOLINA  AUTO. S/PB 95 I.O.;929
2025-01;Castilla y León;Soria;GASOLINA  AUTO. S/PB 98 I.O.;40
2025-01;Castilla y León;Soria;OTRAS GASOLINAS;8
2025-01;Castilla y León;Soria;FUELÓLEO  BIA;0
2025-01;Castilla y León;Soria;OTROS FUELÓLEOS;0
2025-01;Castilla y León;Soria;QUEROSENO AVIACIÓN;0
2025-01;Castilla y León;Soria;OTROS QUEROSENOS;0
2025-01;Castilla y León;Soria;GLP;424
2025-01;Castilla y León;Valladolid;BIODIESEL;49
2025-01;Castilla y León;Valladolid;GASÓLEO A;20369
2025-01;Castilla y León;Valladolid;GASÓLEO B;5946
2025-01;Castilla y León;Valladolid;GASÓLEO C;3624
2025-01;Castilla y León;Valladolid;OTROS GASOLEOS;0
2025-01;Castilla y León;Valladolid;BIOETANOL;0
2025-01;Castilla y León;Valladolid;GASOLINA  AUTO. S/PB 95 I.O.;5026
2025-01;Castilla y León;Valladolid;GASOLINA  AUTO. S/PB 98 I.O.;185
2025-01;Castilla y León;Valladolid;OTRAS GASOLINAS;2
2025-01;Castilla y León;Valladolid;FUELÓLEO  BIA;0
2025-01;Castilla y León;Valladolid;OTROS FUELÓLEOS;0
2025-01;Castilla y León;Valladolid;QUEROSENO AVIACIÓN;92
2025-01;Castilla y León;Valladolid;OTROS QUEROSENOS;0
2025-01;Castilla y León;Valladolid;GLP;1378
2025-01;Castilla y León;Zamora;BIODIESEL;12
2025-01;Castilla y León;Zamora;GASÓLEO A;16383
2025-01;Castilla y León;Zamora;GASÓLEO B;5410
2025-01;Castilla y León;Zamora;GASÓLEO C;1247
2025-01;Castilla y León;Zamora;OTROS GASOLEOS;0
2025-01;Castilla y León;Zamora;BIOETANOL;0
2025-01;Castilla y León;Zamora;GASOLINA  AUTO. S/PB 95 I.O.;1698
2025-01;Castilla y León;Zamora;GASOLINA  AUTO. S/PB 98 I.O.;92
2025-01;Castilla y León;Zamora;OTRAS GASOLINAS;0
2025-01;Castilla y León;Zamora;FUELÓLEO  BIA;0
2025-01;Castilla y León;Zamora;OTROS FUELÓLEOS;0
2025-01;Castilla y León;Zamora;QUEROSENO AVIACIÓN;0
2025-01;Castilla y León;Zamora;OTROS QUEROSENOS;0
2025-01;Castilla y León;Zamora;GLP;858
2025-01;Cataluña;Barcelona;BIODIESEL;1056
2025-01;Cataluña;Barcelona;GASÓLEO A;114712
2025-01;Cataluña;Barcelona;GASÓLEO B;25550
2025-01;Cataluña;Barcelona;GASÓLEO C;7584
